"survey","site","atlas","period","group","species_pool_size","group_richness","hotspot_threshold","is_hotspot"
"CC30_1","CC30","1","1970s","Scolopacids",11,2,3,FALSE
"CG36_3","CG36","3","2010s","Scolopacids",11,0,3,FALSE
"CG37_3","CG37","3","2010s","Scolopacids",11,0,3,FALSE
"CG38_3","CG38","3","2010s","Scolopacids",11,0,3,FALSE
"CG39_3","CG39","3","2010s","Scolopacids",11,1,3,FALSE
"CG40_3","CG40","3","2010s","Scolopacids",11,0,3,FALSE
"CG41_3","CG41","3","2010s","Scolopacids",11,1,3,FALSE
"CG42_3","CG42","3","2010s","Scolopacids",11,2,3,FALSE
"CG43_3","CG43","3","2010s","Scolopacids",11,0,3,FALSE
"CG44_3","CG44","3","2010s","Scolopacids",11,0,3,FALSE
"CG45_3","CG45","3","2010s","Scolopacids",11,0,3,FALSE
"CC31_1","CC31","1","1970s","Scolopacids",11,2,3,FALSE
"CG46_3","CG46","3","2010s","Scolopacids",11,0,3,FALSE
"CG47_3","CG47","3","2010s","Scolopacids",11,0,3,FALSE
"CG48_3","CG48","3","2010s","Scolopacids",11,0,3,FALSE
"CG49_3","CG49","3","2010s","Scolopacids",11,0,3,FALSE
"CG50_3","CG50","3","2010s","Scolopacids",11,0,3,FALSE
"CG51_3","CG51","3","2010s","Scolopacids",11,0,3,FALSE
"CG52_3","CG52","3","2010s","Scolopacids",11,0,3,FALSE
"CG53_3","CG53","3","2010s","Scolopacids",11,0,3,FALSE
"CG54_3","CG54","3","2010s","Scolopacids",11,0,3,FALSE
"CG55_3","CG55","3","2010s","Scolopacids",11,0,3,FALSE
"CC32_1","CC32","1","1970s","Scolopacids",11,0,3,FALSE
"CG56_3","CG56","3","2010s","Scolopacids",11,0,3,FALSE
"CG57_3","CG57","3","2010s","Scolopacids",11,0,3,FALSE
"CG58_3","CG58","3","2010s","Scolopacids",11,1,3,FALSE
"CG59_3","CG59","3","2010s","Scolopacids",11,0,3,FALSE
"CG60_3","CG60","3","2010s","Scolopacids",11,0,3,FALSE
"CG61_3","CG61","3","2010s","Scolopacids",11,0,3,FALSE
"CG62_3","CG62","3","2010s","Scolopacids",11,0,3,FALSE
"CG63_3","CG63","3","2010s","Scolopacids",11,0,3,FALSE
"CG64_3","CG64","3","2010s","Scolopacids",11,0,3,FALSE
"CG65_3","CG65","3","2010s","Scolopacids",11,0,3,FALSE
"CC33_1","CC33","1","1970s","Scolopacids",11,2,3,FALSE
"CG66_3","CG66","3","2010s","Scolopacids",11,0,3,FALSE
"CG67_3","CG67","3","2010s","Scolopacids",11,0,3,FALSE
"CG68_3","CG68","3","2010s","Scolopacids",11,0,3,FALSE
"CG69_3","CG69","3","2010s","Scolopacids",11,0,3,FALSE
"CG71_3","CG71","3","2010s","Scolopacids",11,0,3,FALSE
"CG73_3","CG73","3","2010s","Scolopacids",11,3,3,TRUE
"CG74_3","CG74","3","2010s","Scolopacids",11,0,3,FALSE
"CG75_3","CG75","3","2010s","Scolopacids",11,0,3,FALSE
"CG76_3","CG76","3","2010s","Scolopacids",11,0,3,FALSE
"CG77_3","CG77","3","2010s","Scolopacids",11,1,3,FALSE
"CC34_1","CC34","1","1970s","Scolopacids",11,0,3,FALSE
"CG78_3","CG78","3","2010s","Scolopacids",11,0,3,FALSE
"CG79_3","CG79","3","2010s","Scolopacids",11,0,3,FALSE
"CG80_3","CG80","3","2010s","Scolopacids",11,1,3,FALSE
"CG83_3","CG83","3","2010s","Scolopacids",11,1,3,FALSE
"CG84_3","CG84","3","2010s","Scolopacids",11,1,3,FALSE
"CG85_3","CG85","3","2010s","Scolopacids",11,1,3,FALSE
"CG86_3","CG86","3","2010s","Scolopacids",11,2,3,FALSE
"CG88_3","CG88","3","2010s","Scolopacids",11,0,3,FALSE
"CG89_3","CG89","3","2010s","Scolopacids",11,0,3,FALSE
"CG90_3","CG90","3","2010s","Scolopacids",11,0,3,FALSE
"CC35_1","CC35","1","1970s","Scolopacids",11,0,3,FALSE
"CG94_3","CG94","3","2010s","Scolopacids",11,1,3,FALSE
"CG95_3","CG95","3","2010s","Scolopacids",11,0,3,FALSE
"CG98_3","CG98","3","2010s","Scolopacids",11,1,3,FALSE
"CG99_3","CG99","3","2010s","Scolopacids",11,1,3,FALSE
"CH06_3","CH06","3","2010s","Scolopacids",11,0,3,FALSE
"CH07_3","CH07","3","2010s","Scolopacids",11,0,3,FALSE
"CH08_3","CH08","3","2010s","Scolopacids",11,0,3,FALSE
"CH09_3","CH09","3","2010s","Scolopacids",11,0,3,FALSE
"CH16_3","CH16","3","2010s","Scolopacids",11,0,3,FALSE
"CH17_3","CH17","3","2010s","Scolopacids",11,0,3,FALSE
"CC36_1","CC36","1","1970s","Scolopacids",11,2,3,FALSE
"CH18_3","CH18","3","2010s","Scolopacids",11,0,3,FALSE
"CH19_3","CH19","3","2010s","Scolopacids",11,0,3,FALSE
"CH25_3","CH25","3","2010s","Scolopacids",11,0,3,FALSE
"CH26_3","CH26","3","2010s","Scolopacids",11,1,3,FALSE
"CH27_3","CH27","3","2010s","Scolopacids",11,0,3,FALSE
"CH28_3","CH28","3","2010s","Scolopacids",11,0,3,FALSE
"CH29_3","CH29","3","2010s","Scolopacids",11,0,3,FALSE
"CH34_3","CH34","3","2010s","Scolopacids",11,1,3,FALSE
"CH35_3","CH35","3","2010s","Scolopacids",11,1,3,FALSE
"CH36_3","CH36","3","2010s","Scolopacids",11,0,3,FALSE
"CC40_1","CC40","1","1970s","Scolopacids",11,2,3,FALSE
"CH37_3","CH37","3","2010s","Scolopacids",11,1,3,FALSE
"CH38_3","CH38","3","2010s","Scolopacids",11,0,3,FALSE
"CH39_3","CH39","3","2010s","Scolopacids",11,0,3,FALSE
"CH45_3","CH45","3","2010s","Scolopacids",11,2,3,FALSE
"CH46_3","CH46","3","2010s","Scolopacids",11,1,3,FALSE
"CH47_3","CH47","3","2010s","Scolopacids",11,0,3,FALSE
"CH48_3","CH48","3","2010s","Scolopacids",11,0,3,FALSE
"CH49_3","CH49","3","2010s","Scolopacids",11,0,3,FALSE
"CH55_3","CH55","3","2010s","Scolopacids",11,0,3,FALSE
"CH56_3","CH56","3","2010s","Scolopacids",11,1,3,FALSE
"BC53_1","BC53","1","1970s","Scolopacids",11,0,3,FALSE
"CC41_1","CC41","1","1970s","Scolopacids",11,2,3,FALSE
"CH57_3","CH57","3","2010s","Scolopacids",11,1,3,FALSE
"CH58_3","CH58","3","2010s","Scolopacids",11,1,3,FALSE
"CH59_3","CH59","3","2010s","Scolopacids",11,0,3,FALSE
"CH65_3","CH65","3","2010s","Scolopacids",11,0,3,FALSE
"CH66_3","CH66","3","2010s","Scolopacids",11,1,3,FALSE
"CH67_3","CH67","3","2010s","Scolopacids",11,0,3,FALSE
"CH68_3","CH68","3","2010s","Scolopacids",11,0,3,FALSE
"CH69_3","CH69","3","2010s","Scolopacids",11,0,3,FALSE
"CH76_3","CH76","3","2010s","Scolopacids",11,0,3,FALSE
"CH77_3","CH77","3","2010s","Scolopacids",11,0,3,FALSE
"CC42_1","CC42","1","1970s","Scolopacids",11,0,3,FALSE
"CH78_3","CH78","3","2010s","Scolopacids",11,0,3,FALSE
"CH79_3","CH79","3","2010s","Scolopacids",11,0,3,FALSE
"CH85_3","CH85","3","2010s","Scolopacids",11,0,3,FALSE
"CH86_3","CH86","3","2010s","Scolopacids",11,0,3,FALSE
"CH87_3","CH87","3","2010s","Scolopacids",11,0,3,FALSE
"CH88_3","CH88","3","2010s","Scolopacids",11,0,3,FALSE
"CH89_3","CH89","3","2010s","Scolopacids",11,0,3,FALSE
"CH95_3","CH95","3","2010s","Scolopacids",11,1,3,FALSE
"CH96_3","CH96","3","2010s","Scolopacids",11,0,3,FALSE
"CH97_3","CH97","3","2010s","Scolopacids",11,0,3,FALSE
"CC43_1","CC43","1","1970s","Scolopacids",11,1,3,FALSE
"CH98_3","CH98","3","2010s","Scolopacids",11,2,3,FALSE
"CH99_3","CH99","3","2010s","Scolopacids",11,0,3,FALSE
"DB00_3","DB00","3","2010s","Scolopacids",11,0,3,FALSE
"DB01_3","DB01","3","2010s","Scolopacids",11,0,3,FALSE
"DB02_3","DB02","3","2010s","Scolopacids",11,1,3,FALSE
"DB03_3","DB03","3","2010s","Scolopacids",11,0,3,FALSE
"DB04_3","DB04","3","2010s","Scolopacids",11,0,3,FALSE
"DB05_3","DB05","3","2010s","Scolopacids",11,2,3,FALSE
"DC07_3","DC07","3","2010s","Scolopacids",11,2,3,FALSE
"DC08_3","DC08","3","2010s","Scolopacids",11,1,3,FALSE
"CC44_1","CC44","1","1970s","Scolopacids",11,2,3,FALSE
"DC09_3","DC09","3","2010s","Scolopacids",11,2,3,FALSE
"DA80_3","DA80","3","2010s","Scolopacids",11,1,3,FALSE
"DA90_3","DA90","3","2010s","Scolopacids",11,1,3,FALSE
"DB10_3","DB10","3","2010s","Scolopacids",11,1,3,FALSE
"DB11_3","DB11","3","2010s","Scolopacids",11,1,3,FALSE
"DB12_3","DB12","3","2010s","Scolopacids",11,0,3,FALSE
"DB13_3","DB13","3","2010s","Scolopacids",11,0,3,FALSE
"DB14_3","DB14","3","2010s","Scolopacids",11,0,3,FALSE
"DB15_3","DB15","3","2010s","Scolopacids",11,0,3,FALSE
"DB16_3","DB16","3","2010s","Scolopacids",11,1,3,FALSE
"CC45_1","CC45","1","1970s","Scolopacids",11,0,3,FALSE
"DB20_3","DB20","3","2010s","Scolopacids",11,0,3,FALSE
"DB21_3","DB21","3","2010s","Scolopacids",11,0,3,FALSE
"DB22_3","DB22","3","2010s","Scolopacids",11,1,3,FALSE
"DB23_3","DB23","3","2010s","Scolopacids",11,0,3,FALSE
"DB24_3","DB24","3","2010s","Scolopacids",11,0,3,FALSE
"DB25_3","DB25","3","2010s","Scolopacids",11,0,3,FALSE
"DB26_3","DB26","3","2010s","Scolopacids",11,1,3,FALSE
"DB30_3","DB30","3","2010s","Scolopacids",11,0,3,FALSE
"DB31_3","DB31","3","2010s","Scolopacids",11,1,3,FALSE
"DB32_3","DB32","3","2010s","Scolopacids",11,1,3,FALSE
"CC46_1","CC46","1","1970s","Scolopacids",11,1,3,FALSE
"DB33_3","DB33","3","2010s","Scolopacids",11,1,3,FALSE
"DB34_3","DB34","3","2010s","Scolopacids",11,0,3,FALSE
"DB35_3","DB35","3","2010s","Scolopacids",11,0,3,FALSE
"DB36_3","DB36","3","2010s","Scolopacids",11,1,3,FALSE
"DB40_3","DB40","3","2010s","Scolopacids",11,0,3,FALSE
"DB41_3","DB41","3","2010s","Scolopacids",11,1,3,FALSE
"DB42_3","DB42","3","2010s","Scolopacids",11,1,3,FALSE
"DB43_3","DB43","3","2010s","Scolopacids",11,1,3,FALSE
"DB44_3","DB44","3","2010s","Scolopacids",11,0,3,FALSE
"DB45_3","DB45","3","2010s","Scolopacids",11,0,3,FALSE
"CC47_1","CC47","1","1970s","Scolopacids",11,0,3,FALSE
"DB46_3","DB46","3","2010s","Scolopacids",11,1,3,FALSE
"DB47_3","DB47","3","2010s","Scolopacids",11,2,3,FALSE
"DB50_3","DB50","3","2010s","Scolopacids",11,0,3,FALSE
"DB51_3","DB51","3","2010s","Scolopacids",11,0,3,FALSE
"DB52_3","DB52","3","2010s","Scolopacids",11,1,3,FALSE
"DB53_3","DB53","3","2010s","Scolopacids",11,2,3,FALSE
"DB54_3","DB54","3","2010s","Scolopacids",11,0,3,FALSE
"DB55_3","DB55","3","2010s","Scolopacids",11,2,3,FALSE
"DB56_3","DB56","3","2010s","Scolopacids",11,2,3,FALSE
"DB57_3","DB57","3","2010s","Scolopacids",11,2,3,FALSE
"CC50_1","CC50","1","1970s","Scolopacids",11,2,3,FALSE
"DB60_3","DB60","3","2010s","Scolopacids",11,1,3,FALSE
"DB61_3","DB61","3","2010s","Scolopacids",11,1,3,FALSE
"DB62_3","DB62","3","2010s","Scolopacids",11,0,3,FALSE
"DB63_3","DB63","3","2010s","Scolopacids",11,0,3,FALSE
"DB64_3","DB64","3","2010s","Scolopacids",11,1,3,FALSE
"DB65_3","DB65","3","2010s","Scolopacids",11,2,3,FALSE
"DB66_3","DB66","3","2010s","Scolopacids",11,1,3,FALSE
"DB67_3","DB67","3","2010s","Scolopacids",11,3,3,TRUE
"DB68_3","DB68","3","2010s","Scolopacids",11,3,3,TRUE
"DB70_3","DB70","3","2010s","Scolopacids",11,0,3,FALSE
"CC51_1","CC51","1","1970s","Scolopacids",11,1,3,FALSE
"DB71_3","DB71","3","2010s","Scolopacids",11,0,3,FALSE
"DB72_3","DB72","3","2010s","Scolopacids",11,0,3,FALSE
"DB73_3","DB73","3","2010s","Scolopacids",11,0,3,FALSE
"DB74_3","DB74","3","2010s","Scolopacids",11,1,3,FALSE
"DB75_3","DB75","3","2010s","Scolopacids",11,1,3,FALSE
"DB76_3","DB76","3","2010s","Scolopacids",11,1,3,FALSE
"DB77_3","DB77","3","2010s","Scolopacids",11,1,3,FALSE
"DB78_3","DB78","3","2010s","Scolopacids",11,3,3,TRUE
"DB79_3","DB79","3","2010s","Scolopacids",11,3,3,TRUE
"DB80_3","DB80","3","2010s","Scolopacids",11,0,3,FALSE
"CC52_1","CC52","1","1970s","Scolopacids",11,1,3,FALSE
"DB81_3","DB81","3","2010s","Scolopacids",11,0,3,FALSE
"DB82_3","DB82","3","2010s","Scolopacids",11,1,3,FALSE
"DB83_3","DB83","3","2010s","Scolopacids",11,0,3,FALSE
"DB84_3","DB84","3","2010s","Scolopacids",11,2,3,FALSE
"DB89_3","DB89","3","2010s","Scolopacids",11,1,3,FALSE
"DB94_3","DB94","3","2010s","Scolopacids",11,1,3,FALSE
"DB99_3","DB99","3","2010s","Scolopacids",11,0,3,FALSE
"DC00_3","DC00","3","2010s","Scolopacids",11,3,3,TRUE
"DC01_3","DC01","3","2010s","Scolopacids",11,1,3,FALSE
"DC02_3","DC02","3","2010s","Scolopacids",11,0,3,FALSE
"BC54_1","BC54","1","1970s","Scolopacids",11,4,3,TRUE
"CC53_1","CC53","1","1970s","Scolopacids",11,2,3,FALSE
"DC03_3","DC03","3","2010s","Scolopacids",11,1,3,FALSE
"DC04_3","DC04","3","2010s","Scolopacids",11,0,3,FALSE
"DC05_3","DC05","3","2010s","Scolopacids",11,1,3,FALSE
"DC06_3","DC06","3","2010s","Scolopacids",11,0,3,FALSE
"DC10_3","DC10","3","2010s","Scolopacids",11,1,3,FALSE
"DC11_3","DC11","3","2010s","Scolopacids",11,0,3,FALSE
"DC12_3","DC12","3","2010s","Scolopacids",11,0,3,FALSE
"DC13_3","DC13","3","2010s","Scolopacids",11,1,3,FALSE
"DC14_3","DC14","3","2010s","Scolopacids",11,1,3,FALSE
"DC15_3","DC15","3","2010s","Scolopacids",11,0,3,FALSE
"CC54_1","CC54","1","1970s","Scolopacids",11,3,3,TRUE
"DC16_3","DC16","3","2010s","Scolopacids",11,0,3,FALSE
"DC17_3","DC17","3","2010s","Scolopacids",11,0,3,FALSE
"DC18_3","DC18","3","2010s","Scolopacids",11,0,3,FALSE
"DC19_3","DC19","3","2010s","Scolopacids",11,0,3,FALSE
"DC20_3","DC20","3","2010s","Scolopacids",11,0,3,FALSE
"DC21_3","DC21","3","2010s","Scolopacids",11,1,3,FALSE
"DC22_3","DC22","3","2010s","Scolopacids",11,0,3,FALSE
"DC23_3","DC23","3","2010s","Scolopacids",11,1,3,FALSE
"DC24_3","DC24","3","2010s","Scolopacids",11,0,3,FALSE
"DC25_3","DC25","3","2010s","Scolopacids",11,0,3,FALSE
"CC55_1","CC55","1","1970s","Scolopacids",11,0,3,FALSE
"DC26_3","DC26","3","2010s","Scolopacids",11,0,3,FALSE
"DC27_3","DC27","3","2010s","Scolopacids",11,0,3,FALSE
"DC28_3","DC28","3","2010s","Scolopacids",11,0,3,FALSE
"DC29_3","DC29","3","2010s","Scolopacids",11,1,3,FALSE
"DC30_3","DC30","3","2010s","Scolopacids",11,0,3,FALSE
"DC31_3","DC31","3","2010s","Scolopacids",11,0,3,FALSE
"DC32_3","DC32","3","2010s","Scolopacids",11,0,3,FALSE
"DC33_3","DC33","3","2010s","Scolopacids",11,0,3,FALSE
"DC34_3","DC34","3","2010s","Scolopacids",11,1,3,FALSE
"DC35_3","DC35","3","2010s","Scolopacids",11,0,3,FALSE
"CC56_1","CC56","1","1970s","Scolopacids",11,3,3,TRUE
"DC36_3","DC36","3","2010s","Scolopacids",11,1,3,FALSE
"DC37_3","DC37","3","2010s","Scolopacids",11,0,3,FALSE
"DC38_3","DC38","3","2010s","Scolopacids",11,0,3,FALSE
"DC39_3","DC39","3","2010s","Scolopacids",11,1,3,FALSE
"DC40_3","DC40","3","2010s","Scolopacids",11,3,3,TRUE
"DC41_3","DC41","3","2010s","Scolopacids",11,4,3,TRUE
"DC42_3","DC42","3","2010s","Scolopacids",11,1,3,FALSE
"DC43_3","DC43","3","2010s","Scolopacids",11,1,3,FALSE
"DC44_3","DC44","3","2010s","Scolopacids",11,0,3,FALSE
"DC45_3","DC45","3","2010s","Scolopacids",11,0,3,FALSE
"CC57_1","CC57","1","1970s","Scolopacids",11,3,3,TRUE
"DC46_3","DC46","3","2010s","Scolopacids",11,0,3,FALSE
"DC47_3","DC47","3","2010s","Scolopacids",11,2,3,FALSE
"DC48_3","DC48","3","2010s","Scolopacids",11,0,3,FALSE
"DC49_3","DC49","3","2010s","Scolopacids",11,0,3,FALSE
"DC50_3","DC50","3","2010s","Scolopacids",11,4,3,TRUE
"DC51_3","DC51","3","2010s","Scolopacids",11,2,3,FALSE
"DC52_3","DC52","3","2010s","Scolopacids",11,0,3,FALSE
"DC53_3","DC53","3","2010s","Scolopacids",11,1,3,FALSE
"DC54_3","DC54","3","2010s","Scolopacids",11,2,3,FALSE
"DC55_3","DC55","3","2010s","Scolopacids",11,0,3,FALSE
"CC60_1","CC60","1","1970s","Scolopacids",11,0,3,FALSE
"DC56_3","DC56","3","2010s","Scolopacids",11,1,3,FALSE
"DC57_3","DC57","3","2010s","Scolopacids",11,0,3,FALSE
"DC58_3","DC58","3","2010s","Scolopacids",11,0,3,FALSE
"DC59_3","DC59","3","2010s","Scolopacids",11,1,3,FALSE
"DC62_3","DC62","3","2010s","Scolopacids",11,0,3,FALSE
"DC63_3","DC63","3","2010s","Scolopacids",11,1,3,FALSE
"DC64_3","DC64","3","2010s","Scolopacids",11,1,3,FALSE
"DC65_3","DC65","3","2010s","Scolopacids",11,1,3,FALSE
"DC66_3","DC66","3","2010s","Scolopacids",11,1,3,FALSE
"DC67_3","DC67","3","2010s","Scolopacids",11,0,3,FALSE
"CC61_1","CC61","1","1970s","Scolopacids",11,2,3,FALSE
"DC68_3","DC68","3","2010s","Scolopacids",11,0,3,FALSE
"DC69_3","DC69","3","2010s","Scolopacids",11,0,3,FALSE
"DC76_3","DC76","3","2010s","Scolopacids",11,1,3,FALSE
"DC77_3","DC77","3","2010s","Scolopacids",11,1,3,FALSE
"DC78_3","DC78","3","2010s","Scolopacids",11,0,3,FALSE
"DC79_3","DC79","3","2010s","Scolopacids",11,0,3,FALSE
"DC88_3","DC88","3","2010s","Scolopacids",11,1,3,FALSE
"DC89_3","DC89","3","2010s","Scolopacids",11,0,3,FALSE
"DD00_3","DD00","3","2010s","Scolopacids",11,0,3,FALSE
"DD01_3","DD01","3","2010s","Scolopacids",11,2,3,FALSE
"CC62_1","CC62","1","1970s","Scolopacids",11,2,3,FALSE
"DD02_3","DD02","3","2010s","Scolopacids",11,0,3,FALSE
"DD03_3","DD03","3","2010s","Scolopacids",11,1,3,FALSE
"DD04_3","DD04","3","2010s","Scolopacids",11,0,3,FALSE
"DD05_3","DD05","3","2010s","Scolopacids",11,0,3,FALSE
"DD06_3","DD06","3","2010s","Scolopacids",11,1,3,FALSE
"DD07_3","DD07","3","2010s","Scolopacids",11,0,3,FALSE
"DD08_3","DD08","3","2010s","Scolopacids",11,0,3,FALSE
"DD09_3","DD09","3","2010s","Scolopacids",11,2,3,FALSE
"DD10_3","DD10","3","2010s","Scolopacids",11,2,3,FALSE
"DD11_3","DD11","3","2010s","Scolopacids",11,1,3,FALSE
"CC63_1","CC63","1","1970s","Scolopacids",11,3,3,TRUE
"DD12_3","DD12","3","2010s","Scolopacids",11,0,3,FALSE
"DD13_3","DD13","3","2010s","Scolopacids",11,0,3,FALSE
"DD14_3","DD14","3","2010s","Scolopacids",11,0,3,FALSE
"DD15_3","DD15","3","2010s","Scolopacids",11,0,3,FALSE
"DD16_3","DD16","3","2010s","Scolopacids",11,0,3,FALSE
"DD17_3","DD17","3","2010s","Scolopacids",11,0,3,FALSE
"DD18_3","DD18","3","2010s","Scolopacids",11,1,3,FALSE
"DD19_3","DD19","3","2010s","Scolopacids",11,1,3,FALSE
"DD20_3","DD20","3","2010s","Scolopacids",11,1,3,FALSE
"DD21_3","DD21","3","2010s","Scolopacids",11,2,3,FALSE
"CC64_1","CC64","1","1970s","Scolopacids",11,3,3,TRUE
"DD22_3","DD22","3","2010s","Scolopacids",11,0,3,FALSE
"DD23_3","DD23","3","2010s","Scolopacids",11,0,3,FALSE
"DD24_3","DD24","3","2010s","Scolopacids",11,1,3,FALSE
"DD25_3","DD25","3","2010s","Scolopacids",11,0,3,FALSE
"DD26_3","DD26","3","2010s","Scolopacids",11,1,3,FALSE
"DD27_3","DD27","3","2010s","Scolopacids",11,0,3,FALSE
"DD28_3","DD28","3","2010s","Scolopacids",11,0,3,FALSE
"DD29_3","DD29","3","2010s","Scolopacids",11,1,3,FALSE
"DD30_3","DD30","3","2010s","Scolopacids",11,0,3,FALSE
"DD31_3","DD31","3","2010s","Scolopacids",11,1,3,FALSE
"BC55_1","BC55","1","1970s","Scolopacids",11,2,3,FALSE
"CC65_1","CC65","1","1970s","Scolopacids",11,1,3,FALSE
"DD32_3","DD32","3","2010s","Scolopacids",11,0,3,FALSE
"DD33_3","DD33","3","2010s","Scolopacids",11,0,3,FALSE
"DD34_3","DD34","3","2010s","Scolopacids",11,1,3,FALSE
"DD35_3","DD35","3","2010s","Scolopacids",11,1,3,FALSE
"DD36_3","DD36","3","2010s","Scolopacids",11,1,3,FALSE
"DD37_3","DD37","3","2010s","Scolopacids",11,0,3,FALSE
"DD38_3","DD38","3","2010s","Scolopacids",11,2,3,FALSE
"DD39_3","DD39","3","2010s","Scolopacids",11,0,3,FALSE
"DD40_3","DD40","3","2010s","Scolopacids",11,1,3,FALSE
"DD41_3","DD41","3","2010s","Scolopacids",11,0,3,FALSE
"CC66_1","CC66","1","1970s","Scolopacids",11,1,3,FALSE
"DD42_3","DD42","3","2010s","Scolopacids",11,0,3,FALSE
"DD43_3","DD43","3","2010s","Scolopacids",11,0,3,FALSE
"DD44_3","DD44","3","2010s","Scolopacids",11,0,3,FALSE
"DD45_3","DD45","3","2010s","Scolopacids",11,0,3,FALSE
"DD46_3","DD46","3","2010s","Scolopacids",11,2,3,FALSE
"DD47_3","DD47","3","2010s","Scolopacids",11,2,3,FALSE
"DD48_3","DD48","3","2010s","Scolopacids",11,2,3,FALSE
"DD49_3","DD49","3","2010s","Scolopacids",11,3,3,TRUE
"DD50_3","DD50","3","2010s","Scolopacids",11,0,3,FALSE
"DD51_3","DD51","3","2010s","Scolopacids",11,0,3,FALSE
"CC67_1","CC67","1","1970s","Scolopacids",11,2,3,FALSE
"DD52_3","DD52","3","2010s","Scolopacids",11,1,3,FALSE
"DD53_3","DD53","3","2010s","Scolopacids",11,1,3,FALSE
"DD54_3","DD54","3","2010s","Scolopacids",11,1,3,FALSE
"DD55_3","DD55","3","2010s","Scolopacids",11,1,3,FALSE
"DD56_3","DD56","3","2010s","Scolopacids",11,1,3,FALSE
"DD57_3","DD57","3","2010s","Scolopacids",11,3,3,TRUE
"DD58_3","DD58","3","2010s","Scolopacids",11,0,3,FALSE
"DD59_3","DD59","3","2010s","Scolopacids",11,2,3,FALSE
"DD60_3","DD60","3","2010s","Scolopacids",11,0,3,FALSE
"DD61_3","DD61","3","2010s","Scolopacids",11,1,3,FALSE
"CC68_1","CC68","1","1970s","Scolopacids",11,1,3,FALSE
"DD62_3","DD62","3","2010s","Scolopacids",11,0,3,FALSE
"DD63_3","DD63","3","2010s","Scolopacids",11,1,3,FALSE
"DD64_3","DD64","3","2010s","Scolopacids",11,1,3,FALSE
"DD65_3","DD65","3","2010s","Scolopacids",11,1,3,FALSE
"DD66_3","DD66","3","2010s","Scolopacids",11,1,3,FALSE
"DD67_3","DD67","3","2010s","Scolopacids",11,2,3,FALSE
"DD70_3","DD70","3","2010s","Scolopacids",11,0,3,FALSE
"DD71_3","DD71","3","2010s","Scolopacids",11,0,3,FALSE
"DD72_3","DD72","3","2010s","Scolopacids",11,1,3,FALSE
"DD73_3","DD73","3","2010s","Scolopacids",11,1,3,FALSE
"CC70_1","CC70","1","1970s","Scolopacids",11,1,3,FALSE
"DD80_3","DD80","3","2010s","Scolopacids",11,0,3,FALSE
"DD81_3","DD81","3","2010s","Scolopacids",11,1,3,FALSE
"DD82_3","DD82","3","2010s","Scolopacids",11,1,3,FALSE
"DD90_3","DD90","3","2010s","Scolopacids",11,1,3,FALSE
"DD91_3","DD91","3","2010s","Scolopacids",11,0,3,FALSE
"DD92_3","DD92","3","2010s","Scolopacids",11,0,3,FALSE
"DD93_3","DD93","3","2010s","Scolopacids",11,0,3,FALSE
"DE00_3","DE00","3","2010s","Scolopacids",11,0,3,FALSE
"DE01_3","DE01","3","2010s","Scolopacids",11,0,3,FALSE
"DE02_3","DE02","3","2010s","Scolopacids",11,0,3,FALSE
"CC71_1","CC71","1","1970s","Scolopacids",11,2,3,FALSE
"DE03_3","DE03","3","2010s","Scolopacids",11,1,3,FALSE
"DE04_3","DE04","3","2010s","Scolopacids",11,0,3,FALSE
"DE05_3","DE05","3","2010s","Scolopacids",11,0,3,FALSE
"DE06_3","DE06","3","2010s","Scolopacids",11,1,3,FALSE
"DE07_3","DE07","3","2010s","Scolopacids",11,1,3,FALSE
"DE08_3","DE08","3","2010s","Scolopacids",11,0,3,FALSE
"DE09_3","DE09","3","2010s","Scolopacids",11,0,3,FALSE
"DE10_3","DE10","3","2010s","Scolopacids",11,0,3,FALSE
"DE11_3","DE11","3","2010s","Scolopacids",11,1,3,FALSE
"DE12_3","DE12","3","2010s","Scolopacids",11,0,3,FALSE
"CC72_1","CC72","1","1970s","Scolopacids",11,1,3,FALSE
"DE13_3","DE13","3","2010s","Scolopacids",11,0,3,FALSE
"DE14_3","DE14","3","2010s","Scolopacids",11,0,3,FALSE
"DE15_3","DE15","3","2010s","Scolopacids",11,1,3,FALSE
"DE16_3","DE16","3","2010s","Scolopacids",11,1,3,FALSE
"DE17_3","DE17","3","2010s","Scolopacids",11,1,3,FALSE
"DE18_3","DE18","3","2010s","Scolopacids",11,1,3,FALSE
"DE19_3","DE19","3","2010s","Scolopacids",11,1,3,FALSE
"DE20_3","DE20","3","2010s","Scolopacids",11,0,3,FALSE
"DE21_3","DE21","3","2010s","Scolopacids",11,0,3,FALSE
"DE22_3","DE22","3","2010s","Scolopacids",11,0,3,FALSE
"CC73_1","CC73","1","1970s","Scolopacids",11,1,3,FALSE
"DE23_3","DE23","3","2010s","Scolopacids",11,0,3,FALSE
"DE24_3","DE24","3","2010s","Scolopacids",11,1,3,FALSE
"DE25_3","DE25","3","2010s","Scolopacids",11,0,3,FALSE
"DE26_3","DE26","3","2010s","Scolopacids",11,1,3,FALSE
"DE27_3","DE27","3","2010s","Scolopacids",11,0,3,FALSE
"DE28_3","DE28","3","2010s","Scolopacids",11,0,3,FALSE
"DE29_3","DE29","3","2010s","Scolopacids",11,1,3,FALSE
"DE30_3","DE30","3","2010s","Scolopacids",11,0,3,FALSE
"DE31_3","DE31","3","2010s","Scolopacids",11,0,3,FALSE
