"site","survey","atlas","period","species_richness","modelled_species_pool_size"
"CF59","CF59_1","1","1970s",65,157
"CF60","CF60_1","1","1970s",74,157
"CF61","CF61_1","1","1970s",61,157
"CF62","CF62_1","1","1970s",51,157
"CF63","CF63_1","1","1970s",46,157
"CF64","CF64_1","1","1970s",67,157
"CF65","CF65_1","1","1970s",61,157
"CF66","CF66_1","1","1970s",37,157
"CF67","CF67_1","1","1970s",59,157
"CF68","CF68_1","1","1970s",59,157
"CF69","CF69_1","1","1970s",65,157
"CF70","CF70_1","1","1970s",67,157
"CF71","CF71_1","1","1970s",55,157
"CF72","CF72_1","1","1970s",39,157
"CF73","CF73_1","1","1970s",50,157
"CF74","CF74_1","1","1970s",39,157
"CF75","CF75_1","1","1970s",52,157
"CF76","CF76_1","1","1970s",52,157
"CF77","CF77_1","1","1970s",34,157
"CF78","CF78_1","1","1970s",79,157
"CF79","CF79_1","1","1970s",58,157
"CF80","CF80_1","1","1970s",34,157
"CF81","CF81_1","1","1970s",33,157
"CF82","CF82_1","1","1970s",76,157
"CF83","CF83_1","1","1970s",42,157
"CF84","CF84_1","1","1970s",67,157
"CF85","CF85_1","1","1970s",62,157
"CF86","CF86_1","1","1970s",63,157
"CF87","CF87_1","1","1970s",65,157
"CF88","CF88_1","1","1970s",55,157
"CF89","CF89_1","1","1970s",68,157
"CF90","CF90_1","1","1970s",56,157
"CF91","CF91_1","1","1970s",52,157
"CF92","CF92_1","1","1970s",67,157
"CF93","CF93_1","1","1970s",34,157
"CF94","CF94_1","1","1970s",55,157
"CF95","CF95_1","1","1970s",70,157
"CF96","CF96_1","1","1970s",65,157
"CF97","CF97_1","1","1970s",66,157
"CF98","CF98_1","1","1970s",65,157
"CF99","CF99_1","1","1970s",69,157
"CG00","CG00_1","1","1970s",48,157
"CG01","CG01_1","1","1970s",45,157
"CG02","CG02_1","1","1970s",59,157
"CG03","CG03_1","1","1970s",46,157
"CG04","CG04_1","1","1970s",54,157
"CG05","CG05_1","1","1970s",61,157
"CG06","CG06_1","1","1970s",60,157
"CG07","CG07_1","1","1970s",67,157
"CG08","CG08_1","1","1970s",66,157
"CG09","CG09_1","1","1970s",72,157
"CG10","CG10_1","1","1970s",48,157
"CG11","CG11_1","1","1970s",57,157
"CG12","CG12_1","1","1970s",49,157
"CG13","CG13_1","1","1970s",55,157
"CG14","CG14_1","1","1970s",50,157
"CG15","CG15_1","1","1970s",58,157
"CG17","CG17_1","1","1970s",47,157
"CG18","CG18_1","1","1970s",71,157
"CG19","CG19_1","1","1970s",60,157
"CG20","CG20_1","1","1970s",48,157
"CG21","CG21_1","1","1970s",48,157
"CG23","CG23_1","1","1970s",53,157
"CG24","CG24_1","1","1970s",48,157
"CG25","CG25_1","1","1970s",53,157
"CG26","CG26_1","1","1970s",45,157
"CG27","CG27_1","1","1970s",75,157
"CG28","CG28_1","1","1970s",65,157
"CG29","CG29_1","1","1970s",60,157
"CG30","CG30_1","1","1970s",39,157
"CG31","CG31_1","1","1970s",54,157
"CG32","CG32_1","1","1970s",46,157
"CG33","CG33_1","1","1970s",45,157
"CG34","CG34_1","1","1970s",47,157
"CG37","CG37_1","1","1970s",53,157
"CG39","CG39_1","1","1970s",68,157
"CG40","CG40_1","1","1970s",71,157
"CG41","CG41_1","1","1970s",58,157
"CG42","CG42_1","1","1970s",59,157
"CG43","CG43_1","1","1970s",47,157
"CG44","CG44_1","1","1970s",65,157
"CG45","CG45_1","1","1970s",52,157
"CG46","CG46_1","1","1970s",68,157
"CG47","CG47_1","1","1970s",65,157
"CG48","CG48_1","1","1970s",82,157
"CG49","CG49_1","1","1970s",64,157
"CG50","CG50_1","1","1970s",58,157
"CG51","CG51_1","1","1970s",79,157
"CG52","CG52_1","1","1970s",48,157
"CG53","CG53_1","1","1970s",65,157
"CG54","CG54_1","1","1970s",52,157
"CG55","CG55_1","1","1970s",41,157
"CG56","CG56_1","1","1970s",50,157
"CG57","CG57_1","1","1970s",53,157
"CG58","CG58_1","1","1970s",86,157
"CG59","CG59_1","1","1970s",76,157
"CG60","CG60_1","1","1970s",51,157
"CG61","CG61_1","1","1970s",67,157
"CG62","CG62_1","1","1970s",53,157
"CG63","CG63_1","1","1970s",47,157
"CG64","CG64_1","1","1970s",51,157
"CG65","CG65_1","1","1970s",62,157
"CG66","CG66_1","1","1970s",54,157
"CG67","CG67_1","1","1970s",67,157
"CG68","CG68_1","1","1970s",69,157
"CG69","CG69_1","1","1970s",81,157
"CG73","CG73_1","1","1970s",57,157
"CG74","CG74_1","1","1970s",38,157
"CG75","CG75_1","1","1970s",54,157
"CG77","CG77_1","1","1970s",80,157
"CG78","CG78_1","1","1970s",54,157
"CG79","CG79_1","1","1970s",72,157
"CG80","CG80_1","1","1970s",50,157
"CG83","CG83_1","1","1970s",60,157
"CG84","CG84_1","1","1970s",44,157
"CG85","CG85_1","1","1970s",35,157
"CG89","CG89_1","1","1970s",75,157
"CG90","CG90_1","1","1970s",38,157
"CG99","CG99_1","1","1970s",56,157
"CH06","CH06_1","1","1970s",53,157
"CH07","CH07_1","1","1970s",55,157
"CH08","CH08_1","1","1970s",45,157
"CH09","CH09_1","1","1970s",53,157
"CH16","CH16_1","1","1970s",72,157
"CH17","CH17_1","1","1970s",58,157
"CH18","CH18_1","1","1970s",54,157
"CH19","CH19_1","1","1970s",39,157
"CH26","CH26_1","1","1970s",72,157
"CH27","CH27_1","1","1970s",79,157
"CH28","CH28_1","1","1970s",55,157
"CH29","CH29_1","1","1970s",41,157
"CH34","CH34_1","1","1970s",60,157
"CH35","CH35_1","1","1970s",60,157
"CH36","CH36_1","1","1970s",68,157
"CH37","CH37_1","1","1970s",76,157
"CH38","CH38_1","1","1970s",43,157
"CH39","CH39_1","1","1970s",45,157
"CH45","CH45_1","1","1970s",57,157
"CH46","CH46_1","1","1970s",76,157
"CH47","CH47_1","1","1970s",45,157
"CH48","CH48_1","1","1970s",71,157
"CH49","CH49_1","1","1970s",49,157
"CH55","CH55_1","1","1970s",87,157
"CH56","CH56_1","1","1970s",87,157
"CH57","CH57_1","1","1970s",68,157
"CH58","CH58_1","1","1970s",72,157
"CH59","CH59_1","1","1970s",63,157
"CH65","CH65_1","1","1970s",44,157
"CH66","CH66_1","1","1970s",71,157
"CH67","CH67_1","1","1970s",70,157
"CH68","CH68_1","1","1970s",55,157
"CH69","CH69_1","1","1970s",34,157
"CH76","CH76_1","1","1970s",49,157
"CH77","CH77_1","1","1970s",102,157
"CH78","CH78_1","1","1970s",54,157
"CH79","CH79_1","1","1970s",38,157
"CH86","CH86_1","1","1970s",72,157
"CH87","CH87_1","1","1970s",49,157
"CH88","CH88_1","1","1970s",62,157
"CH89","CH89_1","1","1970s",45,157
"CH95","CH95_1","1","1970s",77,157
"CH96","CH96_1","1","1970s",81,157
"CH97","CH97_1","1","1970s",75,157
"CH98","CH98_1","1","1970s",55,157
"CH99","CH99_1","1","1970s",46,157
"DB00","DB00_1","1","1970s",43,157
"DB01","DB01_1","1","1970s",45,157
"DB02","DB02_1","1","1970s",26,157
"DB03","DB03_1","1","1970s",54,157
"DB04","DB04_1","1","1970s",18,157
"DB05","DB05_1","1","1970s",36,157
"DC07","DC07_1","1","1970s",91,157
"DC08","DC08_1","1","1970s",88,157
"DC09","DC09_1","1","1970s",46,157
"DB11","DB11_1","1","1970s",57,157
"DB13","DB13_1","1","1970s",32,157
"DB14","DB14_1","1","1970s",37,157
"DB15","DB15_1","1","1970s",40,157
"DB16","DB16_1","1","1970s",53,157
"DB20","DB20_1","1","1970s",35,157
"DB21","DB21_1","1","1970s",30,157
"DB22","DB22_1","1","1970s",33,157
"DB23","DB23_1","1","1970s",34,157
"DB24","DB24_1","1","1970s",51,157
"DB25","DB25_1","1","1970s",49,157
"DB26","DB26_1","1","1970s",48,157
"DB31","DB31_1","1","1970s",31,157
"DB32","DB32_1","1","1970s",43,157
"DB33","DB33_1","1","1970s",52,157
"DB34","DB34_1","1","1970s",63,157
"DB35","DB35_1","1","1970s",48,157
"DB36","DB36_1","1","1970s",37,157
"DB40","DB40_1","1","1970s",64,157
"DB41","DB41_1","1","1970s",34,157
"DB42","DB42_1","1","1970s",48,157
"DB43","DB43_1","1","1970s",49,157
"DB44","DB44_1","1","1970s",59,157
"DB45","DB45_1","1","1970s",47,157
"DB46","DB46_1","1","1970s",22,157
"DB52","DB52_1","1","1970s",37,157
"DB53","DB53_1","1","1970s",43,157
"DB54","DB54_1","1","1970s",53,157
"DB55","DB55_1","1","1970s",60,157
"DB56","DB56_1","1","1970s",53,157
"DB57","DB57_1","1","1970s",43,157
"DB60","DB60_1","1","1970s",48,157
"DB62","DB62_1","1","1970s",44,157
"DB63","DB63_1","1","1970s",43,157
"DB64","DB64_1","1","1970s",53,157
"DB65","DB65_1","1","1970s",46,157
"DB66","DB66_1","1","1970s",43,157
"DB67","DB67_1","1","1970s",52,157
"DB68","DB68_1","1","1970s",27,157
"DB70","DB70_1","1","1970s",41,157
"DB72","DB72_1","1","1970s",55,157
"DB73","DB73_1","1","1970s",47,157
"DB74","DB74_1","1","1970s",46,157
"DB75","DB75_1","1","1970s",46,157
"DB77","DB77_1","1","1970s",44,157
"DB78","DB78_1","1","1970s",50,157
"DB79","DB79_1","1","1970s",35,157
"DB80","DB80_1","1","1970s",29,157
"DB81","DB81_1","1","1970s",38,157
"DB82","DB82_1","1","1970s",54,157
"DB83","DB83_1","1","1970s",64,157
"DB89","DB89_1","1","1970s",60,157
"DC00","DC00_1","1","1970s",74,157
"DC01","DC01_1","1","1970s",52,157
"DC02","DC02_1","1","1970s",51,157
"DC03","DC03_1","1","1970s",42,157
"DC04","DC04_1","1","1970s",67,157
"DC05","DC05_1","1","1970s",47,157
"DC10","DC10_1","1","1970s",53,157
"DC11","DC11_1","1","1970s",72,157
"DC12","DC12_1","1","1970s",43,157
"DC13","DC13_1","1","1970s",35,157
"DC14","DC14_1","1","1970s",49,157
"DC15","DC15_1","1","1970s",55,157
"DC16","DC16_1","1","1970s",44,157
"DC17","DC17_1","1","1970s",45,157
"DC18","DC18_1","1","1970s",53,157
"DC19","DC19_1","1","1970s",55,157
"DC20","DC20_1","1","1970s",41,157
"DC21","DC21_1","1","1970s",47,157
"DC22","DC22_1","1","1970s",42,157
"DC23","DC23_1","1","1970s",76,157
"DC24","DC24_1","1","1970s",40,157
"DC25","DC25_1","1","1970s",49,157
"DC26","DC26_1","1","1970s",74,157
"DC27","DC27_1","1","1970s",54,157
"DC28","DC28_1","1","1970s",66,157
"DC30","DC30_1","1","1970s",42,157
"DC31","DC31_1","1","1970s",45,157
"DC32","DC32_1","1","1970s",57,157
"DC33","DC33_1","1","1970s",63,157
"DC34","DC34_1","1","1970s",35,157
"DC35","DC35_1","1","1970s",39,157
"DC36","DC36_1","1","1970s",41,157
"DC37","DC37_1","1","1970s",41,157
"DC39","DC39_1","1","1970s",36,157
"DC40","DC40_1","1","1970s",73,157
"DC41","DC41_1","1","1970s",58,157
"DC42","DC42_1","1","1970s",66,157
"DC43","DC43_1","1","1970s",38,157
"DC45","DC45_1","1","1970s",35,157
"DC48","DC48_1","1","1970s",39,157
"DC49","DC49_1","1","1970s",41,157
"DC50","DC50_1","1","1970s",44,157
"DC51","DC51_1","1","1970s",37,157
"DC52","DC52_1","1","1970s",16,157
"DC53","DC53_1","1","1970s",58,157
"DC56","DC56_1","1","1970s",38,157
"DC57","DC57_1","1","1970s",49,157
"DC58","DC58_1","1","1970s",49,157
"DC59","DC59_1","1","1970s",40,157
"DC64","DC64_1","1","1970s",26,157
"DC65","DC65_1","1","1970s",44,157
"DC69","DC69_1","1","1970s",46,157
"DC79","DC79_1","1","1970s",41,157
"DC89","DC89_1","1","1970s",42,157
"DD00","DD00_1","1","1970s",44,157
"DD01","DD01_1","1","1970s",68,157
"DD02","DD02_1","1","1970s",50,157
"DD03","DD03_1","1","1970s",49,157
"DD04","DD04_1","1","1970s",46,157
"DD05","DD05_1","1","1970s",66,157
"DD06","DD06_1","1","1970s",47,157
"DD07","DD07_1","1","1970s",42,157
"DD08","DD08_1","1","1970s",60,157
"DD09","DD09_1","1","1970s",80,157
"DD10","DD10_1","1","1970s",54,157
"DD11","DD11_1","1","1970s",78,157
"DD12","DD12_1","1","1970s",69,157
"DD13","DD13_1","1","1970s",42,157
"DD14","DD14_1","1","1970s",44,157
"DD16","DD16_1","1","1970s",66,157
"DD17","DD17_1","1","1970s",65,157
"DD18","DD18_1","1","1970s",69,157
"DD19","DD19_1","1","1970s",63,157
"DD20","DD20_1","1","1970s",52,157
"DD21","DD21_1","1","1970s",53,157
"DD22","DD22_1","1","1970s",35,157
"DD24","DD24_1","1","1970s",34,157
"DD26","DD26_1","1","1970s",70,157
"DD27","DD27_1","1","1970s",36,157
"DD28","DD28_1","1","1970s",53,157
"DD29","DD29_1","1","1970s",67,157
"DD30","DD30_1","1","1970s",63,157
"DD31","DD31_1","1","1970s",54,157
"DD35","DD35_1","1","1970s",44,157
"DD37","DD37_1","1","1970s",57,157
"DD38","DD38_1","1","1970s",45,157
"DD39","DD39_1","1","1970s",48,157
"DD40","DD40_1","1","1970s",40,157
"DD41","DD41_1","1","1970s",49,157
"DD42","DD42_1","1","1970s",46,157
"DD43","DD43_1","1","1970s",55,157
"DD46","DD46_1","1","1970s",41,157
"DD47","DD47_1","1","1970s",56,157
"DD48","DD48_1","1","1970s",52,157
"DD49","DD49_1","1","1970s",48,157
"DD50","DD50_1","1","1970s",43,157
"DD51","DD51_1","1","1970s",67,157
"DD52","DD52_1","1","1970s",47,157
"DD53","DD53_1","1","1970s",58,157
"DD54","DD54_1","1","1970s",42,157
"DD57","DD57_1","1","1970s",61,157
"DD59","DD59_1","1","1970s",38,157
"DD61","DD61_1","1","1970s",56,157
"DD62","DD62_1","1","1970s",55,157
"DD63","DD63_1","1","1970s",52,157
"DD64","DD64_1","1","1970s",55,157
"DD65","DD65_1","1","1970s",50,157
"DD70","DD70_1","1","1970s",63,157
"DD71","DD71_1","1","1970s",47,157
"DD72","DD72_1","1","1970s",48,157
"DD80","DD80_1","1","1970s",63,157
"DD81","DD81_1","1","1970s",49,157
"DD90","DD90_1","1","1970s",40,157
"DD91","DD91_1","1","1970s",59,157
"DD92","DD92_1","1","1970s",46,157
"DE00","DE00_1","1","1970s",64,157
"DE01","DE01_1","1","1970s",79,157
"DE02","DE02_1","1","1970s",55,157
"DE03","DE03_1","1","1970s",57,157
"DE04","DE04_1","1","1970s",34,157
"DE05","DE05_1","1","1970s",42,157
"DE07","DE07_1","1","1970s",69,157
"DE10","DE10_1","1","1970s",60,157
"DE11","DE11_1","1","1970s",59,157
"DE12","DE12_1","1","1970s",27,157
"DE13","DE13_1","1","1970s",35,157
"DE14","DE14_1","1","1970s",44,157
"DE15","DE15_1","1","1970s",55,157
"DE16","DE16_1","1","1970s",53,157
"DE17","DE17_1","1","1970s",53,157
"DE18","DE18_1","1","1970s",64,157
"DE19","DE19_1","1","1970s",39,157
"DE20","DE20_1","1","1970s",65,157
"DE21","DE21_1","1","1970s",55,157
"DE22","DE22_1","1","1970s",45,157
"DE23","DE23_1","1","1970s",63,157
"DE24","DE24_1","1","1970s",83,157
"DE25","DE25_1","1","1970s",64,157
"DE26","DE26_1","1","1970s",33,157
"DE27","DE27_1","1","1970s",40,157
"DE29","DE29_1","1","1970s",50,157
"DE30","DE30_1","1","1970s",78,157
"DE31","DE31_1","1","1970s",53,157
"DE32","DE32_1","1","1970s",47,157
"DE33","DE33_1","1","1970s",38,157
"DE34","DE34_1","1","1970s",87,157
"DE35","DE35_1","1","1970s",41,157
"DE36","DE36_1","1","1970s",59,157
"DE37","DE37_1","1","1970s",69,157
"DE38","DE38_1","1","1970s",60,157
"DE39","DE39_1","1","1970s",32,157
"DE40","DE40_1","1","1970s",80,157
"DE41","DE41_1","1","1970s",48,157
"DE42","DE42_1","1","1970s",50,157
"DE43","DE43_1","1","1970s",54,157
"DE44","DE44_1","1","1970s",86,157
"DE45","DE45_1","1","1970s",36,157
"DE46","DE46_1","1","1970s",37,157
"DE47","DE47_1","1","1970s",51,157
"DE49","DE49_1","1","1970s",36,157
"DE50","DE50_1","1","1970s",54,157
"DE51","DE51_1","1","1970s",83,157
"DE52","DE52_1","1","1970s",69,157
"DE53","DE53_1","1","1970s",69,157
"DE55","DE55_1","1","1970s",45,157
"DE56","DE56_1","1","1970s",43,157
"DE57","DE57_1","1","1970s",46,157
"DE66","DE66_1","1","1970s",67,157
"DE67","DE67_1","1","1970s",63,157
"DE68","DE68_1","1","1970s",61,157
"DE69","DE69_1","1","1970s",64,157
"DE75","DE75_1","1","1970s",38,157
"DE78","DE78_1","1","1970s",54,157
"DE79","DE79_1","1","1970s",75,157
"DE84","DE84_1","1","1970s",62,157
"DE85","DE85_1","1","1970s",36,157
"DE86","DE86_1","1","1970s",43,157
"DE87","DE87_1","1","1970s",84,157
"DE88","DE88_1","1","1970s",37,157
"DE89","DE89_1","1","1970s",40,157
"DE90","DE90_1","1","1970s",44,157
"DE94","DE94_1","1","1970s",47,157
"DE96","DE96_1","1","1970s",64,157
"DE97","DE97_1","1","1970s",75,157
"DE98","DE98_1","1","1970s",61,157
"DE99","DE99_1","1","1970s",48,157
"DF00","DF00_1","1","1970s",57,157
"DF01","DF01_1","1","1970s",49,157
"DF04","DF04_1","1","1970s",44,157
"DF05","DF05_1","1","1970s",45,157
"DF06","DF06_1","1","1970s",45,157
"DF07","DF07_1","1","1970s",71,157
"DF08","DF08_1","1","1970s",37,157
"DF09","DF09_1","1","1970s",37,157
"DF10","DF10_1","1","1970s",48,157
"DF14","DF14_1","1","1970s",71,157
"DF15","DF15_1","1","1970s",65,157
"DF16","DF16_1","1","1970s",67,157
"DF17","DF17_1","1","1970s",65,157
"DF18","DF18_1","1","1970s",76,157
"DF19","DF19_1","1","1970s",56,157
"DF20","DF20_1","1","1970s",58,157
"DF24","DF24_1","1","1970s",52,157
"DF25","DF25_1","1","1970s",79,157
"DF26","DF26_1","1","1970s",46,157
"DF27","DF27_1","1","1970s",21,157
"DF28","DF28_1","1","1970s",76,157
"DF29","DF29_1","1","1970s",54,157
"DF30","DF30_1","1","1970s",60,157
"DF31","DF31_1","1","1970s",64,157
"DF37","DF37_1","1","1970s",79,157
"DF38","DF38_1","1","1970s",93,157
"DF39","DF39_1","1","1970s",71,157
"DF40","DF40_1","1","1970s",62,157
"DF41","DF41_1","1","1970s",55,157
"DF48","DF48_1","1","1970s",60,157
"DF49","DF49_1","1","1970s",46,157
"DF51","DF51_1","1","1970s",54,157
"DF52","DF52_1","1","1970s",45,157
"DF59","DF59_1","1","1970s",74,157
"DF60","DF60_1","1","1970s",42,157
"DF61","DF61_1","1","1970s",62,157
"DF62","DF62_1","1","1970s",62,157
"DF70","DF70_1","1","1970s",42,157
"DF71","DF71_1","1","1970s",52,157
"DF72","DF72_1","1","1970s",29,157
"DF80","DF80_1","1","1970s",63,157
"DF81","DF81_1","1","1970s",63,157
"DF96","DF96_1","1","1970s",64,157
"DF97","DF97_1","1","1970s",40,157
"DF98","DF98_1","1","1970s",36,157
"DG00","DG00_1","1","1970s",45,157
"DG07","DG07_1","1","1970s",74,157
"DG08","DG08_1","1","1970s",49,157
"DG09","DG09_1","1","1970s",68,157
"DG14","DG14_1","1","1970s",60,157
"DG15","DG15_1","1","1970s",51,157
"DG16","DG16_1","1","1970s",55,157
"DG17","DG17_1","1","1970s",40,157
"DG18","DG18_1","1","1970s",37,157
"DG19","DG19_1","1","1970s",43,157
"DG22","DG22_1","1","1970s",50,157
"DG23","DG23_1","1","1970s",58,157
"DG24","DG24_1","1","1970s",52,157
"DG25","DG25_1","1","1970s",52,157
"DG26","DG26_1","1","1970s",43,157
"DG27","DG27_1","1","1970s",51,157
"DG28","DG28_1","1","1970s",63,157
"DG29","DG29_1","1","1970s",60,157
"DG34","DG34_1","1","1970s",46,157
"DG35","DG35_1","1","1970s",65,157
"DG36","DG36_1","1","1970s",37,157
"DG37","DG37_1","1","1970s",51,157
"DG38","DG38_1","1","1970s",52,157
"DG39","DG39_1","1","1970s",41,157
"DG41","DG41_1","1","1970s",44,157
"DG42","DG42_1","1","1970s",73,157
"DG43","DG43_1","1","1970s",49,157
"DG44","DG44_1","1","1970s",54,157
"DG45","DG45_1","1","1970s",41,157
"DG46","DG46_1","1","1970s",61,157
"DG47","DG47_1","1","1970s",52,157
"DG48","DG48_1","1","1970s",57,157
"DG49","DG49_1","1","1970s",53,157
"DG51","DG51_1","1","1970s",81,157
"DG52","DG52_1","1","1970s",73,157
"DG53","DG53_1","1","1970s",56,157
"DG54","DG54_1","1","1970s",40,157
"DG56","DG56_1","1","1970s",55,157
"DG57","DG57_1","1","1970s",76,157
"DG58","DG58_1","1","1970s",72,157
"DG59","DG59_1","1","1970s",60,157
"DG60","DG60_1","1","1970s",39,157
"DG61","DG61_1","1","1970s",87,157
"DG62","DG62_1","1","1970s",89,157
"DG63","DG63_1","1","1970s",55,157
"DG64","DG64_1","1","1970s",70,157
"DG65","DG65_1","1","1970s",48,157
"DG66","DG66_1","1","1970s",42,157
"DG67","DG67_1","1","1970s",62,157
"DG68","DG68_1","1","1970s",43,157
"DG69","DG69_1","1","1970s",62,157
"DG70","DG70_1","1","1970s",49,157
"DG71","DG71_1","1","1970s",68,157
"DG72","DG72_1","1","1970s",71,157
"DG73","DG73_1","1","1970s",65,157
"DG74","DG74_1","1","1970s",48,157
"DG75","DG75_1","1","1970s",74,157
"DG76","DG76_1","1","1970s",48,157
"DG77","DG77_1","1","1970s",54,157
"DG78","DG78_1","1","1970s",68,157
"DG79","DG79_1","1","1970s",51,157
"DG81","DG81_1","1","1970s",48,157
"DG82","DG82_1","1","1970s",41,157
"DG83","DG83_1","1","1970s",49,157
"DG84","DG84_1","1","1970s",42,157
"DG85","DG85_1","1","1970s",55,157
"DG86","DG86_1","1","1970s",57,157
"DG87","DG87_1","1","1970s",54,157
"DG88","DG88_1","1","1970s",71,157
"DG89","DG89_1","1","1970s",67,157
"DG90","DG90_1","1","1970s",56,157
"DG91","DG91_1","1","1970s",55,157
"DG92","DG92_1","1","1970s",55,157
"DG93","DG93_1","1","1970s",51,157
"DG94","DG94_1","1","1970s",73,157
"DG95","DG95_1","1","1970s",66,157
"DG96","DG96_1","1","1970s",59,157
"DG97","DG97_1","1","1970s",72,157
"DG98","DG98_1","1","1970s",62,157
"DG99","DG99_1","1","1970s",43,157
"DH06","DH06_1","1","1970s",76,157
"DH07","DH07_1","1","1970s",73,157
"DH08","DH08_1","1","1970s",39,157
"DH09","DH09_1","1","1970s",42,157
"DH16","DH16_1","1","1970s",86,157
"DH17","DH17_1","1","1970s",83,157
"DH18","DH18_1","1","1970s",60,157
"DH19","DH19_1","1","1970s",64,157
"DH26","DH26_1","1","1970s",53,157
"DH27","DH27_1","1","1970s",69,157
"DH28","DH28_1","1","1970s",61,157
"DH36","DH36_1","1","1970s",67,157
"DH37","DH37_1","1","1970s",45,157
"DH67","DH67_1","1","1970s",41,157
"DH75","DH75_1","1","1970s",38,157
"DH76","DH76_1","1","1970s",59,157
"DH85","DH85_1","1","1970s",44,157
"DH86","DH86_1","1","1970s",66,157
"DH98","DH98_1","1","1970s",61,157
"DH99","DH99_1","1","1970s",65,157
"ED00","ED00_1","1","1970s",71,157
"ED01","ED01_1","1","1970s",92,157
"ED02","ED02_1","1","1970s",41,157
"ED03","ED03_1","1","1970s",42,157
"EE08","EE08_1","1","1970s",59,157
"EE09","EE09_1","1","1970s",50,157
"EB03","EB03_1","1","1970s",65,157
"EB04","EB04_1","1","1970s",50,157
"EB06","EB06_1","1","1970s",29,157
"EB07","EB07_1","1","1970s",62,157
"EB08","EB08_1","1","1970s",48,157
"EB10","EB10_1","1","1970s",48,157
"ED12","ED12_1","1","1970s",41,157
"ED13","ED13_1","1","1970s",58,157
"ED21","ED21_1","1","1970s",35,157
"ED22","ED22_1","1","1970s",48,157
"ED23","ED23_1","1","1970s",64,157
"ED30","ED30_1","1","1970s",55,157
"ED31","ED31_1","1","1970s",39,157
"EE05","EE05_1","1","1970s",55,157
"EE06","EE06_1","1","1970s",43,157
"EE07","EE07_1","1","1970s",57,157
"EE15","EE15_1","1","1970s",37,157
"EE16","EE16_1","1","1970s",67,157
"EE17","EE17_1","1","1970s",69,157
"EE18","EE18_1","1","1970s",48,157
"EE19","EE19_1","1","1970s",56,157
"EE27","EE27_1","1","1970s",63,157
"EE28","EE28_1","1","1970s",49,157
"EE29","EE29_1","1","1970s",35,157
"EE39","EE39_1","1","1970s",55,157
"EF00","EF00_1","1","1970s",43,157
"EF01","EF01_1","1","1970s",73,157
"EF02","EF02_1","1","1970s",71,157
"EF06","EF06_1","1","1970s",56,157
"EF07","EF07_1","1","1970s",53,157
"EF08","EF08_1","1","1970s",47,157
"EF09","EF09_1","1","1970s",58,157
"EF10","EF10_1","1","1970s",52,157
"EF11","EF11_1","1","1970s",70,157
"EF45","EF45_1","1","1970s",43,157
"EF54","EF54_1","1","1970s",52,157
"EF63","EF63_1","1","1970s",43,157
"EF64","EF64_1","1","1970s",56,157
"EF65","EF65_1","1","1970s",46,157
"EF69","EF69_1","1","1970s",41,157
"EF70","EF70_1","1","1970s",55,157
"EF71","EF71_1","1","1970s",72,157
"EF72","EF72_1","1","1970s",41,157
"EF73","EF73_1","1","1970s",47,157
"EF74","EF74_1","1","1970s",71,157
"EF75","EF75_1","1","1970s",83,157
"EF80","EF80_1","1","1970s",42,157
"EF81","EF81_1","1","1970s",70,157
"EF82","EF82_1","1","1970s",56,157
"EF83","EF83_1","1","1970s",61,157
"EF84","EF84_1","1","1970s",71,157
"EF85","EF85_1","1","1970s",45,157
"EF90","EF90_1","1","1970s",58,157
"EF91","EF91_1","1","1970s",70,157
"EF92","EF92_1","1","1970s",75,157
"EF93","EF93_1","1","1970s",80,157
"EF94","EF94_1","1","1970s",63,157
"EF95","EF95_1","1","1970s",63,157
"EF96","EF96_1","1","1970s",35,157
"EG00","EG00_1","1","1970s",62,157
"EG01","EG01_1","1","1970s",50,157
"EG02","EG02_1","1","1970s",52,157
