"survey","site","atlas","period","species_richness","retained_species_pool_size"
"DE58_2","DE58","2","1990s",59,156
"DE68_2","DE68","2","1990s",87,156
"DE75_2","DE75","2","1990s",54,156
"DE78_2","DE78","2","1990s",58,156
"DE79_2","DE79","2","1990s",79,156
"DE84_2","DE84","2","1990s",73,156
"DE85_2","DE85","2","1990s",65,156
"DE86_2","DE86","2","1990s",68,156
"DE87_2","DE87","2","1990s",83,156
"DE88_2","DE88","2","1990s",77,156
"DE89_2","DE89","2","1990s",81,156
"DE90_2","DE90","2","1990s",63,156
"DE94_2","DE94","2","1990s",61,156
"DE96_2","DE96","2","1990s",88,156
"DE97_2","DE97","2","1990s",85,156
"DE98_2","DE98","2","1990s",74,156
"DE99_2","DE99","2","1990s",57,156
"DF02_2","DF02","2","1990s",65,156
"DF04_2","DF04","2","1990s",63,156
"DF05_2","DF05","2","1990s",50,156
"DF06_2","DF06","2","1990s",53,156
"DF08_2","DF08","2","1990s",84,156
"DF09_2","DF09","2","1990s",66,156
"DF10_2","DF10","2","1990s",39,156
"DF14_2","DF14","2","1990s",46,156
"DF15_2","DF15","2","1990s",54,156
"DF16_2","DF16","2","1990s",69,156
"DF17_2","DF17","2","1990s",62,156
"DF18_2","DF18","2","1990s",77,156
"DF19_2","DF19","2","1990s",48,156
"DF20_2","DF20","2","1990s",71,156
"DF25_2","DF25","2","1990s",64,156
"DF27_2","DF27","2","1990s",56,156
"DF28_2","DF28","2","1990s",77,156
"DF29_2","DF29","2","1990s",59,156
"DF30_2","DF30","2","1990s",63,156
"DF31_2","DF31","2","1990s",78,156
"DF37_2","DF37","2","1990s",75,156
"DF38_2","DF38","2","1990s",93,156
"DF41_2","DF41","2","1990s",81,156
"DF48_2","DF48","2","1990s",86,156
"DF49_2","DF49","2","1990s",53,156
"DF51_2","DF51","2","1990s",58,156
"DF59_2","DF59","2","1990s",74,156
"DF61_2","DF61","2","1990s",58,156
"DF70_2","DF70","2","1990s",56,156
"DF71_2","DF71","2","1990s",66,156
"DF72_2","DF72","2","1990s",60,156
"DF80_2","DF80","2","1990s",71,156
"DF96_2","DF96","2","1990s",58,156
"DF97_2","DF97","2","1990s",63,156
"DF98_2","DF98","2","1990s",56,156
"DG00_2","DG00","2","1990s",51,156
"DG07_2","DG07","2","1990s",61,156
"DG08_2","DG08","2","1990s",72,156
"DG09_2","DG09","2","1990s",58,156
"DG16_2","DG16","2","1990s",53,156
"DG17_2","DG17","2","1990s",83,156
"DG22_2","DG22","2","1990s",55,156
"DG23_2","DG23","2","1990s",64,156
"DG27_2","DG27","2","1990s",67,156
"DG28_2","DG28","2","1990s",71,156
"DG34_2","DG34","2","1990s",68,156
"DG35_2","DG35","2","1990s",41,156
"DG37_2","DG37","2","1990s",65,156
"DG41_2","DG41","2","1990s",68,156
"DG42_2","DG42","2","1990s",64,156
"DG43_2","DG43","2","1990s",59,156
"DG47_2","DG47","2","1990s",74,156
"DG48_2","DG48","2","1990s",74,156
"DG49_2","DG49","2","1990s",61,156
"DG51_2","DG51","2","1990s",77,156
"DG56_2","DG56","2","1990s",60,156
"DG57_2","DG57","2","1990s",63,156
"DG58_2","DG58","2","1990s",77,156
"DG60_2","DG60","2","1990s",73,156
"DG61_2","DG61","2","1990s",91,156
"DG62_2","DG62","2","1990s",95,156
"DG63_2","DG63","2","1990s",71,156
"DG64_2","DG64","2","1990s",57,156
"DG65_2","DG65","2","1990s",45,156
"DG67_2","DG67","2","1990s",54,156
"DG68_2","DG68","2","1990s",61,156
"DG69_2","DG69","2","1990s",75,156
"DG70_2","DG70","2","1990s",59,156
"DG71_2","DG71","2","1990s",91,156
"DG72_2","DG72","2","1990s",80,156
"DG73_2","DG73","2","1990s",74,156
"DG74_2","DG74","2","1990s",66,156
"DG75_2","DG75","2","1990s",55,156
"DG76_2","DG76","2","1990s",50,156
"DG78_2","DG78","2","1990s",51,156
"DG79_2","DG79","2","1990s",66,156
"DG80_2","DG80","2","1990s",59,156
"DG82_2","DG82","2","1990s",74,156
"DG83_2","DG83","2","1990s",66,156
"DG84_2","DG84","2","1990s",61,156
"DG85_2","DG85","2","1990s",42,156
"DG86_2","DG86","2","1990s",49,156
"DG87_2","DG87","2","1990s",61,156
"DG88_2","DG88","2","1990s",55,156
"DG89_2","DG89","2","1990s",58,156
"DG91_2","DG91","2","1990s",64,156
"DG92_2","DG92","2","1990s",62,156
"DG93_2","DG93","2","1990s",62,156
"DG94_2","DG94","2","1990s",67,156
"DG95_2","DG95","2","1990s",58,156
"DG96_2","DG96","2","1990s",82,156
"DG97_2","DG97","2","1990s",64,156
"DH06_2","DH06","2","1990s",62,156
"DH07_2","DH07","2","1990s",73,156
"DH08_2","DH08","2","1990s",65,156
"DH09_2","DH09","2","1990s",50,156
"DH16_2","DH16","2","1990s",74,156
"DH17_2","DH17","2","1990s",82,156
"DH18_2","DH18","2","1990s",72,156
"DH19_2","DH19","2","1990s",70,156
"DH26_2","DH26","2","1990s",52,156
"DH86_2","DH86","2","1990s",61,156
"DH98_2","DH98","2","1990s",52,156
"DH99_2","DH99","2","1990s",68,156
"EB03_2","EB03","2","1990s",50,156
"EB04_2","EB04","2","1990s",61,156
"EB06_2","EB06","2","1990s",51,156
"EB07_2","EB07","2","1990s",70,156
"EB08_2","EB08","2","1990s",71,156
"EB10_2","EB10","2","1990s",70,156
"ED00_2","ED00","2","1990s",69,156
"ED01_2","ED01","2","1990s",86,156
"ED02_2","ED02","2","1990s",65,156
"ED03_2","ED03","2","1990s",65,156
"ED10_2","ED10","2","1990s",56,156
"ED12_2","ED12","2","1990s",58,156
"ED13_2","ED13","2","1990s",53,156
"ED20_2","ED20","2","1990s",68,156
"ED21_2","ED21","2","1990s",48,156
"ED22_2","ED22","2","1990s",71,156
"ED23_2","ED23","2","1990s",88,156
"ED30_2","ED30","2","1990s",75,156
"ED31_2","ED31","2","1990s",58,156
"EE05_2","EE05","2","1990s",63,156
"EE06_2","EE06","2","1990s",54,156
"EE07_2","EE07","2","1990s",85,156
"EE08_2","EE08","2","1990s",59,156
"EE09_2","EE09","2","1990s",64,156
"EE15_2","EE15","2","1990s",66,156
"EE16_2","EE16","2","1990s",74,156
"EE17_2","EE17","2","1990s",92,156
"EE18_2","EE18","2","1990s",66,156
"EE19_2","EE19","2","1990s",61,156
"EE27_2","EE27","2","1990s",82,156
"EE28_2","EE28","2","1990s",75,156
"EE29_2","EE29","2","1990s",57,156
"EE39_2","EE39","2","1990s",72,156
"EF00_2","EF00","2","1990s",60,156
"EF01_2","EF01","2","1990s",76,156
"EF02_2","EF02","2","1990s",81,156
"EF06_2","EF06","2","1990s",70,156
"EF07_2","EF07","2","1990s",46,156
"EF08_2","EF08","2","1990s",69,156
"EF09_2","EF09","2","1990s",73,156
"EF10_2","EF10","2","1990s",66,156
"EF11_2","EF11","2","1990s",54,156
"EF54_2","EF54","2","1990s",57,156
"EF65_2","EF65","2","1990s",77,156
"EF70_2","EF70","2","1990s",65,156
"EF71_2","EF71","2","1990s",80,156
"EF74_2","EF74","2","1990s",62,156
"EF75_2","EF75","2","1990s",79,156
"EF80_2","EF80","2","1990s",59,156
"EF81_2","EF81","2","1990s",84,156
"EF82_2","EF82","2","1990s",80,156
"EF83_2","EF83","2","1990s",49,156
"EF85_2","EF85","2","1990s",64,156
"EF90_2","EF90","2","1990s",81,156
"EF91_2","EF91","2","1990s",92,156
"EF92_2","EF92","2","1990s",95,156
"EF93_2","EF93","2","1990s",102,156
"EF94_2","EF94","2","1990s",94,156
"EF96_2","EF96","2","1990s",50,156
"EG00_2","EG00","2","1990s",55,156
"EG01_2","EG01","2","1990s",58,156
"EG02_2","EG02","2","1990s",60,156
"EG03_2","EG03","2","1990s",50,156
"EG04_2","EG04","2","1990s",80,156
"EG05_2","EG05","2","1990s",60,156
"EG06_2","EG06","2","1990s",60,156
"EG07_2","EG07","2","1990s",48,156
"EG08_2","EG08","2","1990s",64,156
"EG10_2","EG10","2","1990s",63,156
"EG11_2","EG11","2","1990s",56,156
"EG12_2","EG12","2","1990s",63,156
"EG13_2","EG13","2","1990s",64,156
"EG14_2","EG14","2","1990s",68,156
"EG15_2","EG15","2","1990s",69,156
"EG17_2","EG17","2","1990s",66,156
"EG18_2","EG18","2","1990s",58,156
"EG19_2","EG19","2","1990s",74,156
"EG21_2","EG21","2","1990s",48,156
"EG22_2","EG22","2","1990s",61,156
"EG23_2","EG23","2","1990s",57,156
"EG24_2","EG24","2","1990s",62,156
"EG25_2","EG25","2","1990s",73,156
"EG26_2","EG26","2","1990s",69,156
"EG30_2","EG30","2","1990s",61,156
"EG40_2","EG40","2","1990s",50,156
"EG42_2","EG42","2","1990s",65,156
"EG76_2","EG76","2","1990s",65,156
"EG84_2","EG84","2","1990s",80,156
"EG85_2","EG85","2","1990s",84,156
"EG88_2","EG88","2","1990s",79,156
"EG94_2","EG94","2","1990s",96,156
"EG95_2","EG95","2","1990s",66,156
"EG96_2","EG96","2","1990s",73,156
"EG99_2","EG99","2","1990s",82,156
"EH08_2","EH08","2","1990s",67,156
"EH13_2","EH13","2","1990s",84,156
"EH17_2","EH17","2","1990s",71,156
"EH23_2","EH23","2","1990s",95,156
"EH27_2","EH27","2","1990s",57,156
"EH28_2","EH28","2","1990s",55,156
"EH37_2","EH37","2","1990s",31,156
"EH39_2","EH39","2","1990s",79,156
"EH49_2","EH49","2","1990s",44,156
"EH54_2","EH54","2","1990s",57,156
"EH64_2","EH64","2","1990s",62,156
"EH66_2","EH66","2","1990s",72,156
"EH67_2","EH67","2","1990s",67,156
"EH73_2","EH73","2","1990s",62,156
"EH74_2","EH74","2","1990s",52,156
"EH75_2","EH75","2","1990s",88,156
"EH76_2","EH76","2","1990s",55,156
"EH77_2","EH77","2","1990s",65,156
"EH78_2","EH78","2","1990s",62,156
"EH83_2","EH83","2","1990s",66,156
"EH84_2","EH84","2","1990s",46,156
"EH85_2","EH85","2","1990s",68,156
"EH86_2","EH86","2","1990s",63,156
"EH87_2","EH87","2","1990s",57,156
"EH88_2","EH88","2","1990s",65,156
"EH92_2","EH92","2","1990s",65,156
"EH93_2","EH93","2","1990s",54,156
"EH94_2","EH94","2","1990s",48,156
"EH95_2","EH95","2","1990s",56,156
"EH96_2","EH96","2","1990s",72,156
"EH97_2","EH97","2","1990s",71,156
"FE10_2","FE10","2","1990s",65,156
"FE20_2","FE20","2","1990s",74,156
"FE30_2","FE30","2","1990s",105,156
"FE40_2","FE40","2","1990s",75,156
"FE60_2","FE60","2","1990s",94,156
"FE61_2","FE61","2","1990s",88,156
"FE80_2","FE80","2","1990s",76,156
"FE82_2","FE82","2","1990s",80,156
"FE83_2","FE83","2","1990s",73,156
"FE90_2","FE90","2","1990s",69,156
"FE91_2","FE91","2","1990s",82,156
"FF02_2","FF02","2","1990s",86,156
"FF04_2","FF04","2","1990s",57,156
"FF07_2","FF07","2","1990s",55,156
"FF08_2","FF08","2","1990s",35,156
"FF10_2","FF10","2","1990s",99,156
"FF12_2","FF12","2","1990s",86,156
"FF13_2","FF13","2","1990s",56,156
"FF14_2","FF14","2","1990s",71,156
"FF17_2","FF17","2","1990s",63,156
"FF18_2","FF18","2","1990s",71,156
"FF19_2","FF19","2","1990s",55,156
"FF22_2","FF22","2","1990s",88,156
"FF23_2","FF23","2","1990s",60,156
"FF24_2","FF24","2","1990s",60,156
"FF25_2","FF25","2","1990s",57,156
"FF27_2","FF27","2","1990s",67,156
"FF29_2","FF29","2","1990s",56,156
"FF30_2","FF30","2","1990s",71,156
"FF31_2","FF31","2","1990s",64,156
"FF32_2","FF32","2","1990s",62,156
"FF33_2","FF33","2","1990s",54,156
"FF35_2","FF35","2","1990s",61,156
"FF36_2","FF36","2","1990s",58,156
"FF38_2","FF38","2","1990s",60,156
"FF39_2","FF39","2","1990s",76,156
"FF40_2","FF40","2","1990s",76,156
"FF41_2","FF41","2","1990s",59,156
"FF42_2","FF42","2","1990s",52,156
"FF43_2","FF43","2","1990s",56,156
"FF46_2","FF46","2","1990s",52,156
"FF50_2","FF50","2","1990s",66,156
"FF53_2","FF53","2","1990s",57,156
"FF54_2","FF54","2","1990s",90,156
"FF55_2","FF55","2","1990s",54,156
"FF57_2","FF57","2","1990s",65,156
"FF61_2","FF61","2","1990s",67,156
"FF62_2","FF62","2","1990s",81,156
"FF67_2","FF67","2","1990s",88,156
"FF69_2","FF69","2","1990s",84,156
"FF70_2","FF70","2","1990s",78,156
"FF72_2","FF72","2","1990s",65,156
"FF73_2","FF73","2","1990s",69,156
"FF74_2","FF74","2","1990s",71,156
"FF75_2","FF75","2","1990s",64,156
"FF76_2","FF76","2","1990s",79,156
"FF78_2","FF78","2","1990s",82,156
"FF79_2","FF79","2","1990s",98,156
"FF80_2","FF80","2","1990s",88,156
"FF81_2","FF81","2","1990s",73,156
"FF82_2","FF82","2","1990s",51,156
"FF83_2","FF83","2","1990s",66,156
"FF84_2","FF84","2","1990s",80,156
"FF86_2","FF86","2","1990s",95,156
"FF87_2","FF87","2","1990s",72,156
"FF88_2","FF88","2","1990s",60,156
"FF89_2","FF89","2","1990s",59,156
"FF90_2","FF90","2","1990s",78,156
"FF91_2","FF91","2","1990s",52,156
"FF92_2","FF92","2","1990s",50,156
"FF93_2","FF93","2","1990s",56,156
"FF95_2","FF95","2","1990s",79,156
"FF97_2","FF97","2","1990s",61,156
"FF98_2","FF98","2","1990s",67,156
"FF99_2","FF99","2","1990s",65,156
"FG04_2","FG04","2","1990s",61,156
"FG08_2","FG08","2","1990s",75,156
"FG09_2","FG09","2","1990s",51,156
"FG14_2","FG14","2","1990s",70,156
"FG18_2","FG18","2","1990s",70,156
"FG19_2","FG19","2","1990s",72,156
"FG27_2","FG27","2","1990s",67,156
"FG28_2","FG28","2","1990s",82,156
"FG29_2","FG29","2","1990s",79,156
"FG37_2","FG37","2","1990s",83,156
"FG38_2","FG38","2","1990s",76,156
"FG43_2","FG43","2","1990s",101,156
"FG45_2","FG45","2","1990s",80,156
"FG47_2","FG47","2","1990s",70,156
"FG48_2","FG48","2","1990s",59,156
"FG51_2","FG51","2","1990s",61,156
"FG53_2","FG53","2","1990s",83,156
"FG54_2","FG54","2","1990s",75,156
"FG56_2","FG56","2","1990s",76,156
"FG58_2","FG58","2","1990s",66,156
"FG59_2","FG59","2","1990s",51,156
"FG60_2","FG60","2","1990s",58,156
"FG62_2","FG62","2","1990s",59,156
"FG63_2","FG63","2","1990s",66,156
"FG68_2","FG68","2","1990s",67,156
"FG69_2","FG69","2","1990s",77,156
"FG70_2","FG70","2","1990s",74,156
"FG74_2","FG74","2","1990s",69,156
"FG75_2","FG75","2","1990s",75,156
"FG76_2","FG76","2","1990s",79,156
"FG79_2","FG79","2","1990s",64,156
"FG80_2","FG80","2","1990s",69,156
"FG82_2","FG82","2","1990s",55,156
"FG83_2","FG83","2","1990s",37,156
"FG84_2","FG84","2","1990s",57,156
"FG85_2","FG85","2","1990s",71,156
"FG86_2","FG86","2","1990s",87,156
"FG91_2","FG91","2","1990s",75,156
"FG92_2","FG92","2","1990s",88,156
"FG93_2","FG93","2","1990s",78,156
"FG97_2","FG97","2","1990s",77,156
"FG99_2","FG99","2","1990s",63,156
"FH01_2","FH01","2","1990s",67,156
"FH04_2","FH04","2","1990s",61,156
"FH05_2","FH05","2","1990s",62,156
"FH07_2","FH07","2","1990s",66,156
"FH08_2","FH08","2","1990s",57,156
"FH11_2","FH11","2","1990s",75,156
"FH12_2","FH12","2","1990s",56,156
"FH13_2","FH13","2","1990s",52,156
"FH14_2","FH14","2","1990s",57,156
"FH15_2","FH15","2","1990s",58,156
"FH16_2","FH16","2","1990s",61,156
"FH18_2","FH18","2","1990s",36,156
"FH21_2","FH21","2","1990s",76,156
"FH22_2","FH22","2","1990s",52,156
"FH23_2","FH23","2","1990s",92,156
"FH24_2","FH24","2","1990s",85,156
"FH25_2","FH25","2","1990s",64,156
"FH29_2","FH29","2","1990s",59,156
"FH32_2","FH32","2","1990s",76,156
"FH33_2","FH33","2","1990s",90,156
"FH34_2","FH34","2","1990s",63,156
"FH35_2","FH35","2","1990s",53,156
"FH36_2","FH36","2","1990s",61,156
"FH42_2","FH42","2","1990s",74,156
"FH43_2","FH43","2","1990s",72,156
"FH44_2","FH44","2","1990s",72,156
"FH45_2","FH45","2","1990s",49,156
"FH46_2","FH46","2","1990s",59,156
"FH52_2","FH52","2","1990s",71,156
"FH54_2","FH54","2","1990s",75,156
"FH55_2","FH55","2","1990s",63,156
"FH56_2","FH56","2","1990s",55,156
"FH58_2","FH58","2","1990s",75,156
"FH62_2","FH62","2","1990s",73,156
"FH63_2","FH63","2","1990s",76,156
"FH64_2","FH64","2","1990s",82,156
"FH65_2","FH65","2","1990s",68,156
"FH67_2","FH67","2","1990s",62,156
"FH71_2","FH71","2","1990s",67,156
"FH72_2","FH72","2","1990s",52,156
"FH74_2","FH74","2","1990s",75,156
"FH75_2","FH75","2","1990s",67,156
"FH76_2","FH76","2","1990s",64,156
"FH77_2","FH77","2","1990s",64,156
"FH79_2","FH79","2","1990s",60,156
"FH80_2","FH80","2","1990s",61,156
"FH81_2","FH81","2","1990s",66,156
"FH83_2","FH83","2","1990s",68,156
"FH84_2","FH84","2","1990s",59,156
"FH85_2","FH85","2","1990s",78,156
"FH86_2","FH86","2","1990s",75,156
"FH87_2","FH87","2","1990s",65,156
"FH88_2","FH88","2","1990s",61,156
"FH89_2","FH89","2","1990s",77,156
"FH95_2","FH95","2","1990s",69,156
"FH96_2","FH96","2","1990s",52,156
"FH97_2","FH97","2","1990s",61,156
"FH98_2","FH98","2","1990s",57,156
"FH99_2","FH99","2","1990s",66,156
"GE00_2","GE00","2","1990s",74,156
"GE01_2","GE01","2","1990s",105,156
"GE02_2","GE02","2","1990s",84,156
"GE03_2","GE03","2","1990s",76,156
"GE04_2","GE04","2","1990s",73,156
"GE10_2","GE10","2","1990s",85,156
"GE11_2","GE11","2","1990s",86,156
"GE12_2","GE12","2","1990s",77,156
"GE13_2","GE13","2","1990s",83,156
"GE14_2","GE14","2","1990s",62,156
"GE20_2","GE20","2","1990s",75,156
"GE21_2","GE21","2","1990s",74,156
"GE22_2","GE22","2","1990s",71,156
"GE23_2","GE23","2","1990s",82,156
"GE24_2","GE24","2","1990s",65,156
"GE30_2","GE30","2","1990s",85,156
"GE32_2","GE32","2","1990s",93,156
"GE33_2","GE33","2","1990s",85,156
"GE34_2","GE34","2","1990s",58,156
"GE42_2","GE42","2","1990s",54,156
"GE43_2","GE43","2","1990s",83,156
"GF00_2","GF00","2","1990s",82,156
"GF01_2","GF01","2","1990s",67,156
"GF02_2","GF02","2","1990s",70,156
"GF03_2","GF03","2","1990s",63,156
"GF04_2","GF04","2","1990s",61,156
"GF05_2","GF05","2","1990s",68,156
"GF06_2","GF06","2","1990s",77,156
"GF07_2","GF07","2","1990s",68,156
"GF08_2","GF08","2","1990s",78,156
"GF09_2","GF09","2","1990s",75,156
"GF12_2","GF12","2","1990s",54,156
"GF13_2","GF13","2","1990s",55,156
"GF15_2","GF15","2","1990s",75,156
"GF16_2","GF16","2","1990s",67,156
"GF17_2","GF17","2","1990s",83,156
"GF18_2","GF18","2","1990s",89,156
"GF19_2","GF19","2","1990s",76,156
"GF23_2","GF23","2","1990s",79,156
"GF24_2","GF24","2","1990s",60,156
"GF25_2","GF25","2","1990s",75,156
"GF26_2","GF26","2","1990s",79,156
"GF27_2","GF27","2","1990s",78,156
"GF28_2","GF28","2","1990s",76,156
"GF29_2","GF29","2","1990s",83,156
"GF33_2","GF33","2","1990s",63,156
"GF34_2","GF34","2","1990s",61,156
"GF36_2","GF36","2","1990s",72,156
"GF37_2","GF37","2","1990s",73,156
"GF38_2","GF38","2","1990s",71,156
"GF43_2","GF43","2","1990s",72,156
"GF44_2","GF44","2","1990s",60,156
"GF45_2","GF45","2","1990s",48,156
"GF46_2","GF46","2","1990s",81,156
"GF47_2","GF47","2","1990s",70,156
"GF48_2","GF48","2","1990s",71,156
"GF49_2","GF49","2","1990s",59,156
"GF52_2","GF52","2","1990s",83,156
"GF53_2","GF53","2","1990s",72,156
"GF54_2","GF54","2","1990s",68,156
"GF55_2","GF55","2","1990s",54,156
"GF63_2","GF63","2","1990s",53,156
"GF74_2","GF74","2","1990s",62,156
"GG00_2","GG00","2","1990s",58,156
"GG02_2","GG02","2","1990s",54,156
"GG05_2","GG05","2","1990s",64,156
"GG06_2","GG06","2","1990s",64,156
"GG07_2","GG07","2","1990s",69,156
"GG08_2","GG08","2","1990s",83,156
"GG09_2","GG09","2","1990s",80,156
"GG10_2","GG10","2","1990s",79,156
"GG15_2","GG15","2","1990s",72,156
"GG17_2","GG17","2","1990s",56,156
"GG18_2","GG18","2","1990s",80,156
"GG20_2","GG20","2","1990s",63,156
"GG25_2","GG25","2","1990s",80,156
"GG26_2","GG26","2","1990s",58,156
"GG27_2","GG27","2","1990s",69,156
"GG28_2","GG28","2","1990s",87,156
"GG30_2","GG30","2","1990s",66,156
"GG36_2","GG36","2","1990s",51,156
"GG37_2","GG37","2","1990s",67,156
"GG40_2","GG40","2","1990s",60,156
"GH06_2","GH06","2","1990s",62,156
"GH07_2","GH07","2","1990s",68,156
"GH08_2","GH08","2","1990s",66,156
"GH09_2","GH09","2","1990s",55,156
"GH17_2","GH17","2","1990s",55,156
"GH18_2","GH18","2","1990s",56,156
"GH19_2","GH19","2","1990s",61,156
"GH39_2","GH39","2","1990s",60,156
"GH49_2","GH49","2","1990s",91,156
"GH59_2","GH59","2","1990s",80,156
"HA03_2","HA03","2","1990s",60,156
"HA04_2","HA04","2","1990s",64,156
"HA05_2","HA05","2","1990s",69,156
"HA06_2","HA06","2","1990s",63,156
"HA07_2","HA07","2","1990s",56,156
"HA13_2","HA13","2","1990s",73,156
"HA16_2","HA16","2","1990s",54,156
"HA17_2","HA17","2","1990s",64,156
"HA22_2","HA22","2","1990s",47,156
"HA23_2","HA23","2","1990s",62,156
"HA24_2","HA24","2","1990s",65,156
"HA25_2","HA25","2","1990s",72,156
"HA26_2","HA26","2","1990s",70,156
"HA32_2","HA32","2","1990s",62,156
"HA33_2","HA33","2","1990s",43,156
"HA34_2","HA34","2","1990s",75,156
"HA35_2","HA35","2","1990s",62,156
"HA36_2","HA36","2","1990s",67,156
"HA43_2","HA43","2","1990s",58,156
"HA44_2","HA44","2","1990s",87,156
"HA45_2","HA45","2","1990s",61,156
"HA52_2","HA52","2","1990s",78,156
"HA53_2","HA53","2","1990s",66,156
"HA54_2","HA54","2","1990s",87,156
"AD90_3","AD90","3","2010s",66,156
"AD91_3","AD91","3","2010s",69,156
"AD92_3","AD92","3","2010s",37,156
"AD93_3","AD93","3","2010s",42,156
"AD94_3","AD94","3","2010s",63,156
"AD95_3","AD95","3","2010s",63,156
"AE93_3","AE93","3","2010s",59,156
"AE94_3","AE94","3","2010s",56,156
"AE95_3","AE95","3","2010s",74,156
"AE96_3","AE96","3","2010s",52,156
"AE97_3","AE97","3","2010s",68,156
"AE98_3","AE98","3","2010s",77,156
"AF81_3","AF81","3","2010s",54,156
"AF82_3","AF82","3","2010s",40,156
"AF91_3","AF91","3","2010s",53,156
"AF92_3","AF92","3","2010s",51,156
"AF93_3","AF93","3","2010s",58,156
"AF94_3","AF94","3","2010s",57,156
"AF95_3","AF95","3","2010s",41,156
"AF96_3","AF96","3","2010s",43,156
"AF97_3","AF97","3","2010s",63,156
"AF98_3","AF98","3","2010s",61,156
"AF99_3","AF99","3","2010s",65,156
"BC10_3","BC10","3","2010s",47,156
"BC11_3","BC11","3","2010s",31,156
"BC20_3","BC20","3","2010s",74,156
"BC21_3","BC21","3","2010s",70,156
"BC22_3","BC22","3","2010s",61,156
"BC30_3","BC30","3","2010s",40,156
"BC31_3","BC31","3","2010s",61,156
"BC32_3","BC32","3","2010s",59,156
"BC33_3","BC33","3","2010s",54,156
"BC34_3","BC34","3","2010s",46,156
"BC40_3","BC40","3","2010s",41,156
"BC41_3","BC41","3","2010s",37,156
"BC42_3","BC42","3","2010s",40,156
"BC43_3","BC43","3","2010s",59,156
"BC44_3","BC44","3","2010s",62,156
"BC45_3","BC45","3","2010s",8,156
"BC50_3","BC50","3","2010s",56,156
"BC51_3","BC51","3","2010s",53,156
"BC52_3","BC52","3","2010s",47,156
"BC53_3","BC53","3","2010s",45,156
"BC54_3","BC54","3","2010s",64,156
"BC55_3","BC55","3","2010s",56,156
"BC60_3","BC60","3","2010s",42,156
"BC62_3","BC62","3","2010s",42,156
"BC63_3","BC63","3","2010s",51,156
"BC64_3","BC64","3","2010s",68,156
"BC65_3","BC65","3","2010s",56,156
"BC70_3","BC70","3","2010s",52,156
"BC71_3","BC71","3","2010s",35,156
"BC72_3","BC72","3","2010s",58,156
"BC73_3","BC73","3","2010s",57,156
"BC74_3","BC74","3","2010s",59,156
"BC75_3","BC75","3","2010s",72,156
"BC81_3","BC81","3","2010s",65,156
"BC82_3","BC82","3","2010s",68,156
"BC83_3","BC83","3","2010s",57,156
"BC84_3","BC84","3","2010s",75,156
"BC85_3","BC85","3","2010s",73,156
"BC93_3","BC93","3","2010s",48,156
"BC94_3","BC94","3","2010s",89,156
"BC95_3","BC95","3","2010s",59,156
"BC96_3","BC96","3","2010s",63,156
"BD00_3","BD00","3","2010s",67,156
"BD01_3","BD01","3","2010s",48,156
"BD02_3","BD02","3","2010s",45,156
"BD03_3","BD03","3","2010s",42,156
"BD04_3","BD04","3","2010s",50,156
"BD05_3","BD05","3","2010s",60,156
"BD06_3","BD06","3","2010s",56,156
"BD07_3","BD07","3","2010s",43,156
"BD08_3","BD08","3","2010s",58,156
"BD10_3","BD10","3","2010s",53,156
"BD11_3","BD11","3","2010s",62,156
"BD12_3","BD12","3","2010s",64,156
"BD13_3","BD13","3","2010s",74,156
"BD17_3","BD17","3","2010s",28,156
"BD18_3","BD18","3","2010s",47,156
"BD19_3","BD19","3","2010s",61,156
"BD20_3","BD20","3","2010s",56,156
"BD21_3","BD21","3","2010s",55,156
"BD22_3","BD22","3","2010s",66,156
"BD23_3","BD23","3","2010s",35,156
"BD26_3","BD26","3","2010s",65,156
"BD27_3","BD27","3","2010s",59,156
"BD28_3","BD28","3","2010s",43,156
"BD29_3","BD29","3","2010s",56,156
"BD30_3","BD30","3","2010s",53,156
"BD31_3","BD31","3","2010s",59,156
"BD32_3","BD32","3","2010s",57,156
"BD33_3","BD33","3","2010s",41,156
"BD35_3","BD35","3","2010s",58,156
"BD36_3","BD36","3","2010s",66,156
"BD37_3","BD37","3","2010s",70,156
"BD38_3","BD38","3","2010s",36,156
"BD39_3","BD39","3","2010s",50,156
"BD40_3","BD40","3","2010s",41,156
"BD41_3","BD41","3","2010s",57,156
"BD42_3","BD42","3","2010s",71,156
"BD43_3","BD43","3","2010s",46,156
"BD44_3","BD44","3","2010s",52,156
"BD45_3","BD45","3","2010s",60,156
"BD46_3","BD46","3","2010s",48,156
"BD47_3","BD47","3","2010s",47,156
"BD48_3","BD48","3","2010s",52,156
"BD49_3","BD49","3","2010s",52,156
"BD50_3","BD50","3","2010s",54,156
"BD51_3","BD51","3","2010s",61,156
"BD55_3","BD55","3","2010s",57,156
"BD56_3","BD56","3","2010s",41,156
"BD57_3","BD57","3","2010s",48,156
"BD58_3","BD58","3","2010s",54,156
"BD59_3","BD59","3","2010s",62,156
"BD60_3","BD60","3","2010s",45,156
"BD61_3","BD61","3","2010s",71,156
"BD64_3","BD64","3","2010s",47,156
"BD66_3","BD66","3","2010s",40,156
"BD67_3","BD67","3","2010s",46,156
"BD68_3","BD68","3","2010s",41,156
"BD69_3","BD69","3","2010s",46,156
"BD70_3","BD70","3","2010s",63,156
"BD71_3","BD71","3","2010s",67,156
"BD72_3","BD72","3","2010s",62,156
"BD73_3","BD73","3","2010s",76,156
