"survey","site","atlas","period","warbler_richness"
"EG86_1","EG86","1","1970s",8
"EG87_1","EG87","1","1970s",8
"BD85_1","BD85","1","1970s",9
"EG88_1","EG88","1","1970s",8
"EG89_1","EG89","1","1970s",7
"EG93_1","EG93","1","1970s",10
"EG94_1","EG94","1","1970s",12
"EG95_1","EG95","1","1970s",9
"EG96_1","EG96","1","1970s",8
"EG97_1","EG97","1","1970s",10
"EG98_1","EG98","1","1970s",8
"EG99_1","EG99","1","1970s",5
"EH05_1","EH05","1","1970s",2
"BD86_1","BD86","1","1970s",7
"EH06_1","EH06","1","1970s",2
"EH07_1","EH07","1","1970s",4
"EH08_1","EH08","1","1970s",11
"EH09_1","EH09","1","1970s",8
"EH13_1","EH13","1","1970s",9
"EH14_1","EH14","1","1970s",11
"EH15_1","EH15","1","1970s",10
"EH16_1","EH16","1","1970s",11
"EH17_1","EH17","1","1970s",4
"EH18_1","EH18","1","1970s",6
"BD87_1","BD87","1","1970s",7
"EH19_1","EH19","1","1970s",7
"EH23_1","EH23","1","1970s",8
"EH24_1","EH24","1","1970s",11
"EH25_1","EH25","1","1970s",8
"EH26_1","EH26","1","1970s",11
"EH27_1","EH27","1","1970s",11
"EH28_1","EH28","1","1970s",4
"EH36_1","EH36","1","1970s",4
"EH37_1","EH37","1","1970s",7
"EH38_1","EH38","1","1970s",11
"BD88_1","BD88","1","1970s",8
"EH39_1","EH39","1","1970s",10
"EH49_1","EH49","1","1970s",9
"EH54_1","EH54","1","1970s",4
"EH55_1","EH55","1","1970s",4
"EH56_1","EH56","1","1970s",10
"EH57_1","EH57","1","1970s",8
"EH63_1","EH63","1","1970s",7
"EH64_1","EH64","1","1970s",8
"EH65_1","EH65","1","1970s",6
"EH66_1","EH66","1","1970s",9
"BD89_1","BD89","1","1970s",6
"EH67_1","EH67","1","1970s",7
"EH68_1","EH68","1","1970s",3
"EH73_1","EH73","1","1970s",4
"EH74_1","EH74","1","1970s",6
"EH75_1","EH75","1","1970s",9
"EH76_1","EH76","1","1970s",2
"EH77_1","EH77","1","1970s",8
"EH78_1","EH78","1","1970s",7
"EH83_1","EH83","1","1970s",8
"EH84_1","EH84","1","1970s",8
"AE96_1","AE96","1","1970s",4
"BD90_1","BD90","1","1970s",8
"EH85_1","EH85","1","1970s",6
"EH86_1","EH86","1","1970s",3
"EH87_1","EH87","1","1970s",5
"EH88_1","EH88","1","1970s",5
"EH92_1","EH92","1","1970s",5
"EH93_1","EH93","1","1970s",8
"EH94_1","EH94","1","1970s",7
"EH95_1","EH95","1","1970s",5
"EH96_1","EH96","1","1970s",10
"EH97_1","EH97","1","1970s",8
"BD91_1","BD91","1","1970s",9
"EH98_1","EH98","1","1970s",8
"FD01_1","FD01","1","1970s",7
"FD02_1","FD02","1","1970s",9
"FD03_1","FD03","1","1970s",0
"FE00_1","FE00","1","1970s",9
"FE10_1","FE10","1","1970s",12
"FE20_1","FE20","1","1970s",11
"FE30_1","FE30","1","1970s",11
"FE36_1","FE36","1","1970s",7
"FE40_1","FE40","1","1970s",12
"BD92_1","BD92","1","1970s",5
"FE41_1","FE41","1","1970s",12
"FE50_1","FE50","1","1970s",4
"FE51_1","FE51","1","1970s",10
"FE60_1","FE60","1","1970s",8
"FE61_1","FE61","1","1970s",11
"FE62_1","FE62","1","1970s",4
"FE70_1","FE70","1","1970s",8
"FE71_1","FE71","1","1970s",10
"FE72_1","FE72","1","1970s",11
"FE73_1","FE73","1","1970s",3
"BD93_1","BD93","1","1970s",7
"FE80_1","FE80","1","1970s",11
"FE81_1","FE81","1","1970s",11
"FE82_1","FE82","1","1970s",13
"FE83_1","FE83","1","1970s",11
"FE90_1","FE90","1","1970s",8
"FE91_1","FE91","1","1970s",12
"FE92_1","FE92","1","1970s",5
"FE93_1","FE93","1","1970s",10
"FE94_1","FE94","1","1970s",10
"FF00_1","FF00","1","1970s",10
"BD94_1","BD94","1","1970s",5
"FF01_1","FF01","1","1970s",10
"FF02_1","FF02","1","1970s",6
"FF03_1","FF03","1","1970s",8
"FF04_1","FF04","1","1970s",5
"FF05_1","FF05","1","1970s",8
"FF06_1","FF06","1","1970s",5
"FF07_1","FF07","1","1970s",8
"FF08_1","FF08","1","1970s",8
"FF10_1","FF10","1","1970s",10
"FF11_1","FF11","1","1970s",7
"BD95_1","BD95","1","1970s",5
"FF12_1","FF12","1","1970s",9
"FF13_1","FF13","1","1970s",11
"FF14_1","FF14","1","1970s",11
"FF15_1","FF15","1","1970s",4
"FF16_1","FF16","1","1970s",7
"FF17_1","FF17","1","1970s",8
"FF18_1","FF18","1","1970s",10
"FF19_1","FF19","1","1970s",9
"FF20_1","FF20","1","1970s",9
"FF21_1","FF21","1","1970s",11
"BD96_1","BD96","1","1970s",8
"FF22_1","FF22","1","1970s",10
"FF23_1","FF23","1","1970s",11
"FF24_1","FF24","1","1970s",8
"FF25_1","FF25","1","1970s",8
"FF26_1","FF26","1","1970s",10
"FF27_1","FF27","1","1970s",11
"FF28_1","FF28","1","1970s",11
"FF29_1","FF29","1","1970s",8
"FF30_1","FF30","1","1970s",12
"FF31_1","FF31","1","1970s",10
"BD97_1","BD97","1","1970s",9
"FF32_1","FF32","1","1970s",8
"FF33_1","FF33","1","1970s",11
"FF34_1","FF34","1","1970s",7
"FF35_1","FF35","1","1970s",7
"FF36_1","FF36","1","1970s",9
"FF37_1","FF37","1","1970s",11
"FF38_1","FF38","1","1970s",8
"FF39_1","FF39","1","1970s",8
"FF40_1","FF40","1","1970s",12
"FF41_1","FF41","1","1970s",11
"BD98_1","BD98","1","1970s",7
"FF42_1","FF42","1","1970s",11
"FF43_1","FF43","1","1970s",9
"FF44_1","FF44","1","1970s",9
"FF45_1","FF45","1","1970s",6
"FF46_1","FF46","1","1970s",9
"FF47_1","FF47","1","1970s",8
"FF48_1","FF48","1","1970s",9
"FF49_1","FF49","1","1970s",7
"FF50_1","FF50","1","1970s",10
"FF51_1","FF51","1","1970s",9
"BD99_1","BD99","1","1970s",7
"FF52_1","FF52","1","1970s",11
"FF53_1","FF53","1","1970s",7
"FF54_1","FF54","1","1970s",13
"FF55_1","FF55","1","1970s",9
"FF56_1","FF56","1","1970s",0
"FF57_1","FF57","1","1970s",8
"FF60_1","FF60","1","1970s",12
"FF61_1","FF61","1","1970s",4
"FF62_1","FF62","1","1970s",11
"FF63_1","FF63","1","1970s",10
"AE97_1","AE97","1","1970s",2
"BE02_1","BE02","1","1970s",0
"FF64_1","FF64","1","1970s",11
"FF65_1","FF65","1","1970s",8
"FF66_1","FF66","1","1970s",9
"FF67_1","FF67","1","1970s",10
"FF68_1","FF68","1","1970s",6
"FF69_1","FF69","1","1970s",7
"FF70_1","FF70","1","1970s",12
"FF71_1","FF71","1","1970s",11
"FF72_1","FF72","1","1970s",10
"FF73_1","FF73","1","1970s",10
"BE03_1","BE03","1","1970s",8
"FF74_1","FF74","1","1970s",11
"FF75_1","FF75","1","1970s",11
"FF76_1","FF76","1","1970s",10
"FF77_1","FF77","1","1970s",9
"FF78_1","FF78","1","1970s",10
"FF79_1","FF79","1","1970s",9
"FF80_1","FF80","1","1970s",12
"FF81_1","FF81","1","1970s",10
"FF82_1","FF82","1","1970s",11
"FF83_1","FF83","1","1970s",9
"BE04_1","BE04","1","1970s",5
"FF84_1","FF84","1","1970s",7
"FF85_1","FF85","1","1970s",12
"FF86_1","FF86","1","1970s",9
"FF87_1","FF87","1","1970s",10
"FF88_1","FF88","1","1970s",9
"FF89_1","FF89","1","1970s",11
"FF90_1","FF90","1","1970s",11
"FF91_1","FF91","1","1970s",6
"FF92_1","FF92","1","1970s",6
"FF93_1","FF93","1","1970s",5
"BE05_1","BE05","1","1970s",6
"FF94_1","FF94","1","1970s",7
"FF95_1","FF95","1","1970s",8
"FF96_1","FF96","1","1970s",9
"FF97_1","FF97","1","1970s",10
"FF98_1","FF98","1","1970s",9
"FF99_1","FF99","1","1970s",7
"FG00_1","FG00","1","1970s",4
"FG03_1","FG03","1","1970s",5
"FG04_1","FG04","1","1970s",11
"FG05_1","FG05","1","1970s",8
"BE06_1","BE06","1","1970s",5
"FG06_1","FG06","1","1970s",6
"FG07_1","FG07","1","1970s",5
"FG08_1","FG08","1","1970s",10
"FG09_1","FG09","1","1970s",9
"FG13_1","FG13","1","1970s",9
"FG14_1","FG14","1","1970s",2
"FG15_1","FG15","1","1970s",6
"FG16_1","FG16","1","1970s",6
"FG17_1","FG17","1","1970s",5
"FG18_1","FG18","1","1970s",11
"BE07_1","BE07","1","1970s",9
"FG19_1","FG19","1","1970s",11
"FG23_1","FG23","1","1970s",8
"FG24_1","FG24","1","1970s",8
"FG25_1","FG25","1","1970s",7
"FG26_1","FG26","1","1970s",9
"FG27_1","FG27","1","1970s",11
"FG28_1","FG28","1","1970s",11
"FG29_1","FG29","1","1970s",11
"FG31_1","FG31","1","1970s",12
"FG33_1","FG33","1","1970s",9
"BE08_1","BE08","1","1970s",7
"FG34_1","FG34","1","1970s",12
"FG35_1","FG35","1","1970s",7
"FG36_1","FG36","1","1970s",12
"FG37_1","FG37","1","1970s",12
"FG38_1","FG38","1","1970s",9
"FG39_1","FG39","1","1970s",10
"FG41_1","FG41","1","1970s",9
"FG42_1","FG42","1","1970s",4
"FG43_1","FG43","1","1970s",11
"FG44_1","FG44","1","1970s",11
"BE09_1","BE09","1","1970s",6
"FG45_1","FG45","1","1970s",10
"FG46_1","FG46","1","1970s",11
"FG47_1","FG47","1","1970s",11
"FG48_1","FG48","1","1970s",9
"FG49_1","FG49","1","1970s",9
"FG50_1","FG50","1","1970s",8
"FG51_1","FG51","1","1970s",6
"FG52_1","FG52","1","1970s",7
"FG53_1","FG53","1","1970s",11
"FG54_1","FG54","1","1970s",11
"BE10_1","BE10","1","1970s",3
"FG55_1","FG55","1","1970s",9
"FG56_1","FG56","1","1970s",7
"FG57_1","FG57","1","1970s",6
"FG58_1","FG58","1","1970s",5
"FG59_1","FG59","1","1970s",9
"FG60_1","FG60","1","1970s",8
"FG61_1","FG61","1","1970s",8
"FG62_1","FG62","1","1970s",6
"FG63_1","FG63","1","1970s",9
"FG64_1","FG64","1","1970s",5
"BE11_1","BE11","1","1970s",7
"FG65_1","FG65","1","1970s",10
"FG66_1","FG66","1","1970s",11
"FG67_1","FG67","1","1970s",2
"FG68_1","FG68","1","1970s",8
"FG69_1","FG69","1","1970s",9
"FG70_1","FG70","1","1970s",7
"FG71_1","FG71","1","1970s",9
"FG72_1","FG72","1","1970s",8
"FG73_1","FG73","1","1970s",9
"FG74_1","FG74","1","1970s",6
"AE98_1","AE98","1","1970s",6
"BE12_1","BE12","1","1970s",6
"FG75_1","FG75","1","1970s",10
"FG76_1","FG76","1","1970s",11
"FG77_1","FG77","1","1970s",8
"FG78_1","FG78","1","1970s",11
"FG79_1","FG79","1","1970s",10
"FG80_1","FG80","1","1970s",4
"FG81_1","FG81","1","1970s",11
"FG82_1","FG82","1","1970s",8
"FG83_1","FG83","1","1970s",7
"FG84_1","FG84","1","1970s",7
"BE13_1","BE13","1","1970s",7
"FG85_1","FG85","1","1970s",9
"FG86_1","FG86","1","1970s",11
"FG87_1","FG87","1","1970s",9
"FG88_1","FG88","1","1970s",7
"FG89_1","FG89","1","1970s",11
"FG92_1","FG92","1","1970s",9
"FG93_1","FG93","1","1970s",10
"FG94_1","FG94","1","1970s",8
"FG95_1","FG95","1","1970s",8
"FG96_1","FG96","1","1970s",8
"BE14_1","BE14","1","1970s",7
"FG97_1","FG97","1","1970s",7
"FG98_1","FG98","1","1970s",8
"FG99_1","FG99","1","1970s",8
"FH01_1","FH01","1","1970s",6
"FH02_1","FH02","1","1970s",3
"FH03_1","FH03","1","1970s",3
"FH04_1","FH04","1","1970s",4
"FH05_1","FH05","1","1970s",9
"FH06_1","FH06","1","1970s",6
"FH07_1","FH07","1","1970s",4
"BE15_1","BE15","1","1970s",1
"FH08_1","FH08","1","1970s",2
"FH10_1","FH10","1","1970s",0
"FH11_1","FH11","1","1970s",9
"FH12_1","FH12","1","1970s",9
"FH13_1","FH13","1","1970s",4
"FH14_1","FH14","1","1970s",11
"FH15_1","FH15","1","1970s",9
"FH16_1","FH16","1","1970s",7
"FH17_1","FH17","1","1970s",7
"FH18_1","FH18","1","1970s",8
"BE16_1","BE16","1","1970s",5
"FH20_1","FH20","1","1970s",0
"FH21_1","FH21","1","1970s",12
"FH22_1","FH22","1","1970s",7
"FH23_1","FH23","1","1970s",10
"FH24_1","FH24","1","1970s",13
"FH25_1","FH25","1","1970s",11
"FH27_1","FH27","1","1970s",3
"FH28_1","FH28","1","1970s",8
"FH29_1","FH29","1","1970s",5
"FH31_1","FH31","1","1970s",0
"BE17_1","BE17","1","1970s",9
"FH32_1","FH32","1","1970s",11
"FH33_1","FH33","1","1970s",12
"FH34_1","FH34","1","1970s",10
"FH35_1","FH35","1","1970s",9
"FH36_1","FH36","1","1970s",8
"FH37_1","FH37","1","1970s",7
"FH42_1","FH42","1","1970s",10
"FH43_1","FH43","1","1970s",9
"FH44_1","FH44","1","1970s",12
"FH45_1","FH45","1","1970s",10
"BE18_1","BE18","1","1970s",8
"FH46_1","FH46","1","1970s",8
"FH47_1","FH47","1","1970s",6
"FH48_1","FH48","1","1970s",11
"FH51_1","FH51","1","1970s",5
"FH52_1","FH52","1","1970s",10
"FH53_1","FH53","1","1970s",6
"FH54_1","FH54","1","1970s",9
"FH55_1","FH55","1","1970s",7
"FH56_1","FH56","1","1970s",11
"FH57_1","FH57","1","1970s",6
"BE19_1","BE19","1","1970s",6
"FH58_1","FH58","1","1970s",11
"FH60_1","FH60","1","1970s",0
"FH61_1","FH61","1","1970s",0
"FH62_1","FH62","1","1970s",8
"FH63_1","FH63","1","1970s",9
"FH64_1","FH64","1","1970s",9
"FH65_1","FH65","1","1970s",0
"FH66_1","FH66","1","1970s",10
"FH67_1","FH67","1","1970s",2
"FH68_1","FH68","1","1970s",10
"BE20_1","BE20","1","1970s",8
"FH69_1","FH69","1","1970s",8
"FH70_1","FH70","1","1970s",9
"FH71_1","FH71","1","1970s",8
"FH72_1","FH72","1","1970s",7
"FH73_1","FH73","1","1970s",7
"FH74_1","FH74","1","1970s",8
"FH75_1","FH75","1","1970s",12
"FH76_1","FH76","1","1970s",8
"FH77_1","FH77","1","1970s",2
"FH78_1","FH78","1","1970s",8
"BE21_1","BE21","1","1970s",6
"FH79_1","FH79","1","1970s",8
"FH80_1","FH80","1","1970s",10
"FH81_1","FH81","1","1970s",8
"FH82_1","FH82","1","1970s",6
"FH83_1","FH83","1","1970s",6
"FH84_1","FH84","1","1970s",6
"FH85_1","FH85","1","1970s",9
"FH86_1","FH86","1","1970s",9
"FH87_1","FH87","1","1970s",10
"FH88_1","FH88","1","1970s",7
"AD91_1","AD91","1","1970s",3
"AE99_1","AE99","1","1970s",2
"BE22_1","BE22","1","1970s",5
"FH89_1","FH89","1","1970s",10
"FG90_1","FG90","1","1970s",7
"FG91_1","FG91","1","1970s",9
"FH94_1","FH94","1","1970s",5
"FH95_1","FH95","1","1970s",10
"FH96_1","FH96","1","1970s",9
"FH97_1","FH97","1","1970s",2
"FH98_1","FH98","1","1970s",9
"FH99_1","FH99","1","1970s",8
"GE00_1","GE00","1","1970s",10
"BE23_1","BE23","1","1970s",9
"GE01_1","GE01","1","1970s",11
"GE02_1","GE02","1","1970s",10
"GE03_1","GE03","1","1970s",9
"GE04_1","GE04","1","1970s",8
"GE10_1","GE10","1","1970s",11
"GE11_1","GE11","1","1970s",12
"GE12_1","GE12","1","1970s",9
"GE13_1","GE13","1","1970s",11
"GE14_1","GE14","1","1970s",9
"GE20_1","GE20","1","1970s",9
"BE24_1","BE24","1","1970s",6
"GE21_1","GE21","1","1970s",11
"GE22_1","GE22","1","1970s",9
"GE23_1","GE23","1","1970s",9
"GE24_1","GE24","1","1970s",10
"GE30_1","GE30","1","1970s",11
"GE31_1","GE31","1","1970s",9
"GE32_1","GE32","1","1970s",9
"GE33_1","GE33","1","1970s",8
"GE34_1","GE34","1","1970s",10
"GE40_1","GE40","1","1970s",6
"BE25_1","BE25","1","1970s",8
"GE41_1","GE41","1","1970s",9
"GE42_1","GE42","1","1970s",9
"GE43_1","GE43","1","1970s",9
"GE44_1","GE44","1","1970s",3
"GF00_1","GF00","1","1970s",8
"GF01_1","GF01","1","1970s",9
"GF02_1","GF02","1","1970s",9
"GF03_1","GF03","1","1970s",8
"GF04_1","GF04","1","1970s",9
"GF05_1","GF05","1","1970s",3
"BE26_1","BE26","1","1970s",4
"GF06_1","GF06","1","1970s",12
"GF07_1","GF07","1","1970s",10
"GF08_1","GF08","1","1970s",11
"GF09_1","GF09","1","1970s",10
"GF12_1","GF12","1","1970s",8
"GF13_1","GF13","1","1970s",9
"GF14_1","GF14","1","1970s",8
"GF15_1","GF15","1","1970s",14
"GF16_1","GF16","1","1970s",10
"GF17_1","GF17","1","1970s",13
"BE27_1","BE27","1","1970s",3
"GF18_1","GF18","1","1970s",11
"GF19_1","GF19","1","1970s",9
"GF23_1","GF23","1","1970s",9
"GF24_1","GF24","1","1970s",5
"GF25_1","GF25","1","1970s",8
"GF26_1","GF26","1","1970s",8
"GF27_1","GF27","1","1970s",11
"GF28_1","GF28","1","1970s",10
"GF29_1","GF29","1","1970s",11
"GF33_1","GF33","1","1970s",5
"BE28_1","BE28","1","1970s",5
"GF34_1","GF34","1","1970s",8
"GF35_1","GF35","1","1970s",10
"GF36_1","GF36","1","1970s",9
"GF37_1","GF37","1","1970s",11
"GF38_1","GF38","1","1970s",13
"GF39_1","GF39","1","1970s",12
"GF42_1","GF42","1","1970s",11
"GF43_1","GF43","1","1970s",8
"GF44_1","GF44","1","1970s",11
"GF45_1","GF45","1","1970s",8
"BE29_1","BE29","1","1970s",6
"GF46_1","GF46","1","1970s",12
"GF47_1","GF47","1","1970s",13
"GF48_1","GF48","1","1970s",13
"GF49_1","GF49","1","1970s",11
"GF52_1","GF52","1","1970s",12
"GF53_1","GF53","1","1970s",10
"GF54_1","GF54","1","1970s",10
"GF55_1","GF55","1","1970s",4
"GF56_1","GF56","1","1970s",9
"GF57_1","GF57","1","1970s",3
"BE30_1","BE30","1","1970s",7
"GF63_1","GF63","1","1970s",3
"GF64_1","GF64","1","1970s",0
"GF65_1","GF65","1","1970s",0
"GF66_1","GF66","1","1970s",0
"GF73_1","GF73","1","1970s",1
"GF74_1","GF74","1","1970s",2
"GF75_1","GF75","1","1970s",0
"GG00_1","GG00","1","1970s",7
"GG01_1","GG01","1","1970s",8
"GG02_1","GG02","1","1970s",7
"BE31_1","BE31","1","1970s",7
"GG04_1","GG04","1","1970s",7
"GG05_1","GG05","1","1970s",8
"GG06_1","GG06","1","1970s",9
"GG07_1","GG07","1","1970s",7
"GG08_1","GG08","1","1970s",11
"GG09_1","GG09","1","1970s",12
"GG10_1","GG10","1","1970s",12
"GG11_1","GG11","1","1970s",11
"GG15_1","GG15","1","1970s",9
"GG16_1","GG16","1","1970s",7
"AF81_1","AF81","1","1970s",9
"BE32_1","BE32","1","1970s",8
"GG17_1","GG17","1","1970s",8
"GG18_1","GG18","1","1970s",7
"GG19_1","GG19","1","1970s",0
"GG20_1","GG20","1","1970s",6
"GG25_1","GG25","1","1970s",6
"GG26_1","GG26","1","1970s",4
"GG27_1","GG27","1","1970s",3
"GG28_1","GG28","1","1970s",11
"GG30_1","GG30","1","1970s",11
"GG35_1","GG35","1","1970s",0
"BE33_1","BE33","1","1970s",9
"GG36_1","GG36","1","1970s",2
"GG37_1","GG37","1","1970s",8
"GG38_1","GG38","1","1970s",1
"GG40_1","GG40","1","1970s",10
"GG50_1","GG50","1","1970s",8
"GH05_1","GH05","1","1970s",5
"GH06_1","GH06","1","1970s",7
"GH07_1","GH07","1","1970s",8
"GH08_1","GH08","1","1970s",9
"GH09_1","GH09","1","1970s",8
"BE34_1","BE34","1","1970s",8
"GH17_1","GH17","1","1970s",9
"GH18_1","GH18","1","1970s",10
"GH19_1","GH19","1","1970s",9
"GH29_1","GH29","1","1970s",5
"GH39_1","GH39","1","1970s",10
"GH49_1","GH49","1","1970s",14
"GH59_1","GH59","1","1970s",12
"HA03_1","HA03","1","1970s",9
"HA04_1","HA04","1","1970s",7
"HA05_1","HA05","1","1970s",7
"BE35_1","BE35","1","1970s",5
"HA06_1","HA06","1","1970s",8
"HA07_1","HA07","1","1970s",9
"HA08_1","HA08","1","1970s",6
"HA12_1","HA12","1","1970s",4
"HA13_1","HA13","1","1970s",7
"HA14_1","HA14","1","1970s",8
"HA15_1","HA15","1","1970s",10
"HA16_1","HA16","1","1970s",9
"HA17_1","HA17","1","1970s",7
"HA18_1","HA18","1","1970s",9
"BE36_1","BE36","1","1970s",3
"HA22_1","HA22","1","1970s",6
"HA23_1","HA23","1","1970s",7
"HA24_1","HA24","1","1970s",11
"HA25_1","HA25","1","1970s",9
"HA26_1","HA26","1","1970s",11
"HA27_1","HA27","1","1970s",7
"HA31_1","HA31","1","1970s",0
"HA32_1","HA32","1","1970s",7
"HA33_1","HA33","1","1970s",8
"HA34_1","HA34","1","1970s",10
"BE37_1","BE37","1","1970s",2
"HA35_1","HA35","1","1970s",9
"HA36_1","HA36","1","1970s",10
"HA41_1","HA41","1","1970s",6
"HA42_1","HA42","1","1970s",9
"HA43_1","HA43","1","1970s",5
"HA44_1","HA44","1","1970s",11
"HA45_1","HA45","1","1970s",7
"HA46_1","HA46","1","1970s",5
"HA51_1","HA51","1","1970s",4
"HA52_1","HA52","1","1970s",11
"BE38_1","BE38","1","1970s",5
"HA53_1","HA53","1","1970s",9
"HA54_1","HA54","1","1970s",7
"HA55_1","HA55","1","1970s",7
"HA63_1","HA63","1","1970s",0
"HA64_1","HA64","1","1970s",0
"HA69_1","HA69","1","1970s",8
"AD90_2","AD90","2","1990s",6
"AD91_2","AD91","2","1990s",4
"AD92_2","AD92","2","1990s",6
"AD93_2","AD93","2","1990s",10
"BE39_1","BE39","1","1970s",5
"AD94_2","AD94","2","1990s",8
"AD95_2","AD95","2","1990s",10
"AD96_2","AD96","2","1990s",1
"AE81_2","AE81","2","1990s",1
"AE82_2","AE82","2","1990s",5
"AE83_2","AE83","2","1990s",3
"AE90_2","AE90","2","1990s",7
"AE91_2","AE91","2","1990s",8
"AE92_2","AE92","2","1990s",5
"AE93_2","AE93","2","1990s",7
"BE40_1","BE40","1","1970s",8
"AE94_2","AE94","2","1990s",8
"AE95_2","AE95","2","1990s",8
"AE96_2","AE96","2","1990s",7
"AE97_2","AE97","2","1990s",8
"AE98_2","AE98","2","1990s",7
"AE99_2","AE99","2","1990s",4
"AF81_2","AF81","2","1990s",5
"AF82_2","AF82","2","1990s",3
"AF90_2","AF90","2","1990s",0
"AF91_2","AF91","2","1990s",8
"BE41_1","BE41","1","1970s",7
"AF92_2","AF92","2","1990s",7
"AF93_2","AF93","2","1990s",10
"AF94_2","AF94","2","1990s",9
"AF95_2","AF95","2","1990s",7
"AF96_2","AF96","2","1990s",4
"AF97_2","AF97","2","1990s",4
"AF98_2","AF98","2","1990s",6
"AF99_2","AF99","2","1990s",4
"BC10_2","BC10","2","1990s",3
"BC11_2","BC11","2","1990s",1
"AF82_1","AF82","1","1970s",5
"BE42_1","BE42","1","1970s",6
"BC20_2","BC20","2","1990s",10
"BC21_2","BC21","2","1990s",9
"BC22_2","BC22","2","1990s",10
"BC23_2","BC23","2","1990s",6
"BC30_2","BC30","2","1990s",6
"BC31_2","BC31","2","1990s",9
"BC32_2","BC32","2","1990s",8
"BC33_2","BC33","2","1990s",8
"BC34_2","BC34","2","1990s",7
"BC40_2","BC40","2","1990s",3
"BE43_1","BE43","1","1970s",6
"BC41_2","BC41","2","1990s",9
"BC42_2","BC42","2","1990s",9
"BC43_2","BC43","2","1990s",6
"BC44_2","BC44","2","1990s",6
"BC45_2","BC45","2","1990s",2
"BC50_2","BC50","2","1990s",9
"BC51_2","BC51","2","1990s",6
"BC52_2","BC52","2","1990s",8
"BC53_2","BC53","2","1990s",6
"BC54_2","BC54","2","1990s",9
"BE44_1","BE44","1","1970s",7
"BC55_2","BC55","2","1990s",9
"BC56_2","BC56","2","1990s",7
"BC60_2","BC60","2","1990s",8
"BC61_2","BC61","2","1990s",6
"BC62_2","BC62","2","1990s",5
"BC63_2","BC63","2","1990s",5
"BC64_2","BC64","2","1990s",9
"BC65_2","BC65","2","1990s",10
"BC70_2","BC70","2","1990s",9
"BC71_2","BC71","2","1990s",7
"BE45_1","BE45","1","1970s",6
"BC72_2","BC72","2","1990s",8
"BC73_2","BC73","2","1990s",4
"BC74_2","BC74","2","1990s",6
"BC75_2","BC75","2","1990s",9
"BC80_2","BC80","2","1990s",5
"BC81_2","BC81","2","1990s",7
"BC82_2","BC82","2","1990s",9
"BC83_2","BC83","2","1990s",10
"BC84_2","BC84","2","1990s",11
"BC85_2","BC85","2","1990s",2
"BE46_1","BE46","1","1970s",4
"BC86_2","BC86","2","1990s",3
"BC91_2","BC91","2","1990s",1
"BC92_2","BC92","2","1990s",4
"BC93_2","BC93","2","1990s",7
"BC94_2","BC94","2","1990s",13
"BC95_2","BC95","2","1990s",6
"BC96_2","BC96","2","1990s",8
"BD00_2","BD00","2","1990s",8
"BD01_2","BD01","2","1990s",1
"BD02_2","BD02","2","1990s",4
"BE47_1","BE47","1","1970s",4
"BD03_2","BD03","2","1990s",8
"BD04_2","BD04","2","1990s",9
"BD05_2","BD05","2","1990s",10
"BD06_2","BD06","2","1990s",4
"BD07_2","BD07","2","1990s",5
"BD08_2","BD08","2","1990s",8
"BD09_2","BD09","2","1990s",9
"BD10_2","BD10","2","1990s",9
"BD11_2","BD11","2","1990s",6
"BD12_2","BD12","2","1990s",5
"BE48_1","BE48","1","1970s",6
"BD13_2","BD13","2","1990s",11
"BD14_2","BD14","2","1990s",2
"BD16_2","BD16","2","1990s",0
"BD17_2","BD17","2","1990s",3
"BD18_2","BD18","2","1990s",7
"BD19_2","BD19","2","1990s",7
"BD20_2","BD20","2","1990s",2
"BD21_2","BD21","2","1990s",7
"BD22_2","BD22","2","1990s",6
"BD23_2","BD23","2","1990s",6
"BE49_1","BE49","1","1970s",2
"BD24_2","BD24","2","1990s",7
"BD26_2","BD26","2","1990s",3
"BD27_2","BD27","2","1990s",9
"BD28_2","BD28","2","1990s",3
"BD29_2","BD29","2","1990s",4
"BD30_2","BD30","2","1990s",8
"BD31_2","BD31","2","1990s",7
"BD32_2","BD32","2","1990s",9
"BD33_2","BD33","2","1990s",9
"BD34_2","BD34","2","1990s",1
"BE50_1","BE50","1","1970s",8
"BD35_2","BD35","2","1990s",8
"BD36_2","BD36","2","1990s",9
"BD37_2","BD37","2","1990s",8
"BD38_2","BD38","2","1990s",6
"BD39_2","BD39","2","1990s",10
"BD40_2","BD40","2","1990s",6
"BD41_2","BD41","2","1990s",8
"BD42_2","BD42","2","1990s",12
"BD43_2","BD43","2","1990s",7
"BD44_2","BD44","2","1990s",6
"BE51_1","BE51","1","1970s",6
"BD45_2","BD45","2","1990s",10
"BD46_2","BD46","2","1990s",4
"BD47_2","BD47","2","1990s",3
"BD48_2","BD48","2","1990s",0
"BD49_2","BD49","2","1990s",5
"BD50_2","BD50","2","1990s",5
"BD51_2","BD51","2","1990s",10
"BD52_2","BD52","2","1990s",8
"BD53_2","BD53","2","1990s",6
"BD54_2","BD54","2","1990s",5
"AF90_1","AF90","1","1970s",4
"BE52_1","BE52","1","1970s",7
"BD55_2","BD55","2","1990s",8
"BD56_2","BD56","2","1990s",6
"BD57_2","BD57","2","1990s",8
"BD58_2","BD58","2","1990s",10
"BD59_2","BD59","2","1990s",9
"BD60_2","BD60","2","1990s",9
"BD61_2","BD61","2","1990s",10
"BD62_2","BD62","2","1990s",8
"BD63_2","BD63","2","1990s",8
