"survey","site","atlas","period","model_year","species_richness","raw_species_pool_size","analysis_set"
"EF80_1","EF80","1","1970s",1971,42,201,"All model-included surveys"
"EF80_2","EF80","2","1990s",1992,59,201,"All model-included surveys"
"EF80_3","EF80","3","2010s",2014,52,201,"All model-included surveys"
"EF81_1","EF81","1","1970s",1971,70,201,"All model-included surveys"
"EF81_2","EF81","2","1990s",1992,84,201,"All model-included surveys"
"EF81_3","EF81","3","2010s",2014,73,201,"All model-included surveys"
"EF82_1","EF82","1","1970s",1971,56,201,"All model-included surveys"
"EF82_2","EF82","2","1990s",1992,80,201,"All model-included surveys"
"EF82_3","EF82","3","2010s",2014,66,201,"All model-included surveys"
"EF83_1","EF83","1","1970s",1971,61,201,"All model-included surveys"
"EF83_2","EF83","2","1990s",1992,49,201,"All model-included surveys"
"EF83_3","EF83","3","2010s",2014,40,201,"All model-included surveys"
"EF84_1","EF84","1","1970s",1971,71,201,"All model-included surveys"
"EF84_2","EF84","2","1990s",1992,38,201,"All model-included surveys"
"EF84_3","EF84","3","2010s",2014,55,201,"All model-included surveys"
"EF85_1","EF85","1","1970s",1971,45,201,"All model-included surveys"
"EF85_2","EF85","2","1990s",1992,64,201,"All model-included surveys"
"EF85_3","EF85","3","2010s",2014,64,201,"All model-included surveys"
"EF90_1","EF90","1","1970s",1971,58,201,"All model-included surveys"
"EF90_2","EF90","2","1990s",1992,81,201,"All model-included surveys"
"EF90_3","EF90","3","2010s",2014,49,201,"All model-included surveys"
"EF91_1","EF91","1","1970s",1971,70,201,"All model-included surveys"
"EF91_2","EF91","2","1990s",1992,92,201,"All model-included surveys"
"EF91_3","EF91","3","2010s",2014,80,201,"All model-included surveys"
"EF92_1","EF92","1","1970s",1971,75,201,"All model-included surveys"
"EF92_2","EF92","2","1990s",1992,95,201,"All model-included surveys"
"EF92_3","EF92","3","2010s",2014,74,201,"All model-included surveys"
"EF93_1","EF93","1","1970s",1971,80,201,"All model-included surveys"
"EF93_2","EF93","2","1990s",1992,103,201,"All model-included surveys"
"EF93_3","EF93","3","2010s",2014,115,201,"All model-included surveys"
"EF94_1","EF94","1","1970s",1971,63,201,"All model-included surveys"
"EF94_2","EF94","2","1990s",1992,95,201,"All model-included surveys"
"EF94_3","EF94","3","2010s",2014,54,201,"All model-included surveys"
"EF95_1","EF95","1","1970s",1971,63,201,"All model-included surveys"
"EF95_2","EF95","2","1990s",1992,42,201,"All model-included surveys"
"EF95_3","EF95","3","2010s",2014,48,201,"All model-included surveys"
"EF96_1","EF96","1","1970s",1971,35,201,"All model-included surveys"
"EF96_2","EF96","2","1990s",1992,50,201,"All model-included surveys"
"EF96_3","EF96","3","2010s",2014,69,201,"All model-included surveys"
"EG00_1","EG00","1","1970s",1971,62,201,"All model-included surveys"
"EG00_2","EG00","2","1990s",1992,55,201,"All model-included surveys"
"EG00_3","EG00","3","2010s",2014,64,201,"All model-included surveys"
"EG01_1","EG01","1","1970s",1971,50,201,"All model-included surveys"
"EG01_2","EG01","2","1990s",1992,58,201,"All model-included surveys"
"EG01_3","EG01","3","2010s",2014,70,201,"All model-included surveys"
"EG02_1","EG02","1","1970s",1971,52,201,"All model-included surveys"
"EG02_2","EG02","2","1990s",1992,60,201,"All model-included surveys"
"EG02_3","EG02","3","2010s",2014,67,201,"All model-included surveys"
"EG03_1","EG03","1","1970s",1971,53,201,"All model-included surveys"
"EG03_2","EG03","2","1990s",1992,50,201,"All model-included surveys"
"EG03_3","EG03","3","2010s",2014,64,201,"All model-included surveys"
"EG04_1","EG04","1","1970s",1971,89,201,"All model-included surveys"
"EG04_2","EG04","2","1990s",1992,81,201,"All model-included surveys"
"EG04_3","EG04","3","2010s",2014,84,201,"All model-included surveys"
"EG05_1","EG05","1","1970s",1971,59,201,"All model-included surveys"
"EG05_2","EG05","2","1990s",1992,60,201,"All model-included surveys"
"EG05_3","EG05","3","2010s",2014,79,201,"All model-included surveys"
"EG06_1","EG06","1","1970s",1971,57,201,"All model-included surveys"
"EG06_2","EG06","2","1990s",1992,60,201,"All model-included surveys"
"EG06_3","EG06","3","2010s",2014,67,201,"All model-included surveys"
"EG07_1","EG07","1","1970s",1971,59,201,"All model-included surveys"
"EG07_2","EG07","2","1990s",1992,48,201,"All model-included surveys"
"EG07_3","EG07","3","2010s",2014,70,201,"All model-included surveys"
"EG08_1","EG08","1","1970s",1971,58,201,"All model-included surveys"
"EG08_2","EG08","2","1990s",1992,64,201,"All model-included surveys"
"EG08_3","EG08","3","2010s",2014,67,201,"All model-included surveys"
"EG09_1","EG09","1","1970s",1971,51,201,"All model-included surveys"
"EG09_2","EG09","2","1990s",1992,49,201,"All model-included surveys"
"EG09_3","EG09","3","2010s",2014,60,201,"All model-included surveys"
"EG10_1","EG10","1","1970s",1971,52,201,"All model-included surveys"
"EG10_2","EG10","2","1990s",1992,63,201,"All model-included surveys"
"EG10_3","EG10","3","2010s",2014,87,201,"All model-included surveys"
"EG11_1","EG11","1","1970s",1971,67,201,"All model-included surveys"
"EG11_2","EG11","2","1990s",1992,56,201,"All model-included surveys"
"EG11_3","EG11","3","2010s",2014,64,201,"All model-included surveys"
"EG12_1","EG12","1","1970s",1971,39,201,"All model-included surveys"
"EG12_2","EG12","2","1990s",1992,63,201,"All model-included surveys"
"EG12_3","EG12","3","2010s",2014,80,201,"All model-included surveys"
"EG13_1","EG13","1","1970s",1971,75,201,"All model-included surveys"
"EG13_2","EG13","2","1990s",1992,64,201,"All model-included surveys"
"EG13_3","EG13","3","2010s",2014,67,201,"All model-included surveys"
"EG14_1","EG14","1","1970s",1971,47,201,"All model-included surveys"
"EG14_2","EG14","2","1990s",1992,68,201,"All model-included surveys"
"EG14_3","EG14","3","2010s",2014,67,201,"All model-included surveys"
"EG15_1","EG15","1","1970s",1971,54,201,"All model-included surveys"
"EG15_2","EG15","2","1990s",1992,69,201,"All model-included surveys"
"EG15_3","EG15","3","2010s",2014,76,201,"All model-included surveys"
"EG16_1","EG16","1","1970s",1971,48,201,"All model-included surveys"
"EG16_2","EG16","2","1990s",1992,37,201,"All model-included surveys"
"EG16_3","EG16","3","2010s",2014,70,201,"All model-included surveys"
"EG17_1","EG17","1","1970s",1971,68,201,"All model-included surveys"
"EG17_2","EG17","2","1990s",1992,66,201,"All model-included surveys"
"EG17_3","EG17","3","2010s",2014,63,201,"All model-included surveys"
"EG18_1","EG18","1","1970s",1971,65,201,"All model-included surveys"
"EG18_2","EG18","2","1990s",1992,58,201,"All model-included surveys"
"EG18_3","EG18","3","2010s",2014,55,201,"All model-included surveys"
"EG19_1","EG19","1","1970s",1971,45,201,"All model-included surveys"
"EG19_2","EG19","2","1990s",1992,74,201,"All model-included surveys"
"EG19_3","EG19","3","2010s",2014,54,201,"All model-included surveys"
"EG21_1","EG21","1","1970s",1971,60,201,"All model-included surveys"
"EG21_2","EG21","2","1990s",1992,48,201,"All model-included surveys"
"EG21_3","EG21","3","2010s",2014,47,201,"All model-included surveys"
"EG22_1","EG22","1","1970s",1971,66,201,"All model-included surveys"
"EG22_2","EG22","2","1990s",1992,61,201,"All model-included surveys"
"EG22_3","EG22","3","2010s",2014,56,201,"All model-included surveys"
"EG23_1","EG23","1","1970s",1971,67,201,"All model-included surveys"
"EG23_2","EG23","2","1990s",1992,57,201,"All model-included surveys"
"EG23_3","EG23","3","2010s",2014,59,201,"All model-included surveys"
"EG24_1","EG24","1","1970s",1971,64,201,"All model-included surveys"
"EG24_2","EG24","2","1990s",1992,62,201,"All model-included surveys"
"EG24_3","EG24","3","2010s",2014,72,201,"All model-included surveys"
"EG25_1","EG25","1","1970s",1971,90,201,"All model-included surveys"
"EG25_2","EG25","2","1990s",1992,73,201,"All model-included surveys"
"EG25_3","EG25","3","2010s",2014,82,201,"All model-included surveys"
"EG26_1","EG26","1","1970s",1971,89,201,"All model-included surveys"
"EG26_2","EG26","2","1990s",1992,69,201,"All model-included surveys"
"EG26_3","EG26","3","2010s",2014,96,201,"All model-included surveys"
"EG27_1","EG27","1","1970s",1971,68,201,"All model-included surveys"
"EG27_3","EG27","3","2010s",2014,77,201,"All model-included surveys"
"EG30_1","EG30","1","1970s",1971,39,201,"All model-included surveys"
"EG30_2","EG30","2","1990s",1992,61,201,"All model-included surveys"
"EG30_3","EG30","3","2010s",2014,54,201,"All model-included surveys"
"EG40_1","EG40","1","1970s",1971,45,201,"All model-included surveys"
"EG40_2","EG40","2","1990s",1992,50,201,"All model-included surveys"
"EG40_3","EG40","3","2010s",2014,63,201,"All model-included surveys"
"EG41_1","EG41","1","1970s",1971,65,201,"All model-included surveys"
"EG41_2","EG41","2","1990s",1992,42,201,"All model-included surveys"
"EG41_3","EG41","3","2010s",2014,67,201,"All model-included surveys"
"EG42_1","EG42","1","1970s",1971,59,201,"All model-included surveys"
"EG42_2","EG42","2","1990s",1992,66,201,"All model-included surveys"
"EG42_3","EG42","3","2010s",2014,70,201,"All model-included surveys"
"EG76_1","EG76","1","1970s",1971,78,201,"All model-included surveys"
"EG76_2","EG76","2","1990s",1992,65,201,"All model-included surveys"
"EG76_3","EG76","3","2010s",2014,61,201,"All model-included surveys"
"EG77_1","EG77","1","1970s",1971,83,201,"All model-included surveys"
"EG77_2","EG77","2","1990s",1992,60,201,"All model-included surveys"
"EG77_3","EG77","3","2010s",2014,67,201,"All model-included surveys"
"EG84_1","EG84","1","1970s",1971,76,201,"All model-included surveys"
"EG84_2","EG84","2","1990s",1992,80,201,"All model-included surveys"
"EG84_3","EG84","3","2010s",2014,88,201,"All model-included surveys"
"EG85_1","EG85","1","1970s",1971,53,201,"All model-included surveys"
"EG85_2","EG85","2","1990s",1992,84,201,"All model-included surveys"
"EG85_3","EG85","3","2010s",2014,79,201,"All model-included surveys"
"EG86_1","EG86","1","1970s",1971,55,201,"All model-included surveys"
"EG86_2","EG86","2","1990s",1992,61,201,"All model-included surveys"
"EG86_3","EG86","3","2010s",2014,58,201,"All model-included surveys"
"EG87_1","EG87","1","1970s",1971,66,201,"All model-included surveys"
"EG87_2","EG87","2","1990s",1992,51,201,"All model-included surveys"
"EG87_3","EG87","3","2010s",2014,59,201,"All model-included surveys"
"EG88_1","EG88","1","1970s",1971,66,201,"All model-included surveys"
"EG88_2","EG88","2","1990s",1992,79,201,"All model-included surveys"
"EG88_3","EG88","3","2010s",2014,61,201,"All model-included surveys"
"EG89_1","EG89","1","1970s",1971,48,201,"All model-included surveys"
"EG89_2","EG89","2","1990s",1992,42,201,"All model-included surveys"
"EG89_3","EG89","3","2010s",2014,52,201,"All model-included surveys"
"EG94_1","EG94","1","1970s",1971,90,201,"All model-included surveys"
"EG94_2","EG94","2","1990s",1992,97,201,"All model-included surveys"
"EG94_3","EG94","3","2010s",2014,81,201,"All model-included surveys"
"EG95_1","EG95","1","1970s",1971,51,201,"All model-included surveys"
"EG95_2","EG95","2","1990s",1992,66,201,"All model-included surveys"
"EG95_3","EG95","3","2010s",2014,75,201,"All model-included surveys"
"EG96_1","EG96","1","1970s",1971,47,201,"All model-included surveys"
"EG96_2","EG96","2","1990s",1992,73,201,"All model-included surveys"
"EG96_3","EG96","3","2010s",2014,56,201,"All model-included surveys"
"EG97_1","EG97","1","1970s",1971,56,201,"All model-included surveys"
"EG97_2","EG97","2","1990s",1992,38,201,"All model-included surveys"
"EG97_3","EG97","3","2010s",2014,55,201,"All model-included surveys"
"EG98_1","EG98","1","1970s",1971,48,201,"All model-included surveys"
"EG98_2","EG98","2","1990s",1992,54,201,"All model-included surveys"
"EG98_3","EG98","3","2010s",2014,59,201,"All model-included surveys"
"EG99_1","EG99","1","1970s",1971,52,201,"All model-included surveys"
"EG99_2","EG99","2","1990s",1992,82,201,"All model-included surveys"
"EG99_3","EG99","3","2010s",2014,52,201,"All model-included surveys"
"EH08_1","EH08","1","1970s",1971,79,201,"All model-included surveys"
"EH08_2","EH08","2","1990s",1992,67,201,"All model-included surveys"
"EH08_3","EH08","3","2010s",2014,63,201,"All model-included surveys"
"EH09_1","EH09","1","1970s",1971,62,201,"All model-included surveys"
"EH09_2","EH09","2","1990s",1992,60,201,"All model-included surveys"
"EH09_3","EH09","3","2010s",2014,66,201,"All model-included surveys"
"EH13_1","EH13","1","1970s",1971,60,201,"All model-included surveys"
"EH13_2","EH13","2","1990s",1992,85,201,"All model-included surveys"
"EH13_3","EH13","3","2010s",2014,73,201,"All model-included surveys"
"EH14_1","EH14","1","1970s",1971,69,201,"All model-included surveys"
"EH14_2","EH14","2","1990s",1992,97,201,"All model-included surveys"
"EH14_3","EH14","3","2010s",2014,77,201,"All model-included surveys"
"EH15_1","EH15","1","1970s",1971,62,201,"All model-included surveys"
"EH15_2","EH15","2","1990s",1992,84,201,"All model-included surveys"
"EH15_3","EH15","3","2010s",2014,67,201,"All model-included surveys"
"EH16_1","EH16","1","1970s",1971,51,201,"All model-included surveys"
"EH16_2","EH16","2","1990s",1992,71,201,"All model-included surveys"
"EH16_3","EH16","3","2010s",2014,51,201,"All model-included surveys"
"EH17_1","EH17","1","1970s",1971,46,201,"All model-included surveys"
"EH17_2","EH17","2","1990s",1992,71,201,"All model-included surveys"
"EH17_3","EH17","3","2010s",2014,50,201,"All model-included surveys"
"EH23_1","EH23","1","1970s",1971,50,201,"All model-included surveys"
"EH23_2","EH23","2","1990s",1992,96,201,"All model-included surveys"
"EH23_3","EH23","3","2010s",2014,61,201,"All model-included surveys"
"EH24_1","EH24","1","1970s",1971,66,201,"All model-included surveys"
"EH24_2","EH24","2","1990s",1992,97,201,"All model-included surveys"
"EH24_3","EH24","3","2010s",2014,63,201,"All model-included surveys"
"EH25_1","EH25","1","1970s",1971,54,201,"All model-included surveys"
"EH25_2","EH25","2","1990s",1992,98,201,"All model-included surveys"
"EH25_3","EH25","3","2010s",2014,69,201,"All model-included surveys"
"EH26_1","EH26","1","1970s",1971,61,201,"All model-included surveys"
"EH26_2","EH26","2","1990s",1992,85,201,"All model-included surveys"
"EH26_3","EH26","3","2010s",2014,61,201,"All model-included surveys"
"EH27_1","EH27","1","1970s",1971,81,201,"All model-included surveys"
"EH27_2","EH27","2","1990s",1992,57,201,"All model-included surveys"
"EH27_3","EH27","3","2010s",2014,60,201,"All model-included surveys"
"EH28_1","EH28","1","1970s",1971,27,201,"All model-included surveys"
"EH28_2","EH28","2","1990s",1992,55,201,"All model-included surveys"
"EH28_3","EH28","3","2010s",2014,59,201,"All model-included surveys"
"EH37_1","EH37","1","1970s",1971,37,201,"All model-included surveys"
"EH37_2","EH37","2","1990s",1992,31,201,"All model-included surveys"
"EH37_3","EH37","3","2010s",2014,63,201,"All model-included surveys"
"EH38_1","EH38","1","1970s",1971,63,201,"All model-included surveys"
"EH38_2","EH38","2","1990s",1992,59,201,"All model-included surveys"
"EH38_3","EH38","3","2010s",2014,59,201,"All model-included surveys"
"EH39_1","EH39","1","1970s",1971,51,201,"All model-included surveys"
"EH39_2","EH39","2","1990s",1992,79,201,"All model-included surveys"
"EH39_3","EH39","3","2010s",2014,82,201,"All model-included surveys"
"EH49_1","EH49","1","1970s",1971,39,201,"All model-included surveys"
"EH49_2","EH49","2","1990s",1992,44,201,"All model-included surveys"
"EH49_3","EH49","3","2010s",2014,60,201,"All model-included surveys"
"EH54_1","EH54","1","1970s",1971,34,201,"All model-included surveys"
"EH54_2","EH54","2","1990s",1992,57,201,"All model-included surveys"
"EH54_3","EH54","3","2010s",2014,52,201,"All model-included surveys"
"EH64_1","EH64","1","1970s",1971,48,201,"All model-included surveys"
"EH64_2","EH64","2","1990s",1992,62,201,"All model-included surveys"
"EH64_3","EH64","3","2010s",2014,60,201,"All model-included surveys"
"EH66_1","EH66","1","1970s",1971,47,201,"All model-included surveys"
"EH66_2","EH66","2","1990s",1992,72,201,"All model-included surveys"
"EH66_3","EH66","3","2010s",2014,55,201,"All model-included surveys"
"EH67_1","EH67","1","1970s",1971,56,201,"All model-included surveys"
"EH67_2","EH67","2","1990s",1992,67,201,"All model-included surveys"
"EH67_3","EH67","3","2010s",2014,48,201,"All model-included surveys"
"EH73_1","EH73","1","1970s",1971,48,201,"All model-included surveys"
"EH73_2","EH73","2","1990s",1992,63,201,"All model-included surveys"
"EH73_3","EH73","3","2010s",2014,56,201,"All model-included surveys"
"EH74_1","EH74","1","1970s",1971,39,201,"All model-included surveys"
"EH74_2","EH74","2","1990s",1992,52,201,"All model-included surveys"
"EH74_3","EH74","3","2010s",2014,44,201,"All model-included surveys"
"EH75_1","EH75","1","1970s",1971,50,201,"All model-included surveys"
"EH75_2","EH75","2","1990s",1992,88,201,"All model-included surveys"
"EH75_3","EH75","3","2010s",2014,81,201,"All model-included surveys"
"EH76_2","EH76","2","1990s",1992,55,201,"All model-included surveys"
"EH76_3","EH76","3","2010s",2014,39,201,"All model-included surveys"
"EH77_1","EH77","1","1970s",1971,44,201,"All model-included surveys"
"EH77_2","EH77","2","1990s",1992,65,201,"All model-included surveys"
"EH77_3","EH77","3","2010s",2014,43,201,"All model-included surveys"
"EH78_1","EH78","1","1970s",1971,49,201,"All model-included surveys"
"EH78_2","EH78","2","1990s",1992,62,201,"All model-included surveys"
"EH78_3","EH78","3","2010s",2014,43,201,"All model-included surveys"
"EH83_1","EH83","1","1970s",1971,51,201,"All model-included surveys"
"EH83_2","EH83","2","1990s",1992,67,201,"All model-included surveys"
"EH83_3","EH83","3","2010s",2014,43,201,"All model-included surveys"
"EH84_1","EH84","1","1970s",1971,44,201,"All model-included surveys"
"EH84_2","EH84","2","1990s",1992,46,201,"All model-included surveys"
"EH84_3","EH84","3","2010s",2014,56,201,"All model-included surveys"
"EH85_1","EH85","1","1970s",1971,34,201,"All model-included surveys"
"EH85_2","EH85","2","1990s",1992,68,201,"All model-included surveys"
"EH85_3","EH85","3","2010s",2014,46,201,"All model-included surveys"
"EH86_2","EH86","2","1990s",1992,63,201,"All model-included surveys"
"EH86_3","EH86","3","2010s",2014,52,201,"All model-included surveys"
"EH87_1","EH87","1","1970s",1971,43,201,"All model-included surveys"
"EH87_2","EH87","2","1990s",1992,58,201,"All model-included surveys"
"EH87_3","EH87","3","2010s",2014,42,201,"All model-included surveys"
"EH88_1","EH88","1","1970s",1971,47,201,"All model-included surveys"
"EH88_2","EH88","2","1990s",1992,65,201,"All model-included surveys"
"EH88_3","EH88","3","2010s",2014,45,201,"All model-included surveys"
"EH92_1","EH92","1","1970s",1971,32,201,"All model-included surveys"
"EH92_2","EH92","2","1990s",1992,65,201,"All model-included surveys"
"EH92_3","EH92","3","2010s",2014,89,201,"All model-included surveys"
"EH93_1","EH93","1","1970s",1971,40,201,"All model-included surveys"
"EH93_2","EH93","2","1990s",1992,54,201,"All model-included surveys"
"EH93_3","EH93","3","2010s",2014,60,201,"All model-included surveys"
"EH94_1","EH94","1","1970s",1971,31,201,"All model-included surveys"
"EH94_2","EH94","2","1990s",1992,48,201,"All model-included surveys"
"EH94_3","EH94","3","2010s",2014,52,201,"All model-included surveys"
"EH95_1","EH95","1","1970s",1971,37,201,"All model-included surveys"
"EH95_2","EH95","2","1990s",1992,56,201,"All model-included surveys"
"EH95_3","EH95","3","2010s",2014,53,201,"All model-included surveys"
"EH96_1","EH96","1","1970s",1971,71,201,"All model-included surveys"
"EH96_2","EH96","2","1990s",1992,72,201,"All model-included surveys"
"EH96_3","EH96","3","2010s",2014,52,201,"All model-included surveys"
"EH97_1","EH97","1","1970s",1971,54,201,"All model-included surveys"
"EH97_2","EH97","2","1990s",1992,71,201,"All model-included surveys"
"EH97_3","EH97","3","2010s",2014,60,201,"All model-included surveys"
"FE00_1","FE00","1","1970s",1971,51,201,"All model-included surveys"
"FE00_2","FE00","2","1990s",1992,35,201,"All model-included surveys"
"FE00_3","FE00","3","2010s",2014,56,201,"All model-included surveys"
"FE10_1","FE10","1","1970s",1971,82,201,"All model-included surveys"
"FE10_2","FE10","2","1990s",1992,65,201,"All model-included surveys"
"FE10_3","FE10","3","2010s",2014,66,201,"All model-included surveys"
"FE20_1","FE20","1","1970s",1971,75,201,"All model-included surveys"
"FE20_2","FE20","2","1990s",1992,74,201,"All model-included surveys"
"FE20_3","FE20","3","2010s",2014,77,201,"All model-included surveys"
"FE30_1","FE30","1","1970s",1971,102,201,"All model-included surveys"
"FE30_2","FE30","2","1990s",1992,108,201,"All model-included surveys"
"FE30_3","FE30","3","2010s",2014,107,201,"All model-included surveys"
"FE40_1","FE40","1","1970s",1971,93,201,"All model-included surveys"
"FE40_2","FE40","2","1990s",1992,76,201,"All model-included surveys"
"FE40_3","FE40","3","2010s",2014,80,201,"All model-included surveys"
"FE60_1","FE60","1","1970s",1971,71,201,"All model-included surveys"
"FE60_2","FE60","2","1990s",1992,95,201,"All model-included surveys"
"FE60_3","FE60","3","2010s",2014,81,201,"All model-included surveys"
"FE61_1","FE61","1","1970s",1971,59,201,"All model-included surveys"
"FE61_2","FE61","2","1990s",1992,88,201,"All model-included surveys"
"FE61_3","FE61","3","2010s",2014,72,201,"All model-included surveys"
"FE71_1","FE71","1","1970s",1971,61,201,"All model-included surveys"
"FE71_2","FE71","2","1990s",1992,62,201,"All model-included surveys"
"FE71_3","FE71","3","2010s",2014,79,201,"All model-included surveys"
"FE72_1","FE72","1","1970s",1971,79,201,"All model-included surveys"
"FE72_2","FE72","2","1990s",1992,68,201,"All model-included surveys"
"FE72_3","FE72","3","2010s",2014,94,201,"All model-included surveys"
"FE80_1","FE80","1","1970s",1971,77,201,"All model-included surveys"
"FE80_2","FE80","2","1990s",1992,77,201,"All model-included surveys"
"FE80_3","FE80","3","2010s",2014,81,201,"All model-included surveys"
"FE81_1","FE81","1","1970s",1971,69,201,"All model-included surveys"
"FE81_2","FE81","2","1990s",1992,69,201,"All model-included surveys"
"FE81_3","FE81","3","2010s",2014,84,201,"All model-included surveys"
"FE82_1","FE82","1","1970s",1971,87,201,"All model-included surveys"
"FE82_2","FE82","2","1990s",1992,80,201,"All model-included surveys"
"FE82_3","FE82","3","2010s",2014,101,201,"All model-included surveys"
"FE83_1","FE83","1","1970s",1971,74,201,"All model-included surveys"
"FE83_2","FE83","2","1990s",1992,74,201,"All model-included surveys"
"FE83_3","FE83","3","2010s",2014,89,201,"All model-included surveys"
"FE90_1","FE90","1","1970s",1971,47,201,"All model-included surveys"
"FE90_2","FE90","2","1990s",1992,69,201,"All model-included surveys"
"FE90_3","FE90","3","2010s",2014,74,201,"All model-included surveys"
"FE91_1","FE91","1","1970s",1971,63,201,"All model-included surveys"
"FE91_2","FE91","2","1990s",1992,82,201,"All model-included surveys"
"FE91_3","FE91","3","2010s",2014,96,201,"All model-included surveys"
"FE92_1","FE92","1","1970s",1971,52,201,"All model-included surveys"
"FE92_2","FE92","2","1990s",1992,63,201,"All model-included surveys"
"FE92_3","FE92","3","2010s",2014,66,201,"All model-included surveys"
"FE93_1","FE93","1","1970s",1971,60,201,"All model-included surveys"
"FE93_2","FE93","2","1990s",1992,55,201,"All model-included surveys"
"FE93_3","FE93","3","2010s",2014,54,201,"All model-included surveys"
"FE94_1","FE94","1","1970s",1971,63,201,"All model-included surveys"
"FE94_2","FE94","2","1990s",1992,59,201,"All model-included surveys"
"FE94_3","FE94","3","2010s",2014,61,201,"All model-included surveys"
"FF00_1","FF00","1","1970s",1971,59,201,"All model-included surveys"
"FF00_2","FF00","2","1990s",1992,51,201,"All model-included surveys"
"FF00_3","FF00","3","2010s",2014,55,201,"All model-included surveys"
"FF01_1","FF01","1","1970s",1971,57,201,"All model-included surveys"
"FF01_2","FF01","2","1990s",1992,53,201,"All model-included surveys"
"FF01_3","FF01","3","2010s",2014,65,201,"All model-included surveys"
"FF02_1","FF02","1","1970s",1971,35,201,"All model-included surveys"
"FF02_2","FF02","2","1990s",1992,86,201,"All model-included surveys"
"FF02_3","FF02","3","2010s",2014,58,201,"All model-included surveys"
"FF03_1","FF03","1","1970s",1971,67,201,"All model-included surveys"
"FF03_2","FF03","2","1990s",1992,72,201,"All model-included surveys"
"FF03_3","FF03","3","2010s",2014,52,201,"All model-included surveys"
"FF04_1","FF04","1","1970s",1971,52,201,"All model-included surveys"
"FF04_2","FF04","2","1990s",1992,57,201,"All model-included surveys"
"FF04_3","FF04","3","2010s",2014,65,201,"All model-included surveys"
"FF05_1","FF05","1","1970s",1971,51,201,"All model-included surveys"
"FF05_2","FF05","2","1990s",1992,50,201,"All model-included surveys"
"FF05_3","FF05","3","2010s",2014,44,201,"All model-included surveys"
"FF06_1","FF06","1","1970s",1971,41,201,"All model-included surveys"
"FF06_2","FF06","2","1990s",1992,45,201,"All model-included surveys"
"FF06_3","FF06","3","2010s",2014,60,201,"All model-included surveys"
"FF07_1","FF07","1","1970s",1971,36,201,"All model-included surveys"
"FF07_2","FF07","2","1990s",1992,55,201,"All model-included surveys"
"FF07_3","FF07","3","2010s",2014,61,201,"All model-included surveys"
"FF08_1","FF08","1","1970s",1971,55,201,"All model-included surveys"
"FF08_2","FF08","2","1990s",1992,36,201,"All model-included surveys"
"FF08_3","FF08","3","2010s",2014,44,201,"All model-included surveys"
"FF10_1","FF10","1","1970s",1971,83,201,"All model-included surveys"
"FF10_2","FF10","2","1990s",1992,99,201,"All model-included surveys"
"FF10_3","FF10","3","2010s",2014,66,201,"All model-included surveys"
"FF11_1","FF11","1","1970s",1971,60,201,"All model-included surveys"
"FF11_3","FF11","3","2010s",2014,65,201,"All model-included surveys"
"FF12_1","FF12","1","1970s",1971,39,201,"All model-included surveys"
"FF12_2","FF12","2","1990s",1992,86,201,"All model-included surveys"
"FF12_3","FF12","3","2010s",2014,74,201,"All model-included surveys"
"FF13_1","FF13","1","1970s",1971,62,201,"All model-included surveys"
"FF13_2","FF13","2","1990s",1992,56,201,"All model-included surveys"
"FF13_3","FF13","3","2010s",2014,64,201,"All model-included surveys"
"FF14_1","FF14","1","1970s",1971,61,201,"All model-included surveys"
"FF14_2","FF14","2","1990s",1992,71,201,"All model-included surveys"
"FF14_3","FF14","3","2010s",2014,68,201,"All model-included surveys"
"FF15_1","FF15","1","1970s",1971,45,201,"All model-included surveys"
"FF15_2","FF15","2","1990s",1992,37,201,"All model-included surveys"
"FF15_3","FF15","3","2010s",2014,57,201,"All model-included surveys"
"FF16_1","FF16","1","1970s",1971,36,201,"All model-included surveys"
"FF16_2","FF16","2","1990s",1992,39,201,"All model-included surveys"
"FF16_3","FF16","3","2010s",2014,62,201,"All model-included surveys"
"FF17_1","FF17","1","1970s",1971,36,201,"All model-included surveys"
"FF17_2","FF17","2","1990s",1992,63,201,"All model-included surveys"
"FF17_3","FF17","3","2010s",2014,46,201,"All model-included surveys"
"FF18_1","FF18","1","1970s",1971,73,201,"All model-included surveys"
"FF18_2","FF18","2","1990s",1992,71,201,"All model-included surveys"
"FF18_3","FF18","3","2010s",2014,80,201,"All model-included surveys"
"FF19_1","FF19","1","1970s",1971,67,201,"All model-included surveys"
"FF19_2","FF19","2","1990s",1992,55,201,"All model-included surveys"
"FF19_3","FF19","3","2010s",2014,57,201,"All model-included surveys"
"FF20_1","FF20","1","1970s",1971,55,201,"All model-included surveys"
"FF20_3","FF20","3","2010s",2014,67,201,"All model-included surveys"
"FF21_1","FF21","1","1970s",1971,66,201,"All model-included surveys"
"FF21_2","FF21","2","1990s",1992,62,201,"All model-included surveys"
"FF21_3","FF21","3","2010s",2014,44,201,"All model-included surveys"
"FF22_1","FF22","1","1970s",1971,66,201,"All model-included surveys"
"FF22_2","FF22","2","1990s",1992,88,201,"All model-included surveys"
"FF22_3","FF22","3","2010s",2014,67,201,"All model-included surveys"
"FF23_1","FF23","1","1970s",1971,62,201,"All model-included surveys"
"FF23_2","FF23","2","1990s",1992,60,201,"All model-included surveys"
"FF23_3","FF23","3","2010s",2014,53,201,"All model-included surveys"
"FF24_1","FF24","1","1970s",1971,58,201,"All model-included surveys"
