"","order","family","genus","species","ssp"
"314","Anseriformes","Anatidae","Chloephaga","Chloephaga hybrida","Chloephaga hybrida malvinarum"
"315","Anseriformes","Anatidae","Chloephaga","Chloephaga poliocephala",NA
"316","Anseriformes","Anatidae","Chloephaga","Chloephaga rubidiceps",NA
"317","Anseriformes","Anatidae","Radjah","Radjah radjah",NA
"318","Anseriformes","Anatidae","Radjah","Radjah radjah","Radjah radjah radjah"
"319","Anseriformes","Anatidae","Radjah","Radjah radjah","Radjah radjah rufitergum"
"320","Anseriformes","Anatidae","Tadorna","Tadorna tadorna",NA
"321","Anseriformes","Anatidae","Tadorna","Tadorna ferruginea",NA
"322","Anseriformes","Anatidae","Tadorna","Tadorna cana",NA
"323","Anseriformes","Anatidae","Tadorna","Tadorna tadornoides",NA
"324","Anseriformes","Anatidae","Tadorna","Tadorna variegata",NA
"325","Anseriformes","Anatidae","Tadorna","Tadorna cristata",NA
"326","Anseriformes","Anatidae","Malacorhynchus","Malacorhynchus membranaceus",NA
"327","Anseriformes","Anatidae","Salvadorina","Salvadorina waigiuensis",NA
"328","Anseriformes","Anatidae","Cairina","Cairina moschata",NA
"329","Anseriformes","Anatidae","Asarcornis","Asarcornis scutulata",NA
"330","Anseriformes","Anatidae","Pteronetta","Pteronetta hartlaubii",NA
"331","Anseriformes","Anatidae","Aix","Aix sponsa",NA
"332","Anseriformes","Anatidae","Aix","Aix galericulata",NA
"333","Anseriformes","Anatidae","Chenonetta","Chenonetta jubata",NA
"334","Anseriformes","Anatidae","Nettapus","Nettapus auritus",NA
"335","Anseriformes","Anatidae","Nettapus","Nettapus coromandelianus",NA
"336","Anseriformes","Anatidae","Nettapus","Nettapus coromandelianus","Nettapus coromandelianus coromandelianus"
"337","Anseriformes","Anatidae","Nettapus","Nettapus coromandelianus","Nettapus coromandelianus albipennis"
"338","Anseriformes","Anatidae","Nettapus","Nettapus pulchellus",NA
"339","Anseriformes","Anatidae","Amazonetta","Amazonetta brasiliensis",NA
"340","Anseriformes","Anatidae","Amazonetta","Amazonetta brasiliensis","Amazonetta brasiliensis brasiliensis"
"341","Anseriformes","Anatidae","Amazonetta","Amazonetta brasiliensis","Amazonetta brasiliensis ipecutiri"
"342","Anseriformes","Anatidae","Callonetta","Callonetta leucophrys",NA
"343","Anseriformes","Anatidae","Lophonetta","Lophonetta specularioides",NA
"344","Anseriformes","Anatidae","Lophonetta","Lophonetta specularioides","Lophonetta specularioides alticola"
"345","Anseriformes","Anatidae","Lophonetta","Lophonetta specularioides","Lophonetta specularioides specularioides"
"346","Anseriformes","Anatidae","Speculanas","Speculanas specularis",NA
"347","Anseriformes","Anatidae","Sibirionetta","Sibirionetta formosa",NA
"348","Anseriformes","Anatidae","Spatula","Spatula querquedula",NA
"349","Anseriformes","Anatidae","Spatula","Spatula hottentota",NA
"350","Anseriformes","Anatidae","Spatula","Spatula puna",NA
"351","Anseriformes","Anatidae","Spatula","Spatula versicolor",NA
"352","Anseriformes","Anatidae","Spatula","Spatula versicolor","Spatula versicolor versicolor"
"353","Anseriformes","Anatidae","Spatula","Spatula versicolor","Spatula versicolor fretensis"
"354","Anseriformes","Anatidae","Spatula","Spatula platalea",NA
"355","Anseriformes","Anatidae","Spatula","Spatula cyanoptera",NA
"356","Anseriformes","Anatidae","Spatula","Spatula cyanoptera","Spatula cyanoptera septentrionalium"
"357","Anseriformes","Anatidae","Spatula","Spatula cyanoptera","Spatula cyanoptera tropica"
"358","Anseriformes","Anatidae","Spatula","Spatula cyanoptera","Spatula cyanoptera borreroi"
"359","Anseriformes","Anatidae","Spatula","Spatula cyanoptera","Spatula cyanoptera orinoma"
"360","Anseriformes","Anatidae","Spatula","Spatula cyanoptera","Spatula cyanoptera cyanoptera"
"361","Anseriformes","Anatidae","Spatula","Spatula discors",NA
"362","Anseriformes","Anatidae","Spatula","Spatula smithii",NA
"363","Anseriformes","Anatidae","Spatula","Spatula rhynchotis",NA
"364","Anseriformes","Anatidae","Spatula","Spatula clypeata",NA
"365","Anseriformes","Anatidae","Mareca","Mareca strepera",NA
"366","Anseriformes","Anatidae","Mareca","Mareca strepera","Mareca strepera strepera"
"367","Anseriformes","Anatidae","Mareca","Mareca strepera","Mareca strepera couesi"
"368","Anseriformes","Anatidae","Mareca","Mareca falcata",NA
"369","Anseriformes","Anatidae","Mareca","Mareca penelope",NA
"370","Anseriformes","Anatidae","Mareca","Mareca sibilatrix",NA
"371","Anseriformes","Anatidae","Mareca","Mareca americana",NA
"372","Anseriformes","Anatidae","Mareca","Mareca marecula",NA
"373","Anseriformes","Anatidae","Anas","Anas sparsa",NA
"374","Anseriformes","Anatidae","Anas","Anas sparsa","Anas sparsa leucostigma"
"375","Anseriformes","Anatidae","Anas","Anas sparsa","Anas sparsa sparsa"
"376","Anseriformes","Anatidae","Anas","Anas undulata",NA
"377","Anseriformes","Anatidae","Anas","Anas undulata","Anas undulata ruppelli"
"378","Anseriformes","Anatidae","Anas","Anas undulata","Anas undulata undulata"
"379","Anseriformes","Anatidae","Anas","Anas melleri",NA
"380","Anseriformes","Anatidae","Anas","Anas superciliosa",NA
"381","Anseriformes","Anatidae","Anas","Anas superciliosa","Anas superciliosa superciliosa"
"382","Anseriformes","Anatidae","Anas","Anas superciliosa","Anas superciliosa pelewensis"
"383","Anseriformes","Anatidae","Anas","Anas laysanensis",NA
"384","Anseriformes","Anatidae","Anas","Anas wyvilliana",NA
"385","Anseriformes","Anatidae","Anas","Anas luzonica",NA
"386","Anseriformes","Anatidae","Anas","Anas poecilorhyncha",NA
"387","Anseriformes","Anatidae","Anas","Anas poecilorhyncha","Anas poecilorhyncha poecilorhyncha"
"388","Anseriformes","Anatidae","Anas","Anas poecilorhyncha","Anas poecilorhyncha haringtoni"
"389","Anseriformes","Anatidae","Anas","Anas zonorhyncha",NA
"390","Anseriformes","Anatidae","Anas","Anas platyrhynchos",NA
"391","Anseriformes","Anatidae","Anas","Anas platyrhynchos","Anas platyrhynchos platyrhynchos"
"392","Anseriformes","Anatidae","Anas","Anas platyrhynchos","Anas platyrhynchos conboschas"
"393","Anseriformes","Anatidae","Anas","Anas fulvigula",NA
"394","Anseriformes","Anatidae","Anas","Anas fulvigula","Anas fulvigula fulvigula"
"395","Anseriformes","Anatidae","Anas","Anas fulvigula","Anas fulvigula maculosa"
"396","Anseriformes","Anatidae","Anas","Anas rubripes",NA
"397","Anseriformes","Anatidae","Anas","Anas diazi",NA
"398","Anseriformes","Anatidae","Anas","Anas capensis",NA
"399","Anseriformes","Anatidae","Anas","Anas bahamensis",NA
"400","Anseriformes","Anatidae","Anas","Anas bahamensis","Anas bahamensis bahamensis"
"401","Anseriformes","Anatidae","Anas","Anas bahamensis","Anas bahamensis rubrirostris"
"402","Anseriformes","Anatidae","Anas","Anas bahamensis","Anas bahamensis galapagensis"
"403","Anseriformes","Anatidae","Anas","Anas erythrorhyncha",NA
"404","Anseriformes","Anatidae","Anas","Anas georgica",NA
"405","Anseriformes","Anatidae","Anas","Anas georgica","Anas georgica niceforoi"
"406","Anseriformes","Anatidae","Anas","Anas georgica","Anas georgica spinicauda"
"407","Anseriformes","Anatidae","Anas","Anas georgica","Anas georgica georgica"
"408","Anseriformes","Anatidae","Anas","Anas eatoni",NA
"409","Anseriformes","Anatidae","Anas","Anas eatoni","Anas eatoni drygalskii"
"410","Anseriformes","Anatidae","Anas","Anas eatoni","Anas eatoni eatoni"
"411","Anseriformes","Anatidae","Anas","Anas acuta",NA
"412","Anseriformes","Anatidae","Anas","Anas crecca",NA
"413","Anseriformes","Anatidae","Anas","Anas carolinensis",NA
"414","Anseriformes","Anatidae","Anas","Anas flavirostris",NA
"415","Anseriformes","Anatidae","Anas","Anas flavirostris","Anas flavirostris oxyptera"
"416","Anseriformes","Anatidae","Anas","Anas flavirostris","Anas flavirostris flavirostris"
"417","Anseriformes","Anatidae","Anas","Anas andium",NA
"418","Anseriformes","Anatidae","Anas","Anas andium","Anas andium altipetens"
"419","Anseriformes","Anatidae","Anas","Anas andium","Anas andium andium"
"420","Anseriformes","Anatidae","Anas","Anas gibberifrons",NA
"421","Anseriformes","Anatidae","Anas","Anas albogularis",NA
"422","Anseriformes","Anatidae","Anas","Anas theodori",NA
"423","Anseriformes","Anatidae","Anas","Anas gracilis",NA
"424","Anseriformes","Anatidae","Anas","Anas gracilis","Anas gracilis gracilis"
"425","Anseriformes","Anatidae","Anas","Anas gracilis","Anas gracilis remissa"
"426","Anseriformes","Anatidae","Anas","Anas castanea",NA
"427","Anseriformes","Anatidae","Anas","Anas bernieri",NA
"428","Anseriformes","Anatidae","Anas","Anas chlorotis",NA
"429","Anseriformes","Anatidae","Anas","Anas aucklandica",NA
"430","Anseriformes","Anatidae","Anas","Anas nesiotis",NA
"431","Anseriformes","Anatidae","Marmaronetta","Marmaronetta angustirostris",NA
"432","Anseriformes","Anatidae","Rhodonessa","Rhodonessa caryophyllacea",NA
"433","Anseriformes","Anatidae","Netta","Netta rufina",NA
"434","Anseriformes","Anatidae","Netta","Netta peposaca",NA
"435","Anseriformes","Anatidae","Netta","Netta erythrophthalma",NA
"436","Anseriformes","Anatidae","Netta","Netta erythrophthalma","Netta erythrophthalma brunnea"
"437","Anseriformes","Anatidae","Netta","Netta erythrophthalma","Netta erythrophthalma erythrophthalma"
"438","Anseriformes","Anatidae","Aythya","Aythya valisineria",NA
"439","Anseriformes","Anatidae","Aythya","Aythya americana",NA
"440","Anseriformes","Anatidae","Aythya","Aythya ferina",NA
"441","Anseriformes","Anatidae","Aythya","Aythya australis",NA
"442","Anseriformes","Anatidae","Aythya","Aythya innotata",NA
"443","Anseriformes","Anatidae","Aythya","Aythya baeri",NA
"444","Anseriformes","Anatidae","Aythya","Aythya nyroca",NA
"445","Anseriformes","Anatidae","Aythya","Aythya novaeseelandiae",NA
"446","Anseriformes","Anatidae","Aythya","Aythya collaris",NA
"447","Anseriformes","Anatidae","Aythya","Aythya fuligula",NA
"448","Anseriformes","Anatidae","Aythya","Aythya marila",NA
"449","Anseriformes","Anatidae","Aythya","Aythya marila","Aythya marila marila"
"450","Anseriformes","Anatidae","Aythya","Aythya marila","Aythya marila nearctica"
"451","Anseriformes","Anatidae","Aythya","Aythya affinis",NA
"452","Anseriformes","Anatidae","Polysticta","Polysticta stelleri",NA
"453","Anseriformes","Anatidae","Camptorhynchus","Camptorhynchus labradorius",NA
"454","Anseriformes","Anatidae","Somateria","Somateria fischeri",NA
"455","Anseriformes","Anatidae","Somateria","Somateria spectabilis",NA
"456","Anseriformes","Anatidae","Somateria","Somateria mollissima",NA
"457","Anseriformes","Anatidae","Somateria","Somateria mollissima","Somateria mollissima v-nigrum"
"458","Anseriformes","Anatidae","Somateria","Somateria mollissima","Somateria mollissima borealis"
"459","Anseriformes","Anatidae","Somateria","Somateria mollissima","Somateria mollissima sedentaria"
"460","Anseriformes","Anatidae","Somateria","Somateria mollissima","Somateria mollissima dresseri"
"461","Anseriformes","Anatidae","Somateria","Somateria mollissima","Somateria mollissima faeroeensis"
"462","Anseriformes","Anatidae","Somateria","Somateria mollissima","Somateria mollissima mollissima"
"463","Anseriformes","Anatidae","Histrionicus","Histrionicus histrionicus",NA
"464","Anseriformes","Anatidae","Melanitta","Melanitta perspicillata",NA
"465","Anseriformes","Anatidae","Melanitta","Melanitta fusca",NA
"466","Anseriformes","Anatidae","Melanitta","Melanitta deglandi",NA
"467","Anseriformes","Anatidae","Melanitta","Melanitta stejnegeri",NA
"468","Anseriformes","Anatidae","Melanitta","Melanitta nigra",NA
"469","Anseriformes","Anatidae","Melanitta","Melanitta americana",NA
"470","Anseriformes","Anatidae","Clangula","Clangula hyemalis",NA
"471","Anseriformes","Anatidae","Bucephala","Bucephala albeola",NA
"472","Anseriformes","Anatidae","Bucephala","Bucephala clangula",NA
"473","Anseriformes","Anatidae","Bucephala","Bucephala clangula","Bucephala clangula clangula"
"474","Anseriformes","Anatidae","Bucephala","Bucephala clangula","Bucephala clangula americana"
"475","Anseriformes","Anatidae","Bucephala","Bucephala islandica",NA
"476","Anseriformes","Anatidae","Mergellus","Mergellus albellus",NA
"477","Anseriformes","Anatidae","Lophodytes","Lophodytes cucullatus",NA
"478","Anseriformes","Anatidae","Mergus","Mergus australis",NA
"479","Anseriformes","Anatidae","Mergus","Mergus octosetaceus",NA
"480","Anseriformes","Anatidae","Mergus","Mergus merganser",NA
"481","Anseriformes","Anatidae","Mergus","Mergus merganser","Mergus merganser merganser"
"482","Anseriformes","Anatidae","Mergus","Mergus merganser","Mergus merganser orientalis"
"483","Anseriformes","Anatidae","Mergus","Mergus merganser","Mergus merganser americanus"
"484","Anseriformes","Anatidae","Mergus","Mergus serrator",NA
"485","Anseriformes","Anatidae","Mergus","Mergus squamatus",NA
"486","Anseriformes","Anatidae","Heteronetta","Heteronetta atricapilla",NA
"487","Anseriformes","Anatidae","Nomonyx","Nomonyx dominicus",NA
"488","Anseriformes","Anatidae","Oxyura","Oxyura jamaicensis",NA
"489","Anseriformes","Anatidae","Oxyura","Oxyura ferruginea",NA
"490","Anseriformes","Anatidae","Oxyura","Oxyura ferruginea","Oxyura ferruginea ferruginea"
"491","Anseriformes","Anatidae","Oxyura","Oxyura ferruginea","Oxyura ferruginea andina"
"492","Anseriformes","Anatidae","Oxyura","Oxyura vittata",NA
"493","Anseriformes","Anatidae","Oxyura","Oxyura australis",NA
"494","Anseriformes","Anatidae","Oxyura","Oxyura maccoa",NA
"495","Anseriformes","Anatidae","Oxyura","Oxyura leucocephala",NA
"496","Anseriformes","Anatidae","Biziura","Biziura lobata",NA
"497","Anseriformes","Anatidae","Biziura","Biziura lobata","Biziura lobata lobata"
"498","Anseriformes","Anatidae","Biziura","Biziura lobata","Biziura lobata menziesi"
"499","Galliformes","Megapodiidae","Alectura","Alectura lathami",NA
"500","Galliformes","Megapodiidae","Alectura","Alectura lathami","Alectura lathami purpureicollis"
"501","Galliformes","Megapodiidae","Alectura","Alectura lathami","Alectura lathami lathami"
"502","Galliformes","Megapodiidae","Aepypodius","Aepypodius arfakianus",NA
"503","Galliformes","Megapodiidae","Aepypodius","Aepypodius arfakianus","Aepypodius arfakianus arfakianus"
"504","Galliformes","Megapodiidae","Aepypodius","Aepypodius arfakianus","Aepypodius arfakianus misoliensis"
"505","Galliformes","Megapodiidae","Aepypodius","Aepypodius bruijnii",NA
"506","Galliformes","Megapodiidae","Talegalla","Talegalla cuvieri",NA
"507","Galliformes","Megapodiidae","Talegalla","Talegalla fuscirostris",NA
"508","Galliformes","Megapodiidae","Talegalla","Talegalla jobiensis",NA
"509","Galliformes","Megapodiidae","Talegalla","Talegalla jobiensis","Talegalla jobiensis jobiensis"
"510","Galliformes","Megapodiidae","Talegalla","Talegalla jobiensis","Talegalla jobiensis longicaudus"
"511","Galliformes","Megapodiidae","Leipoa","Leipoa ocellata",NA
"512","Galliformes","Megapodiidae","Macrocephalon","Macrocephalon maleo",NA
"513","Galliformes","Megapodiidae","Eulipoa","Eulipoa wallacei",NA
"514","Galliformes","Megapodiidae","Megapodius","Megapodius pritchardii",NA
"515","Galliformes","Megapodiidae","Megapodius","Megapodius laperouse",NA
"516","Galliformes","Megapodiidae","Megapodius","Megapodius laperouse","Megapodius laperouse senex"
"517","Galliformes","Megapodiidae","Megapodius","Megapodius laperouse","Megapodius laperouse laperouse"
"518","Galliformes","Megapodiidae","Megapodius","Megapodius nicobariensis",NA
"519","Galliformes","Megapodiidae","Megapodius","Megapodius nicobariensis","Megapodius nicobariensis nicobariensis"
"520","Galliformes","Megapodiidae","Megapodius","Megapodius nicobariensis","Megapodius nicobariensis abbotti"
"521","Galliformes","Megapodiidae","Megapodius","Megapodius cumingii",NA
"522","Galliformes","Megapodiidae","Megapodius","Megapodius cumingii","Megapodius cumingii cumingii"
"523","Galliformes","Megapodiidae","Megapodius","Megapodius cumingii","Megapodius cumingii dillwyni"
"524","Galliformes","Megapodiidae","Megapodius","Megapodius cumingii","Megapodius cumingii pusillus"
"525","Galliformes","Megapodiidae","Megapodius","Megapodius cumingii","Megapodius cumingii tabon"
"526","Galliformes","Megapodiidae","Megapodius","Megapodius cumingii","Megapodius cumingii gilbertii"
"527","Galliformes","Megapodiidae","Megapodius","Megapodius cumingii","Megapodius cumingii sanghirensis"
"528","Galliformes","Megapodiidae","Megapodius","Megapodius cumingii","Megapodius cumingii talautensis"
"529","Galliformes","Megapodiidae","Megapodius","Megapodius bernsteinii",NA
"530","Galliformes","Megapodiidae","Megapodius","Megapodius tenimberensis",NA
"531","Galliformes","Megapodiidae","Megapodius","Megapodius freycinet",NA
"532","Galliformes","Megapodiidae","Megapodius","Megapodius freycinet","Megapodius freycinet quoyii"
"533","Galliformes","Megapodiidae","Megapodius","Megapodius freycinet","Megapodius freycinet freycinet"
"534","Galliformes","Megapodiidae","Megapodius","Megapodius freycinet","Megapodius freycinet oustaleti"
"535","Galliformes","Megapodiidae","Megapodius","Megapodius freycinet","Megapodius freycinet forsteni"
"536","Galliformes","Megapodiidae","Megapodius","Megapodius freycinet","Megapodius freycinet buruensis"
"537","Galliformes","Megapodiidae","Megapodius","Megapodius geelvinkianus",NA
"538","Galliformes","Megapodiidae","Megapodius","Megapodius eremita",NA
"539","Galliformes","Megapodiidae","Megapodius","Megapodius layardi",NA
"540","Galliformes","Megapodiidae","Megapodius","Megapodius decollatus",NA
"541","Galliformes","Megapodiidae","Megapodius","Megapodius reinwardt",NA
"542","Galliformes","Megapodiidae","Megapodius","Megapodius reinwardt","Megapodius reinwardt reinwardt"
"543","Galliformes","Megapodiidae","Megapodius","Megapodius reinwardt","Megapodius reinwardt macgillivrayi"
"544","Galliformes","Megapodiidae","Megapodius","Megapodius reinwardt","Megapodius reinwardt tumulus"
