bioregion,species,species_label,species_weight,rank_in_cluster,thermal_group,migratory_strategy,foraging_guild,variable,scaled_vp,variable_label,effect_size,supported,effect_sign,effect_direction,weighted_scaled_vp,weighted_supported_vp,weighted_signed_vp,effect_sign_label
Cluster 3,Accipiter_nisus,Accipiter nisus,0.007217295490071626,64,medium,sedentary and short-distance,Diurnal raptors,perc_grass_shrub,0.004031985681903343,Grass/Shrubland (% coverage),1.427862860194557,TRUE,1,Positive,2.9100032078034367e-5,2.9100032078034367e-5,2.9100032078034367e-5,+
Cluster 3,Aegithalos_caudatus,Aegithalos caudatus,0.007214053753402072,65,warm,sedentary,Tit-like birds,tmean_breeding,0.01278433905582197,Temperature,-0.9862163350785551,TRUE,-1,Negative,9.222690915041719e-5,9.222690915041719e-5,-9.222690915041719e-5,-
Cluster 3,Aegithalos_caudatus,Aegithalos caudatus,0.007214053753402072,65,warm,sedentary,Tit-like birds,prec_breeding,0.0252625101182636,Precipitation,-0.02255128160711724,TRUE,-1,Negative,1.8224510593901734e-4,1.8224510593901734e-4,-1.8224510593901734e-4,-
Cluster 3,Aegithalos_caudatus,Aegithalos caudatus,0.007214053753402072,65,warm,sedentary,Tit-like birds,hh,0.007162738285752993,Land-use heterogeneity,0.5881712292293647,TRUE,1,Positive,5.167237901497311e-5,5.167237901497311e-5,5.167237901497311e-5,+
Cluster 3,Aegithalos_caudatus,Aegithalos caudatus,0.007214053753402072,65,warm,sedentary,Tit-like birds,perc_forest,0.032251101164369134,Forest (% coverage),1.929170322930999,TRUE,1,Positive,2.326611774061671e-4,2.326611774061671e-4,2.326611774061671e-4,+
Cluster 3,Falco_tinnunculus,Falco tinnunculus,0.007144503804671954,66,warm,sedentary and short-distance,Diurnal raptors,tmean_breeding,0.0026060212804847665,Temperature,0.4905904136149224,TRUE,1,Positive,1.861872895347949e-5,1.861872895347949e-5,1.861872895347949e-5,+
Cluster 3,Falco_tinnunculus,Falco tinnunculus,0.007144503804671954,66,warm,sedentary and short-distance,Diurnal raptors,perc_urban,0.004358606335360705,Urban (% coverage),0.9279038907909911,TRUE,1,Positive,3.114007954605184e-5,3.114007954605184e-5,3.114007954605184e-5,+
Cluster 3,Falco_tinnunculus,Falco tinnunculus,0.007144503804671954,66,warm,sedentary and short-distance,Diurnal raptors,perc_pasture,0.006204512742799619,Pasture (% coverage),1.555638812386764,TRUE,1,Positive,4.4328164897067504e-5,4.4328164897067504e-5,4.4328164897067504e-5,+
Cluster 3,Falco_tinnunculus,Falco tinnunculus,0.007144503804671954,66,warm,sedentary and short-distance,Diurnal raptors,perc_forest,0.007046184900322437,Forest (% coverage),1.032662683730159,TRUE,1,Positive,5.0341494828775724e-5,5.0341494828775724e-5,5.0341494828775724e-5,+
Cluster 3,Ficedula_hypoleuca,Ficedula hypoleuca,0.007039317177624373,67,very cold,long-distance,Flycatchers,tmean_breeding,0.017950817485542007,Temperature,-1.038385203357139,TRUE,-1,Negative,1.263614978783758e-4,1.263614978783758e-4,-1.263614978783758e-4,-
Cluster 3,Ficedula_hypoleuca,Ficedula hypoleuca,0.007039317177624373,67,very cold,long-distance,Flycatchers,prec_breeding,0.03972367682625266,Precipitation,-0.02489568517518553,TRUE,-1,Negative,2.7962756064143964e-4,2.7962756064143964e-4,-2.7962756064143964e-4,-
Cluster 3,Ficedula_hypoleuca,Ficedula hypoleuca,0.007039317177624373,67,very cold,long-distance,Flycatchers,perc_urban,0.01067636086367022,Urban (% coverage),1.087864484352799,TRUE,1,Positive,7.515429042215036e-5,7.515429042215036e-5,7.515429042215036e-5,+
Cluster 3,Ficedula_hypoleuca,Ficedula hypoleuca,0.007039317177624373,67,very cold,long-distance,Flycatchers,perc_forest,0.01905909408889211,Forest (% coverage),1.273275142141022,TRUE,1,Positive,1.341630084098974e-4,1.341630084098974e-4,1.341630084098974e-4,+
Cluster 3,Lanius_collurio,Lanius collurio,0.006352323436197086,68,warm,long-distance,Shrikes,tmean_breeding,0.006979533788794066,Temperature,-0.6241230199993947,TRUE,-1,Negative,4.433625606028599e-5,4.433625606028599e-5,-4.433625606028599e-5,-
Cluster 3,Lanius_collurio,Lanius collurio,0.006352323436197086,68,warm,long-distance,Shrikes,prec_breeding,0.02364182172788681,Precipitation,-0.01915466329780471,TRUE,-1,Negative,1.5018049823644887e-4,1.5018049823644887e-4,-1.5018049823644887e-4,-
Cluster 3,Lanius_collurio,Lanius collurio,0.006352323436197086,68,warm,long-distance,Shrikes,hh,0.0118256443620554,Land-use heterogeneity,0.7053759072596517,TRUE,1,Positive,7.512031782921645e-5,7.512031782921645e-5,7.512031782921645e-5,+
Cluster 3,Lanius_collurio,Lanius collurio,0.006352323436197086,68,warm,long-distance,Shrikes,perc_urban,0.006565740148439604,Urban (% coverage),-0.7995455384737484,TRUE,-1,Negative,4.1707705020913034e-5,4.1707705020913034e-5,-4.1707705020913034e-5,-
Cluster 3,Lanius_collurio,Lanius collurio,0.006352323436197086,68,warm,long-distance,Shrikes,perc_pasture,0.0031314883933124442,Pasture (% coverage),0.7608744213382479,TRUE,1,Positive,1.98922271110178e-5,1.98922271110178e-5,1.98922271110178e-5,+
Cluster 3,Lanius_collurio,Lanius collurio,0.006352323436197086,68,warm,long-distance,Shrikes,perc_forest,0.030096936315927986,Forest (% coverage),1.643597331338816,TRUE,1,Positive,1.9118547391740054e-4,1.9118547391740054e-4,1.9118547391740054e-4,+
Cluster 3,Apus_apus,Apus apus,0.006185625880069523,69,warm,long-distance,Aerial insectivores,tmean_breeding,0.002404784108854153,Temperature,0.5064379001097064,TRUE,1,Positive,1.4875094819708174e-5,1.4875094819708174e-5,1.4875094819708174e-5,+
Cluster 3,Apus_apus,Apus apus,0.006185625880069523,69,warm,long-distance,Aerial insectivores,hh,0.004925896916109992,Land-use heterogeneity,-0.6125149956447554,TRUE,-1,Negative,3.0469755446844613e-5,3.0469755446844613e-5,-3.0469755446844613e-5,-
Cluster 3,Apus_apus,Apus apus,0.006185625880069523,69,warm,long-distance,Aerial insectivores,perc_urban,0.04124783975057954,Urban (% coverage),3.15345318054991,TRUE,1,Positive,2.551437050581452e-4,2.551437050581452e-4,2.551437050581452e-4,+
Cluster 3,Apus_apus,Apus apus,0.006185625880069523,69,warm,long-distance,Aerial insectivores,perc_cropland,0.009066852745691929,Cropland (% coverage),0.6177349432736039,TRUE,1,Positive,5.60841589945314e-5,5.60841589945314e-5,5.60841589945314e-5,+
Cluster 3,Apus_apus,Apus apus,0.006185625880069523,69,warm,long-distance,Aerial insectivores,perc_forest,0.005583195205121032,Forest (% coverage),0.9902248773277185,TRUE,1,Positive,3.453555675427672e-5,3.453555675427672e-5,3.453555675427672e-5,+
Cluster 3,Lophophanes_cristatus,Lophophanes cristatus,0.00546257857155457,70,cold,sedentary,Tit-like birds,tmean_breeding,0.003485616184706543,Temperature,0.6349613269908804,TRUE,1,Positive,1.904045227924176e-5,1.904045227924176e-5,1.904045227924176e-5,+
Cluster 3,Lophophanes_cristatus,Lophophanes cristatus,0.00546257857155457,70,cold,sedentary,Tit-like birds,hh,0.00460026125981249,Land-use heterogeneity,0.6220467208948877,TRUE,1,Positive,2.5129288581404337e-5,2.5129288581404337e-5,2.5129288581404337e-5,+
Cluster 3,Lophophanes_cristatus,Lophophanes cristatus,0.00546257857155457,70,cold,sedentary,Tit-like birds,perc_forest,0.013487478890877471,Forest (% coverage),1.594589767890684,TRUE,1,Positive,7.367641317360188e-5,7.367641317360188e-5,7.367641317360188e-5,+
Cluster 3,Coccothraustes_coccothraustes,Coccothraustes coccothraustes,0.005070383779375464,71,warm,sedentary,Passerine seedeaters,perc_urban,0.016391987873683695,Urban (% coverage),2.082449646156946,TRUE,1,Positive,8.31136694264451e-5,8.31136694264451e-5,8.31136694264451e-5,+
Cluster 3,Coccothraustes_coccothraustes,Coccothraustes coccothraustes,0.005070383779375464,71,warm,sedentary,Passerine seedeaters,perc_cropland,0.00587569527611388,Cropland (% coverage),0.5220416964807498,TRUE,1,Positive,2.9792030020560855e-5,2.9792030020560855e-5,2.9792030020560855e-5,+
Cluster 3,Coccothraustes_coccothraustes,Coccothraustes coccothraustes,0.005070383779375464,71,warm,sedentary,Passerine seedeaters,perc_forest,0.023272662946881094,Forest (% coverage),2.16426060295839,TRUE,1,Positive,1.1800133270873828e-4,1.1800133270873828e-4,1.1800133270873828e-4,+
Cluster 3,Podiceps_cristatus,Podiceps cristatus,0.004905459883600617,72,warm,short-distance,Aquatic pursuers,hh,0.00990934711339922,Land-use heterogeneity,0.8821953808649744,TRUE,1,Positive,4.860990473745345e-5,4.860990473745345e-5,4.860990473745345e-5,+
Cluster 3,Podiceps_cristatus,Podiceps cristatus,0.004905459883600617,72,warm,short-distance,Aquatic pursuers,perc_urban,0.003935650149218199,Urban (% coverage),0.8939895669265708,TRUE,1,Positive,1.9306173922876658e-5,1.9306173922876658e-5,1.9306173922876658e-5,+
Cluster 3,Podiceps_cristatus,Podiceps cristatus,0.004905459883600617,72,warm,short-distance,Aquatic pursuers,perc_pasture,0.003047013015954032,Pasture (% coverage),1.076419052588603,TRUE,1,Positive,1.4947000114571431e-5,1.4947000114571431e-5,1.4947000114571431e-5,+
Cluster 3,Podiceps_cristatus,Podiceps cristatus,0.004905459883600617,72,warm,short-distance,Aquatic pursuers,perc_forest,0.014309678196288415,Forest (% coverage),1.560284679801925,TRUE,1,Positive,7.019555233912726e-5,7.019555233912726e-5,7.019555233912726e-5,+
Cluster 3,Podiceps_cristatus,Podiceps cristatus,0.004905459883600617,72,warm,short-distance,Aquatic pursuers,perc_grass_shrub,0.005302033026707732,Grass/Shrubland (% coverage),1.89356916455185,TRUE,1,Positive,2.6008910314040337e-5,2.6008910314040337e-5,2.6008910314040337e-5,+
Cluster 3,Turdus_viscivorus,Turdus viscivorus,0.004447409743083772,73,medium,short-distance,Thrushes,tmean_breeding,0.00570381395960709,Temperature,0.6586249607561024,TRUE,1,Positive,2.53671977766938e-5,2.53671977766938e-5,2.53671977766938e-5,+
Cluster 3,Turdus_viscivorus,Turdus viscivorus,0.004447409743083772,73,medium,short-distance,Thrushes,prec_breeding,0.017728098409288528,Precipitation,0.01882665364893241,TRUE,1,Positive,7.884411759181772e-5,7.884411759181772e-5,7.884411759181772e-5,+
Cluster 3,Turdus_viscivorus,Turdus viscivorus,0.004447409743083772,73,medium,short-distance,Thrushes,perc_forest,0.04790578947575391,Forest (% coverage),2.41225561201663,TRUE,1,Positive,2.1305667486458797e-4,2.1305667486458797e-4,2.1305667486458797e-4,+
Cluster 3,Tringa_totanus,Tringa totanus,0.004348535163823302,74,cold,short-distance,Scolopacids,tmean_breeding,0.06426743661115486,Temperature,2.634270196519683,TRUE,1,Positive,2.79469207992392e-4,2.79469207992392e-4,2.79469207992392e-4,+
Cluster 3,Tringa_totanus,Tringa totanus,0.004348535163823302,74,cold,short-distance,Scolopacids,prec_breeding,0.048555210373984886,Precipitation,-0.0357158851739873,TRUE,-1,Negative,2.1114403969811125e-4,2.1114403969811125e-4,-2.1114403969811125e-4,-
Cluster 3,Tringa_totanus,Tringa totanus,0.004348535163823302,74,cold,short-distance,Scolopacids,hh,0.02848671566989618,Land-use heterogeneity,1.454605643298853,TRUE,1,Positive,1.238754847923798e-4,1.238754847923798e-4,1.238754847923798e-4,+
Cluster 3,Tringa_totanus,Tringa totanus,0.004348535163823302,74,cold,short-distance,Scolopacids,perc_urban,0.015780024220369174,Urban (% coverage),-1.761514212078621,TRUE,-1,Negative,6.861999020825873e-5,6.861999020825873e-5,-6.861999020825873e-5,-
Cluster 3,Tringa_totanus,Tringa totanus,0.004348535163823302,74,cold,short-distance,Scolopacids,perc_cropland,0.019231225767261023,Cropland (% coverage),-0.8116721838979988,TRUE,-1,Negative,8.362766149235932e-5,8.362766149235932e-5,-8.362766149235932e-5,-
Cluster 3,Tringa_totanus,Tringa totanus,0.004348535163823302,74,cold,short-distance,Scolopacids,perc_pasture,0.003619575138325323,Pasture (% coverage),1.063607181821004,TRUE,1,Positive,1.573984976710826e-5,1.573984976710826e-5,1.573984976710826e-5,+
Cluster 3,Tringa_totanus,Tringa totanus,0.004348535163823302,74,cold,short-distance,Scolopacids,perc_forest,0.021821552689603535,Forest (% coverage),-1.796787409440811,TRUE,-1,Negative,9.489178919996392e-5,9.489178919996392e-5,-9.489178919996392e-5,-
Cluster 3,Tringa_totanus,Tringa totanus,0.004348535163823302,74,cold,short-distance,Scolopacids,perc_grass_shrub,0.004337250806457625,Grass/Shrubland (% coverage),-1.597913302274686,TRUE,-1,Negative,1.8860687646201956e-5,1.8860687646201956e-5,-1.8860687646201956e-5,-
Cluster 3,Chroicocephalus_ridibundus,Chroicocephalus ridibundus,0.004325970086633713,75,cold,short-distance,Gulls,perc_urban,0.006584418852397176,Urban (% coverage),-0.8517385148713038,TRUE,-1,Negative,2.8483998993337267e-5,2.8483998993337267e-5,-2.8483998993337267e-5,-
Cluster 3,Chroicocephalus_ridibundus,Chroicocephalus ridibundus,0.004325970086633713,75,cold,short-distance,Gulls,perc_cropland,0.011564106253951,Cropland (% coverage),-0.491884343807744,TRUE,-1,Negative,5.002597773324588e-5,5.002597773324588e-5,-5.002597773324588e-5,-
Cluster 3,Chroicocephalus_ridibundus,Chroicocephalus ridibundus,0.004325970086633713,75,cold,short-distance,Gulls,perc_grass_shrub,0.008477073484352875,Grass/Shrubland (% coverage),1.714855360526643,TRUE,1,Positive,3.6671566315506366e-5,3.6671566315506366e-5,3.6671566315506366e-5,+
Cluster 3,Oenanthe_oenanthe,Oenanthe oenanthe,0.0042193598377446495,76,cold,long-distance,Low flycatching feeders,tmean_breeding,0.003995857349514107,Temperature,-0.4724741780583065,TRUE,-1,Negative,1.685996001789661e-5,1.685996001789661e-5,-1.685996001789661e-5,-
Cluster 3,Oenanthe_oenanthe,Oenanthe oenanthe,0.0042193598377446495,76,cold,long-distance,Low flycatching feeders,prec_breeding,0.023521335660332685,Precipitation,-0.01922832427870576,TRUE,-1,Negative,9.924497901531875e-5,9.924497901531875e-5,-9.924497901531875e-5,-
Cluster 3,Oenanthe_oenanthe,Oenanthe oenanthe,0.0042193598377446495,76,cold,long-distance,Low flycatching feeders,perc_urban,0.008189515937168,Urban (% coverage),0.9451914445188756,TRUE,1,Positive,3.45545146358564e-5,3.45545146358564e-5,3.45545146358564e-5,+
Cluster 3,Oenanthe_oenanthe,Oenanthe oenanthe,0.0042193598377446495,76,cold,long-distance,Low flycatching feeders,perc_cropland,0.020325983033780057,Cropland (% coverage),-0.6684764685318672,TRUE,-1,Negative,8.576263647541072e-5,8.576263647541072e-5,-8.576263647541072e-5,-
Cluster 3,Oenanthe_oenanthe,Oenanthe oenanthe,0.0042193598377446495,76,cold,long-distance,Low flycatching feeders,perc_pasture,0.0066796502818959784,Pasture (% coverage),1.197134331157317,TRUE,1,Positive,2.8183848129611617e-5,2.8183848129611617e-5,2.8183848129611617e-5,+
Cluster 3,Oenanthe_oenanthe,Oenanthe oenanthe,0.0042193598377446495,76,cold,long-distance,Low flycatching feeders,perc_forest,0.005408053017369756,Forest (% coverage),-0.6548654624243078,TRUE,-1,Negative,2.2818521701883717e-5,2.2818521701883717e-5,-2.2818521701883717e-5,-
Cluster 3,Corvus_frugilegus,Corvus frugilegus,0.0041899800222111126,77,warm,sedentary,Omnivorous corvids,tmean_breeding,0.026544461043781897,Temperature,-1.268538195740197,TRUE,-1,Negative,1.1122076147380728e-4,1.1122076147380728e-4,-1.1122076147380728e-4,-
Cluster 3,Corvus_frugilegus,Corvus frugilegus,0.0041899800222111126,77,warm,sedentary,Omnivorous corvids,prec_breeding,0.021378086486184743,Precipitation,-0.01775129617763156,TRUE,-1,Negative,8.957375529021544e-5,8.957375529021544e-5,-8.957375529021544e-5,-
Cluster 3,Corvus_frugilegus,Corvus frugilegus,0.0041899800222111126,77,warm,sedentary,Omnivorous corvids,perc_urban,0.016543293288975438,Urban (% coverage),1.364127025043732,TRUE,1,Positive,6.931606838238626e-5,6.931606838238626e-5,6.931606838238626e-5,+
Cluster 3,Corvus_frugilegus,Corvus frugilegus,0.0041899800222111126,77,warm,sedentary,Omnivorous corvids,perc_cropland,0.022883182478222144,Cropland (% coverage),0.6811067764729432,TRUE,1,Positive,9.588007742836217e-5,9.588007742836217e-5,9.588007742836217e-5,+
Cluster 3,Corvus_frugilegus,Corvus frugilegus,0.0041899800222111126,77,warm,sedentary,Omnivorous corvids,perc_forest,0.00974963139527561,Forest (% coverage),-0.8385180929732062,TRUE,-1,Negative,4.085076077012706e-5,4.085076077012706e-5,-4.085076077012706e-5,-
Cluster 3,Motacilla_flava,Motacilla flava,0.003880696843564372,78,medium,long-distance,Open-land insectivores,tmean_breeding,0.04293295954942295,Temperature,1.798152528675597,TRUE,1,Positive,1.666098006083225e-4,1.666098006083225e-4,1.666098006083225e-4,+
Cluster 3,Motacilla_flava,Motacilla flava,0.003880696843564372,78,medium,long-distance,Open-land insectivores,prec_breeding,0.015583656289575698,Precipitation,-0.01653607794591795,TRUE,-1,Negative,6.047544577414848e-5,6.047544577414848e-5,-6.047544577414848e-5,-
Cluster 3,Motacilla_flava,Motacilla flava,0.003880696843564372,78,medium,long-distance,Open-land insectivores,hh,0.011633458163193796,Land-use heterogeneity,0.7549661321509314,TRUE,1,Positive,4.514592437364434e-5,4.514592437364434e-5,4.514592437364434e-5,+
Cluster 3,Motacilla_flava,Motacilla flava,0.003880696843564372,78,medium,long-distance,Open-land insectivores,perc_forest,0.01896536373838748,Forest (% coverage),-1.375466757363115,TRUE,-1,Negative,7.359882719661048e-5,7.359882719661048e-5,-7.359882719661048e-5,-
Cluster 3,Tachybaptus_ruficollis,Tachybaptus ruficollis,0.0036217092721919975,79,very warm,sedentary and short-distance,Aquatic pursuers,perc_urban,0.012474146743232184,Urban (% coverage),1.491763668661494,TRUE,1,Positive,4.517773292264761e-5,4.517773292264761e-5,4.517773292264761e-5,+
Cluster 3,Tachybaptus_ruficollis,Tachybaptus ruficollis,0.0036217092721919975,79,very warm,sedentary and short-distance,Aquatic pursuers,perc_pasture,0.0033228731233715123,Pasture (% coverage),1.012655956880604,TRUE,1,Positive,1.2034480401232189e-5,1.2034480401232189e-5,1.2034480401232189e-5,+
Cluster 3,Tachybaptus_ruficollis,Tachybaptus ruficollis,0.0036217092721919975,79,very warm,sedentary and short-distance,Aquatic pursuers,perc_forest,0.0145487674543866,Forest (% coverage),1.399014711954157,TRUE,1,Positive,5.269140598851711e-5,5.269140598851711e-5,5.269140598851711e-5,+
Cluster 3,Tachybaptus_ruficollis,Tachybaptus ruficollis,0.0036217092721919975,79,very warm,sedentary and short-distance,Aquatic pursuers,perc_grass_shrub,0.0054202463318305085,Grass/Shrubland (% coverage),1.732966768317397,TRUE,1,Positive,1.9630556397555216e-5,1.9630556397555216e-5,1.9630556397555216e-5,+
Cluster 3,Asio_otus,Asio otus,0.00361302808563189,80,medium,sedentary,Owls,perc_cropland,0.007774977171359172,Cropland (% coverage),0.7038928974467271,TRUE,1,Positive,2.8091210885267476e-5,2.8091210885267476e-5,2.8091210885267476e-5,+
Cluster 3,Asio_otus,Asio otus,0.00361302808563189,80,medium,sedentary,Owls,perc_pasture,0.0023294412279707567,Pasture (% coverage),1.19475475902875,TRUE,1,Positive,8.416336580487182e-6,8.416336580487182e-6,8.416336580487182e-6,+
Cluster 3,Asio_otus,Asio otus,0.00361302808563189,80,medium,sedentary,Owls,perc_forest,0.008720060576257026,Forest (% coverage),1.46521673651968,TRUE,1,Positive,3.150582377042804e-5,3.150582377042804e-5,3.150582377042804e-5,+
Cluster 3,Podiceps_grisegena,Podiceps grisegena,0.0035086723386571123,81,medium,short-distance,Aquatic pursuers,prec_breeding,0.021956964188089338,Precipitation,-0.02849444395177617,TRUE,-1,Negative,7.703979288763388e-5,7.703979288763388e-5,-7.703979288763388e-5,-
Cluster 3,Podiceps_grisegena,Podiceps grisegena,0.0035086723386571123,81,medium,short-distance,Aquatic pursuers,perc_urban,0.002425154850403634,Urban (% coverage),0.7886838234995666,TRUE,1,Positive,8.509073740571357e-6,8.509073740571357e-6,8.509073740571357e-6,+
Cluster 3,Podiceps_grisegena,Podiceps grisegena,0.0035086723386571123,81,medium,short-distance,Aquatic pursuers,perc_cropland,0.013185353548051022,Cropland (% coverage),0.8374798205893277,TRUE,1,Positive,4.6263085269461035e-5,4.6263085269461035e-5,4.6263085269461035e-5,+
Cluster 3,Podiceps_grisegena,Podiceps grisegena,0.0035086723386571123,81,medium,short-distance,Aquatic pursuers,perc_forest,0.002707465906784459,Forest (% coverage),0.7152861152648227,TRUE,1,Positive,9.499610734991827e-6,9.499610734991827e-6,9.499610734991827e-6,+
Cluster 3,Podiceps_grisegena,Podiceps grisegena,0.0035086723386571123,81,medium,short-distance,Aquatic pursuers,perc_grass_shrub,0.0049752835055321045,Grass/Shrubland (% coverage),2.098630987240814,TRUE,1,Positive,1.7456639612837487e-5,1.7456639612837487e-5,1.7456639612837487e-5,+
Cluster 3,Scolopax_rusticola,Scolopax rusticola,0.0035025656900469237,82,very cold,sedentary and short-distance,Scolopacids,tmean_breeding,0.018192785781183038,Temperature,-1.147738848011546,TRUE,-1,Negative,6.372142728354522e-5,6.372142728354522e-5,-6.372142728354522e-5,-
Cluster 3,Scolopax_rusticola,Scolopax rusticola,0.0035025656900469237,82,very cold,sedentary and short-distance,Scolopacids,prec_breeding,0.014643835531710886,Precipitation,-0.0160169129641006,TRUE,-1,Negative,5.12909959040606e-5,5.12909959040606e-5,-5.12909959040606e-5,-
Cluster 3,Scolopax_rusticola,Scolopax rusticola,0.0035025656900469237,82,very cold,sedentary and short-distance,Scolopacids,perc_forest,0.10455901954090138,Forest (% coverage),3.366227440488724,TRUE,1,Positive,3.6622483442890706e-4,3.6622483442890706e-4,3.6622483442890706e-4,+
Cluster 3,Picus_viridis,Picus viridis,0.003386308123964644,83,warm,sedentary,Woodpeckers,hh,0.014356860319433062,Land-use heterogeneity,1.153835380019523,TRUE,1,Positive,4.861675273432181e-5,4.861675273432181e-5,4.861675273432181e-5,+
Cluster 3,Picus_viridis,Picus viridis,0.003386308123964644,83,warm,sedentary,Woodpeckers,perc_forest,0.06669827371553393,Forest (% coverage),3.647165508126777,TRUE,1,Positive,2.2586090613733e-4,2.2586090613733e-4,2.2586090613733e-4,+
Cluster 3,Haematopus_ostralegus,Haematopus ostralegus,0.003324598398714613,84,very cold,short-distance,Plovers,tmean_breeding,0.07330089635763573,Temperature,3.686758245560947,TRUE,1,Positive,2.4369604265494157e-4,2.4369604265494157e-4,2.4369604265494157e-4,+
Cluster 3,Haematopus_ostralegus,Haematopus ostralegus,0.003324598398714613,84,very cold,short-distance,Plovers,prec_breeding,0.0275537164805032,Precipitation,-0.03490180222370256,TRUE,-1,Negative,9.160504168971738e-5,9.160504168971738e-5,-9.160504168971738e-5,-
Cluster 3,Haematopus_ostralegus,Haematopus ostralegus,0.003324598398714613,84,very cold,short-distance,Plovers,hh,0.06170028116044283,Land-use heterogeneity,2.839104477449228,TRUE,1,Positive,2.0512865594624963e-4,2.0512865594624963e-4,2.0512865594624963e-4,+
Cluster 3,Haematopus_ostralegus,Haematopus ostralegus,0.003324598398714613,84,very cold,short-distance,Plovers,perc_urban,0.03867977521282217,Urban (% coverage),-3.669827276696258,TRUE,-1,Negative,1.2859471873518977e-4,1.2859471873518977e-4,-1.2859471873518977e-4,-
Cluster 3,Haematopus_ostralegus,Haematopus ostralegus,0.003324598398714613,84,very cold,short-distance,Plovers,perc_cropland,0.06012614742387045,Cropland (% coverage),-1.959220219487043,TRUE,-1,Negative,1.9989529344627846e-4,1.9989529344627846e-4,-1.9989529344627846e-4,-
Cluster 3,Haematopus_ostralegus,Haematopus ostralegus,0.003324598398714613,84,very cold,short-distance,Plovers,perc_pasture,0.005550619166737744,Pasture (% coverage),-1.892105447663738,TRUE,-1,Negative,1.8453579593610943e-5,1.8453579593610943e-5,-1.8453579593610943e-5,-
Cluster 3,Haematopus_ostralegus,Haematopus ostralegus,0.003324598398714613,84,very cold,short-distance,Plovers,perc_forest,0.03399357070609287,Forest (% coverage),-2.972972595780699,TRUE,-1,Negative,1.1301497073606835e-4,1.1301497073606835e-4,-1.1301497073606835e-4,-
Cluster 3,Haematopus_ostralegus,Haematopus ostralegus,0.003324598398714613,84,very cold,short-distance,Plovers,perc_grass_shrub,0.019022695118432565,Grass/Shrubland (% coverage),-4.699043595682355,TRUE,-1,Negative,6.32428217299772e-5,6.32428217299772e-5,-6.32428217299772e-5,-
Cluster 3,Pernis_apivorus,Pernis apivorus,0.0029561720160506152,85,medium,long-distance,Diurnal raptors,tmean_breeding,0.004065972881188234,Temperature,-0.6100349626670799,TRUE,-1,Negative,1.201971524938935e-5,1.201971524938935e-5,-1.201971524938935e-5,-
Cluster 3,Pernis_apivorus,Pernis apivorus,0.0029561720160506152,85,medium,long-distance,Diurnal raptors,perc_cropland,0.00695844615066816,Cropland (% coverage),0.5174727694492275,TRUE,1,Positive,2.057036378580034e-5,2.057036378580034e-5,2.057036378580034e-5,+
Cluster 3,Pernis_apivorus,Pernis apivorus,0.0029561720160506152,85,medium,long-distance,Diurnal raptors,perc_forest,0.043270101565604895,Forest (% coverage),2.77686339146681,TRUE,1,Positive,1.279138633799091e-4,1.279138633799091e-4,1.279138633799091e-4,+
Cluster 3,Oriolus_oriolus,Oriolus oriolus,0.002837727125038072,86,very warm,long-distance,Orioles,tmean_breeding,0.017335027269720322,Temperature,1.434628984706403,TRUE,1,Positive,4.9192077096560025e-5,4.9192077096560025e-5,4.9192077096560025e-5,+
Cluster 3,Oriolus_oriolus,Oriolus oriolus,0.002837727125038072,86,very warm,long-distance,Orioles,prec_breeding,0.00565225199091135,Precipitation,-0.0114699096470192,TRUE,-1,Negative,1.6039548792159584e-5,1.6039548792159584e-5,-1.6039548792159584e-5,-
Cluster 3,Oriolus_oriolus,Oriolus oriolus,0.002837727125038072,86,very warm,long-distance,Orioles,perc_urban,0.019410395191732314,Urban (% coverage),-2.095951907281167,TRUE,-1,Negative,5.5081404943287354e-5,5.5081404943287354e-5,-5.5081404943287354e-5,-
Cluster 3,Astur_gentilis,Astur gentilis,0.0027940261208694583,87,cold,sedentary,Diurnal raptors,tmean_breeding,0.00989008179110103,Temperature,0.9880750047368444,TRUE,1,Positive,2.7633146861871678e-5,2.7633146861871678e-5,2.7633146861871678e-5,+
Cluster 3,Astur_gentilis,Astur gentilis,0.0027940261208694583,87,cold,sedentary,Diurnal raptors,prec_breeding,0.030347902573862124,Precipitation,0.02768865695531236,TRUE,1,Positive,8.479283250497224e-5,8.479283250497224e-5,8.479283250497224e-5,+
Cluster 3,Astur_gentilis,Astur gentilis,0.0027940261208694583,87,cold,sedentary,Diurnal raptors,perc_cropland,0.008930878116956283,Cropland (% coverage),0.5299832274223973,TRUE,1,Positive,2.4953106741077297e-5,2.4953106741077297e-5,2.4953106741077297e-5,+
Cluster 3,Astur_gentilis,Astur gentilis,0.0027940261208694583,87,cold,sedentary,Diurnal raptors,perc_forest,0.08356137468002342,Forest (% coverage),3.539386885001755,TRUE,1,Positive,2.334726635517452e-4,2.334726635517452e-4,2.334726635517452e-4,+
Cluster 3,Anser_anser,Anser anser,0.0026477865594220448,88,cold,sedentary and short-distance,Grazing waterfowl,prec_breeding,0.019272333571164445,Precipitation,-0.02805441591466117,TRUE,-1,Negative,5.102902579842748e-5,5.102902579842748e-5,-5.102902579842748e-5,-
Cluster 3,Anser_anser,Anser anser,0.0026477865594220448,88,cold,sedentary and short-distance,Grazing waterfowl,hh,0.005162673133212701,Land-use heterogeneity,0.7084977346261029,TRUE,1,Positive,1.3669656532809886e-5,1.3669656532809886e-5,1.3669656532809886e-5,+
